,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
45,0.7052,0.72631,0.69708,0.64502,0.63954,0.38718,0.47674,0.17597,0.49783,0.49399,0.16685,0.41964,0.29437,0.22836,0.27014,0.20996,0.21515,0.20206,0.19425,0.18938,0.6959,0.69414,0.70012,0.72632,0.74195,0.62258,0.44947,0.60432,0.62609,0.61303,0.68786,0.68786,0.21367,0.21367,0.68869,0.34204,0.40866,0.22942,0.46936,0.20369,0.16685,0.41964,0.29437,0.22836,0.27014,1.0,0.61497,0.51913,0.48211,0.67476,0.66271,0.35226,0.7046,0.70179,0.67033,0.58652,0.50923,0.55227,0.64795,0.70258,0.72632,0.74195,0.76062,0.6959,0.69414,0.5617,0.53873,0.55017,0.5617,0.68691,0.68786,0.21367,0.68786,0.21367,0.21367,0.60413,0.39591,0.57933,0.5231,0.42911,0.72465,0.73187,0.71146,0.63306,0.63309,0.36757,0.42951,0.43708,0.41578,0.41477,0.62324,0.62324,0.62324,0.6203,0.68869,0.35858,0.69333,0.37425,0.41782,0.45656,0.32808,0.41026,0.38718,0.47674,0.17597,0.48276,0.33186,0.3269,0.13285,0.65357,0.28588,0.41672,0.3486,0.34066,0.34954,0.3392,0.68869,0.6203,0.56899,0.61792,0.55028,0.61319,0.59763,0.35226,0.60525,0.60867,0.62171,0.63401,0.64601,0.63076,0.50925,0.49505,0.48949,0.60118,0.59614,0.61243,0.59909,0.51493,0.63324,0.54506,0.72661,0.70251,0.70063,0.62457,0.63368,0.71156,0.71021,0.73391,0.69137,0.66956,0.17513,0.72072,0.63008,0.63943,0.66251,0.64131,0.63756,0.60632,0.60151,0.61285,0.46638,0.16685,0.41964,0.29437,0.22836,0.27014,0.61857,0.72572,0.54719,0.66528,0.68385,0.41782,0.36083,0.37425,0.67712,0.45656,0.70333,0.22504,0.22458,0.22669,0.22525,0.21324,0.6439,0.63876,0.63715,0.609,0.65997
46,0.48666,0.49576,0.48948,0.46086,0.47415,0.4436,0.5216,0.46507,0.54289,0.38071,0.1905,0.33422,0.22517,0.19599,0.25997,0.18829,0.17915,0.1734,0.17135,0.12501,0.49138,0.48205,0.48409,0.47686,0.50788,0.47013,0.51286,0.46757,0.49238,0.47022,0.49632,0.49632,0.17571,0.17571,0.49865,0.33851,0.1572,0.23093,0.16225,0.22296,0.1905,0.33422,0.22517,0.19599,0.25997,0.61367,1.0,0.58127,0.52036,0.66133,0.45216,0.41151,0.49388,0.51095,0.47143,0.50343,0.39913,0.57889,0.47213,0.53909,0.47686,0.50788,0.51625,0.49138,0.48205,0.55547,0.56164,0.55506,0.55547,0.51649,0.49632,0.17571,0.49632,0.17571,0.17571,0.43082,0.29391,0.38539,0.53456,0.45461,0.56064,0.57047,0.53877,0.55761,0.57708,0.37004,0.35082,0.37689,0.3521,0.35578,0.48931,0.48931,0.48931,0.48887,0.49865,0.39737,0.59478,0.38614,0.38317,0.34906,0.40628,0.5327,0.4436,0.5216,0.46507,0.48599,0.28065,0.28401,0.10847,0.49689,0.30053,0.38438,0.40178,0.40054,0.39639,0.37649,0.49865,0.48886,0.42801,0.48623,0.37714,0.43472,0.5221,0.4088,0.51122,0.49001,0.47814,0.504,0.51495,0.47191,0.39982,0.38342,0.37757,0.43836,0.43107,0.42904,0.4177,0.53923,0.41867,0.40575,0.50314,0.47081,0.47509,0.45252,0.46152,0.50452,0.50956,0.53318,0.53424,0.48752,0.19665,0.50136,0.44368,0.45652,0.46197,0.44982,0.55918,0.56958,0.57407,0.51738,0.36625,0.1905,0.33422,0.22517,0.19599,0.25997,0.45835,0.51389,0.49869,0.4641,0.55752,0.38317,0.33588,0.38614,0.6128,0.34906,0.49164,0.19529,0.19461,0.19169,0.19324,0.18545,0.52109,0.52874,0.5537,0.59051,0.43448
47,0.43837,0.41725,0.41712,0.38188,0.40826,0.4919,0.47311,0.41831,0.44374,0.43454,0.17729,0.34396,0.24947,0.19849,0.35106,0.20428,0.21058,0.1954,0.19248,0.12316,0.43321,0.42183,0.44531,0.44036,0.42067,0.47395,0.57495,0.46782,0.47033,0.47295,0.45298,0.45298,0.17933,0.17933,0.4525,0.31975,0.39737,0.19772,0.39502,0.18983,0.17729,0.34396,0.24947,0.19849,0.35106,0.51856,0.58127,1.0,0.78096,0.66121,0.48281,0.60945,0.42018,0.50792,0.48518,0.44644,0.3939,0.59704,0.50088,0.53185,0.44036,0.42067,0.44316,0.43321,0.42183,0.43851,0.41695,0.43143,0.43851,0.46523,0.45298,0.17933,0.45298,0.17933,0.17933,0.40185,0.29199,0.38842,0.54476,0.50184,0.4708,0.47905,0.45156,0.4811,0.48494,0.31396,0.34814,0.38992,0.35248,0.37411,0.4324,0.4324,0.4324,0.43485,0.4525,0.36817,0.49267,0.33802,0.37964,0.2986,0.5651,0.44202,0.4919,0.47311,0.41831,0.46423,0.2839,0.2933,0.10998,0.50212,0.26317,0.38995,0.34661,0.33774,0.34898,0.33738,0.45381,0.43361,0.38841,0.43208,0.36898,0.41948,0.51828,0.60903,0.55206,0.50714,0.49256,0.5348,0.54673,0.48644,0.39249,0.39085,0.3831,0.47081,0.47339,0.42949,0.41448,0.61713,0.41293,0.39495,0.41922,0.4122,0.4188,0.3864,0.40306,0.42868,0.43508,0.47941,0.47906,0.4413,0.1687,0.40979,0.38946,0.38892,0.39616,0.3974,0.49491,0.4968,0.49068,0.43537,0.32209,0.17729,0.34396,0.24947,0.19849,0.35106,0.34895,0.4335,0.40649,0.39059,0.41029,0.37964,0.31314,0.33802,0.50259,0.2986,0.42899,0.20538,0.20542,0.20694,0.2036,0.2021,0.49695,0.47928,0.48353,0.52213,0.45792
48,0.4101,0.36165,0.41627,0.3691,0.36921,0.1378,0.45236,0.14805,0.41253,0.36756,0.16507,0.30438,0.24172,0.19466,0.41651,0.19067,0.20288,0.19775,0.18795,0.13073,0.39596,0.4055,0.4042,0.40791,0.40883,0.43532,0.50942,0.40932,0.41831,0.41829,0.4041,0.4041,0.17085,0.17085,0.3986,0.29519,0.39098,0.192,0.408,0.17747,0.16507,0.30438,0.24172,0.19466,0.41651,0.48123,0.52036,0.78096,1.0,0.56087,0.41731,0.69065,0.40147,0.44864,0.42469,0.39314,0.34761,0.51342,0.44473,0.45906,0.40791,0.40883,0.41231,0.39596,0.4055,0.40856,0.41205,0.41133,0.40856,0.44566,0.4041,0.17085,0.4041,0.17085,0.17085,0.35626,0.28391,0.34784,0.49222,0.45407,0.475,0.48215,0.45972,0.49582,0.48313,0.28189,0.30592,0.35392,0.31383,0.35269,0.37863,0.37863,0.37863,0.37758,0.3986,0.36635,0.4272,0.30031,0.33718,0.26481,0.6088,0.42691,0.1378,0.45236,0.14805,0.4068,0.26516,0.27986,0.10528,0.46209,0.23818,0.35647,0.29247,0.28321,0.29314,0.2838,0.3986,0.37754,0.35389,0.3709,0.33688,0.3749,0.479,0.69066,0.48862,0.44859,0.44576,0.46906,0.48509,0.43349,0.35355,0.35149,0.35043,0.42115,0.40725,0.39023,0.3761,0.54019,0.37028,0.36705,0.38981,0.35571,0.40993,0.36269,0.36935,0.44605,0.45021,0.47691,0.45873,0.42642,0.1579,0.3778,0.35633,0.36218,0.37564,0.36168,0.48981,0.45196,0.4761,0.44508,0.34574,0.16507,0.30438,0.24172,0.19466,0.41651,0.32524,0.39547,0.35941,0.33559,0.37667,0.33718,0.27229,0.30031,0.4326,0.26481,0.39287,0.20468,0.20565,0.20605,0.19738,0.20043,0.4661,0.46069,0.46955,0.4845,0.45499
49,0.56099,0.55269,0.52451,0.50484,0.51398,0.43585,0.58235,0.15943,0.51099,0.44714,0.14743,0.37261,0.26284,0.20891,0.24838,0.16747,0.21518,0.20222,0.19994,0.13337,0.53441,0.52689,0.55397,0.55728,0.55007,0.53225,0.54876,0.52277,0.53822,0.52792,0.56762,0.56762,0.1913,0.1913,0.56746,0.31801,0.46204,0.20684,0.15654,0.19242,0.14743,0.37261,0.26284,0.20891,0.24838,0.6747,0.66133,0.66121,0.56132,1.0,0.51007,0.43388,0.51864,0.57077,0.54173,0.52331,0.42287,0.65456,0.53723,0.58239,0.55728,0.55007,0.55051,0.53441,0.52689,0.51759,0.50782,0.51543,0.51759,0.58959,0.56762,0.1913,0.56762,0.1913,0.1913,0.47888,0.33059,0.44446,0.61052,0.51613,0.61968,0.59685,0.6003,0.60382,0.60173,0.35567,0.39945,0.40982,0.39913,0.40096,0.53777,0.53777,0.53777,0.53686,0.56746,0.35304,0.55442,0.38074,0.41034,0.37151,0.37304,0.51939,0.43585,0.58235,0.15943,0.48464,0.32495,0.32168,0.10695,0.63847,0.2842,0.4127,0.35269,0.34627,0.35554,0.34905,0.56751,0.53652,0.46998,0.53494,0.43512,0.49864,0.57399,0.43387,0.59248,0.5546,0.55249,0.58639,0.59658,0.56199,0.42432,0.42079,0.41323,0.50251,0.502,0.49224,0.47861,0.60409,0.47519,0.48714,0.55213,0.53193,0.53966,0.49439,0.48329,0.57802,0.55843,0.59648,0.55562,0.55312,0.09882,0.54448,0.49259,0.48914,0.50746,0.50846,0.67688,0.6508,0.65755,0.61376,0.42366,0.14743,0.37261,0.26284,0.20891,0.24838,0.47176,0.55588,0.46662,0.50456,0.52343,0.41034,0.34704,0.38074,0.56257,0.37151,0.53215,0.22188,0.22164,0.22195,0.22031,0.21659,0.64933,0.64323,0.64113,0.6606,0.54734
50,0.35129,0.37641,0.36617,0.27611,0.29048,0.11191,0.36457,0.16608,0.28169,0.54417,0.16479,0.50957,0.22142,0.22392,0.1412,0.11267,0.1069,0.09718,0.09968,0.09091,0.36757,0.37664,0.36415,0.36467,0.36325,0.68561,0.34389,0.6759,0.69422,0.68068,0.61353,0.61353,0.12602,0.12602,0.62328,0.2302,0.28616,0.15504,0.2913,0.16361,0.16479,0.50957,0.22142,0.22392,0.1412,0.35507,0.24675,0.26242,0.22506,0.27085,1.0,0.23796,0.35062,0.64864,0.82009,0.67541,0.71879,0.36335,0.74873,0.73711,0.36467,0.36325,0.3625,0.36757,0.37664,0.45424,0.43657,0.45297,0.45424,0.57693,0.61353,0.12602,0.61353,0.12602,0.12602,0.28166,0.23893,0.34806,0.30755,0.28384,0.53344,0.53885,0.54482,0.55599,0.53513,0.17461,0.19807,0.2239,0.19258,0.22606,0.64721,0.64721,0.64721,0.64617,0.62328,0.16826,0.32187,0.17159,0.18731,0.44674,0.17802,0.28023,0.11191,0.36457,0.16608,0.45937,0.16266,0.15193,0.04737,0.40936,0.13928,0.21294,0.16841,0.16549,0.16657,0.16341,0.62328,0.64616,0.70184,0.61633,0.72481,0.64762,0.53229,0.22149,0.60257,0.72262,0.75538,0.72432,0.69579,0.71275,0.7192,0.70935,0.70279,0.74851,0.76747,0.46328,0.45205,0.30352,0.42992,0.41011,0.36958,0.3965,0.35556,0.275,0.30327,0.54301,0.5443,0.5544,0.53949,0.54681,0.07983,0.29849,0.26182,0.26763,0.26474,0.27124,0.41665,0.4141,0.38701,0.48337,0.51305,0.16479,0.50957,0.22142,0.22392,0.1412,0.27983,0.41596,0.26438,0.32,0.34307,0.18731,0.15936,0.17159,0.32943,0.44674,0.37545,0.10677,0.10664,0.1057,0.10826,0.10684,0.41997,0.42065,0.44643,0.3232,0.40188
51,0.17084,0.18804,0.14378,0.16503,0.15643,0.25189,0.21126,0.19615,0.20472,0.19708,0.18383,0.18443,0.18865,0.21295,0.2268,0.10177,0.09541,0.09004,0.09433,0.05988,0.18575,0.17373,0.18182,0.16799,0.18397,0.21373,0.21458,0.20768,0.21079,0.20875,0.22346,0.22346,0.10374,0.10374,0.22487,0.17966,0.1852,0.13175,0.19929,0.14187,0.18383,0.18443,0.18865,0.21295,0.2268,0.19159,0.22124,0.32258,0.3582,0.23426,0.23729,1.0,0.17819,0.24002,0.23943,0.2325,0.22808,0.26815,0.21406,0.22611,0.16799,0.18397,0.1741,0.18575,0.17373,0.19378,0.18515,0.19136,0.19378,0.19237,0.22346,0.10374,0.22346,0.10374,0.10374,0.16547,0.15061,0.18548,0.29732,0.28127,0.2015,0.20545,0.20046,0.19902,0.20545,0.13459,0.14104,0.1753,0.15036,0.18169,0.23117,0.23117,0.23117,0.2332,0.22487,0.21685,0.18759,0.13432,0.15286,0.14338,0.31722,0.19864,0.25189,0.21126,0.19615,0.23647,0.13667,0.13314,0.08751,0.20767,0.11681,0.19416,0.16172,0.15438,0.15905,0.15856,0.22487,0.2334,0.22749,0.22485,0.21825,0.23,0.25798,0.5,0.22703,0.22355,0.2222,0.21583,0.21581,0.22268,0.23046,0.22488,0.22243,0.2114,0.22358,0.21958,0.21157,0.27733,0.19682,0.19763,0.17877,0.18237,0.17606,0.1335,0.16749,0.18666,0.1871,0.18934,0.19832,0.18706,0.08734,0.16976,0.15339,0.16324,0.15696,0.16775,0.21432,0.22182,0.2223,0.20513,0.18408,0.18383,0.18443,0.18865,0.21295,0.2268,0.14104,0.16108,0.14951,0.17372,0.15846,0.15286,0.12056,0.13432,0.19665,0.14338,0.18344,0.09415,0.09404,0.09466,0.09441,0.09225,0.21034,0.20864,0.21373,0.21945,0.181
52,0.86174,0.67291,0.85288,0.69527,0.73296,0.25475,0.31555,0.2709,0.27158,0.35054,0.11796,0.25742,0.18259,0.14115,0.15312,0.11077,0.10479,0.09619,0.1039,0.10016,0.85093,0.84267,0.83668,0.84076,0.84678,0.31443,0.26924,0.30733,0.31656,0.30633,0.34109,0.34109,0.1405,0.1405,0.34276,0.2285,0.25429,0.14669,0.24177,0.13755,0.11796,0.25742,0.18259,0.14115,0.15312,0.37867,0.26487,0.22694,0.21733,0.28128,0.35088,0.17207,1.0,0.35271,0.32843,0.30754,0.27706,0.30677,0.31951,0.33066,0.84076,0.84678,0.86044,0.85093,0.84267,0.31206,0.31019,0.31495,0.31206,0.35694,0.34109,0.1405,0.34109,0.1405,0.1405,0.4149,0.24497,0.34681,0.23882,0.18315,0.3607,0.35635,0.36464,0.36653,0.35973,0.20076,0.22943,0.22552,0.22082,0.21192,0.29693,0.29693,0.29693,0.29647,0.34276,0.23534,0.29694,0.19695,0.2074,0.22731,0.15961,0.28534,0.25475,0.31555,0.2709,0.27678,0.17339,0.16983,0.0912,0.35069,0.15038,0.21435,0.1783,0.17248,0.17912,0.17373,0.34276,0.29647,0.29492,0.29461,0.28101,0.3237,0.32681,0.16394,0.33839,0.33876,0.33542,0.32072,0.35387,0.31598,0.10122,0.26652,0.26253,0.29084,0.2951,0.26163,0.26654,0.23355,0.28435,0.26226,0.85425,0.63792,0.85099,0.68276,0.74547,0.37191,0.36915,0.37291,0.35819,0.35433,0.09772,0.44399,0.4421,0.43936,0.44882,0.43278,0.33183,0.32889,0.31985,0.33718,0.29124,0.11796,0.25742,0.18259,0.14115,0.15312,0.64234,0.62478,0.43062,0.67321,0.55701,0.2074,0.18416,0.19695,0.28164,0.22731,0.81775,0.11312,0.11351,0.11436,0.11417,0.10812,0.33857,0.33612,0.34632,0.30951,0.35372
53,0.38309,0.38918,0.37997,0.29161,0.32268,0.12033,0.16956,0.15944,0.31356,0.46601,0.15342,0.22674,0.2212,0.21152,0.16213,0.10859,0.1054,0.10348,0.09744,0.06529,0.39114,0.38395,0.39156,0.38422,0.37589,0.63087,0.11997,0.62758,0.63662,0.63129,0.56894,0.56894,0.13488,0.13488,0.57219,0.22114,0.30909,0.15921,0.31728,0.16502,0.15342,0.22674,0.2212,0.21152,0.16213,0.37324,0.27787,0.27397,0.24223,0.30468,0.6513,0.24042,0.35271,1.0,0.77753,0.60944,0.60905,0.37469,0.68688,0.69008,0.38422,0.37589,0.38103,0.39114,0.38395,0.44759,0.43056,0.44791,0.44759,0.51887,0.56894,0.13488,0.56894,0.13488,0.13488,0.29018,0.23255,0.33777,0.31884,0.30595,0.49868,0.50312,0.49725,0.51379,0.50622,0.16036,0.19316,0.21567,0.186,0.22401,0.57806,0.57806,0.57806,0.57568,0.57219,0.17526,0.36161,0.16247,0.18861,0.3917,0.19214,0.30738,0.12033,0.16956,0.15944,0.45092,0.14985,0.14758,0.07482,0.41593,0.13122,0.2126,0.18166,0.17526,0.18141,0.1737,0.57219,0.57569,0.59615,0.55209,0.60617,0.71136,0.78353,0.22875,0.61191,0.63931,0.64519,0.63405,0.64371,0.60449,0.60973,0.60583,0.5957,0.67949,0.68233,0.39713,0.38147,0.32307,0.3906,0.3683,0.38282,0.4089,0.38099,0.29635,0.32065,0.50983,0.50787,0.5145,0.48919,0.49288,0.09008,0.33796,0.27107,0.28966,0.26568,0.29304,0.39887,0.39643,0.37584,0.44508,0.45399,0.15342,0.22674,0.2212,0.21152,0.16213,0.28869,0.43765,0.2952,0.32987,0.37689,0.18861,0.15817,0.16247,0.3604,0.3917,0.38405,0.10527,0.10434,0.10459,0.10336,0.10059,0.4284,0.42823,0.4317,0.35309,0.4053
54,0.3577,0.38036,0.35141,0.27785,0.29835,0.18125,0.33852,0.15774,0.27447,0.49022,0.1649,0.47635,0.21639,0.20516,0.16401,0.11257,0.10693,0.09496,0.10265,0.0917,0.35356,0.34548,0.37327,0.35934,0.35617,0.61208,0.13071,0.60186,0.62815,0.60176,0.55007,0.55007,0.1314,0.1314,0.55957,0.35391,0.13778,0.14283,0.14111,0.15781,0.1649,0.47635,0.21639,0.20516,0.16401,0.35798,0.25884,0.26215,0.2292,0.2914,0.82009,0.2394,0.3256,0.77763,1.0,0.58317,0.63809,0.33268,0.66568,0.65808,0.35934,0.35617,0.35409,0.35356,0.34548,0.42638,0.4136,0.42829,0.42638,0.53527,0.55007,0.1314,0.55007,0.1314,0.1314,0.27851,0.24761,0.3486,0.31371,0.31358,0.492,0.49408,0.50515,0.51013,0.49153,0.16192,0.19412,0.22121,0.1897,0.2259,0.59104,0.59104,0.59104,0.59041,0.55957,0.15754,0.33687,0.16743,0.18455,0.39787,0.17866,0.26889,0.18125,0.33852,0.15774,0.42469,0.16268,0.14794,0.06014,0.38788,0.1388,0.21231,0.17916,0.17577,0.1752,0.16336,0.55986,0.59041,0.61516,0.57164,0.64106,0.74291,0.66094,0.21941,0.71036,0.68015,0.66925,0.66513,0.64471,0.67322,0.64487,0.6413,0.63406,0.66266,0.68688,0.5,0.48901,0.31353,0.4569,0.40824,0.35478,0.37626,0.33731,0.27109,0.28614,0.49661,0.505,0.5038,0.49856,0.48323,0.0945,0.29622,0.25343,0.2712,0.25997,0.27538,0.37368,0.36738,0.35053,0.43458,0.44988,0.1649,0.47635,0.21639,0.20516,0.16401,0.258,0.38717,0.23377,0.30643,0.31645,0.18455,0.15446,0.16743,0.34422,0.39787,0.37023,0.10796,0.10753,0.10432,0.10822,0.10676,0.40131,0.39773,0.41023,0.3168,0.3868
55,0.31048,0.33026,0.31546,0.25706,0.26211,0.17072,0.57286,0.21637,0.23061,0.37162,0.18861,0.22565,0.24335,0.22461,0.16302,0.11002,0.09858,0.09249,0.09562,0.07848,0.31205,0.32025,0.32172,0.30865,0.30159,0.59896,0.54535,0.57485,0.58791,0.59504,0.63615,0.63615,0.12922,0.12922,0.66449,0.26054,0.218,0.22975,0.2192,0.23077,0.18861,0.22565,0.24335,0.22461,0.16302,0.31832,0.27372,0.24369,0.21509,0.2862,0.67541,0.22796,0.30104,0.60944,0.58317,1.0,0.77044,0.67487,0.64317,0.76108,0.30865,0.30159,0.31024,0.31205,0.32025,0.53344,0.47568,0.52635,0.53344,0.51076,0.63615,0.12922,0.63615,0.12922,0.12922,0.25275,0.21181,0.2887,0.29176,0.3544,0.56491,0.58611,0.5455,0.57067,0.59214,0.15692,0.17943,0.2042,0.17623,0.20965,0.73165,0.73165,0.73165,0.73374,0.66449,0.18274,0.33985,0.15504,0.17254,0.37708,0.20585,0.23115,0.17072,0.57286,0.21637,0.76175,0.14962,0.14376,0.06067,0.55547,0.12528,0.22199,0.1847,0.18453,0.18258,0.17858,0.66449,0.73374,0.82895,0.68008,0.66636,0.51169,0.59593,0.22856,0.57242,0.62753,0.6295,0.63803,0.61446,0.62668,0.74133,0.6975,0.68522,0.64557,0.70816,0.36182,0.34891,0.32184,0.34661,0.31861,0.31748,0.32305,0.31263,0.2478,0.2646,0.42149,0.41892,0.4297,0.41759,0.4003,0.09091,0.27318,0.22871,0.23806,0.23423,0.24643,0.61046,0.6088,0.56497,0.67031,0.60847,0.18861,0.22565,0.24335,0.22461,0.16302,0.25783,0.35685,0.25447,0.28277,0.28615,0.17254,0.1468,0.15504,0.34676,0.37708,0.33075,0.10452,0.10463,0.10646,0.10493,0.10204,0.55415,0.55224,0.60358,0.49659,0.43312
56,0.30094,0.32317,0.29244,0.22965,0.2508,0.09588,0.1462,0.14924,0.27759,0.47427,0.19716,0.47816,0.22903,0.25724,0.13344,0.10845,0.09907,0.09403,0.09421,0.06267,0.30198,0.31076,0.30671,0.30355,0.29378,0.6751,0.31646,0.65462,0.67059,0.67345,0.47627,0.47627,0.11622,0.11622,0.47929,0.21758,0.14587,0.14328,0.14679,0.1522,0.19716,0.47816,0.22903,0.25724,0.13344,0.27988,0.2198,0.21584,0.1903,0.23003,0.71883,0.22367,0.265,0.60883,0.63575,0.77044,1.0,0.32487,0.66336,0.64242,0.30355,0.29378,0.29773,0.30198,0.31076,0.4073,0.37375,0.40981,0.4073,0.49493,0.47627,0.11622,0.47627,0.11622,0.11622,0.22675,0.22002,0.29888,0.30138,0.29587,0.46991,0.47343,0.47013,0.4921,0.47805,0.13777,0.15835,0.18479,0.15468,0.19177,0.60963,0.60963,0.60963,0.61326,0.47929,0.1481,0.26517,0.1344,0.14903,0.38971,0.17551,0.2688,0.09588,0.1462,0.14924,0.51249,0.13136,0.13007,0.062,0.37713,0.11058,0.18452,0.15643,0.15527,0.15466,0.14867,0.47929,0.61326,0.8197,0.54809,0.83396,0.62065,0.55249,0.21705,0.5143,0.64022,0.64038,0.60881,0.59387,0.62446,0.97565,0.93923,0.94229,0.70809,0.7475,0.38832,0.37976,0.2749,0.37901,0.33482,0.30153,0.33427,0.29725,0.22472,0.23931,0.45764,0.45931,0.46475,0.44526,0.44878,0.08416,0.24488,0.21002,0.22177,0.21607,0.22402,0.39587,0.40245,0.34593,0.50044,0.60051,0.19716,0.47816,0.22903,0.25724,0.13344,0.22703,0.3315,0.20418,0.25048,0.27566,0.14903,0.12637,0.1344,0.26841,0.38971,0.30328,0.09693,0.09921,0.09999,0.09785,0.0993,0.37446,0.37446,0.41036,0.30338,0.3406
