,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_v2_0,default_comp_v2_1,default_comp_v2_2,default_comp_v2_3,default_comp_v2_4,default_comp_v2_5,default_comp_v2_6,default_comp_v2_7,default_comp_v2_8,default_comp_v2_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb70_v2_0,default_pdb70_v2_1,default_pdb70_v2_2,default_pdb70_v2_3,default_pdb70_v2_4,default_pdb70_v2_5,default_pdb70_v2_6,default_pdb70_v2_7,default_pdb70_v2_8,default_pdb70_v2_9,default_pdb_v2_0,default_pdb_v2_1,default_pdb_v2_2,default_pdb_v2_3,default_pdb_v2_4,default_pdb_v2_5,default_pdb_v2_6,default_pdb_v2_7,default_pdb_v2_8,default_pdb_v2_9,default_struct_v2_0,default_struct_v2_1,default_struct_v2_2,default_struct_v2_3,default_struct_v2_4,default_struct_v2_5,default_struct_v2_6,default_struct_v2_7,default_struct_v2_8,default_struct_v2_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,unidist_uniprot_img_0,unidist_uniprot_img_1,unidist_uniprot_img_2,unidist_uniprot_img_3,unidist_uniprot_img_4,unidist_uniprot_img_5,unidist_uniprot_img_6,unidist_uniprot_img_7,unidist_uniprot_img_8,unidist_uniprot_img_9,unidist_uniprot_sto_0,unidist_uniprot_sto_1,unidist_uniprot_sto_2,unidist_uniprot_sto_3,unidist_uniprot_sto_4,unidist_uniprot_sto_5,unidist_uniprot_sto_6,unidist_uniprot_sto_7,unidist_uniprot_sto_8,unidist_uniprot_sto_9
10,0.75037,0.68162,0.80248,0.73172,0.72373,0.65678,0.64692,0.69385,0.70574,0.97749,1.0,0.96874,0.67505,0.86575,0.84215,0.83646,0.90906,0.79399,0.82384,0.75005,0.71311,0.85744,0.66391,0.674,0.65063,0.90758,0.7881,0.75513,0.79675,0.73622,0.7305,0.6771,0.57454,0.6023,0.62376,0.81851,0.82031,0.68761,0.65924,0.7518,0.77387,0.64119,0.65926,0.64277,0.65952,0.8729,0.59574,0.59053,0.84696,0.77344,0.80734,0.70894,0.76755,0.75343,0.72807,0.91282,0.8589,0.80335,0.77157,0.67286,0.83292,0.62719,0.75183,0.77884,0.77441,0.83568,0.81301,0.66318,0.75135,0.88464,0.68003,0.79367,0.84257,0.66346,0.7307,0.72096,0.6194,0.69324,0.7042,0.7526,0.80516,0.61271,0.76698,0.7463,0.80923,0.6453,0.62366,0.58888,0.67897,0.79278,0.60475,0.63654,0.67535,0.75476,0.72541,0.7473,0.78738,0.79584,0.62778,0.59849,0.63485,0.61788,0.62663,0.61093,0.62244,0.60737,0.60812,0.75655,0.62337,0.62384,0.61352,0.62438,0.62125,0.63567,0.7372,0.68426,0.61762,0.77284,0.6337,0.60006,0.60962,0.61387,0.48932,0.51084,0.48316,0.62146,0.62102,0.69091,0.61782,0.63629,0.819,0.57982,0.63147,0.63537,0.62315,0.81609,0.67205,0.68714,0.78633,0.60708,0.65392,0.65431,0.66538,0.64589,0.67406
11,0.76893,0.72265,0.82215,0.73127,0.71605,0.66333,0.66099,0.73631,0.74976,0.99119,0.96874,1.0,0.69378,0.81599,0.80345,0.81138,0.90209,0.82843,0.86635,0.79777,0.7098,0.90018,0.7126,0.73286,0.66818,0.91976,0.83938,0.81072,0.85227,0.79633,0.79072,0.71891,0.60572,0.6347,0.65502,0.87818,0.86126,0.67954,0.65308,0.76119,0.799,0.65935,0.69804,0.67124,0.69833,0.90939,0.622,0.61567,0.88783,0.77918,0.86468,0.77004,0.81836,0.73923,0.78788,0.92373,0.9037,0.86004,0.83118,0.65418,0.844,0.63853,0.72401,0.82626,0.82831,0.88886,0.83544,0.69333,0.80384,0.88296,0.71977,0.85625,0.89464,0.67732,0.71071,0.78279,0.63857,0.75361,0.7594,0.81454,0.85765,0.63235,0.82363,0.80127,0.86483,0.64061,0.64377,0.6005,0.71601,0.79232,0.63188,0.66923,0.71943,0.80372,0.77261,0.73747,0.78106,0.80005,0.63747,0.60486,0.65439,0.63869,0.64591,0.62323,0.64292,0.61716,0.61674,0.75808,0.64123,0.64207,0.6186,0.64253,0.639,0.64969,0.78756,0.74094,0.61927,0.81543,0.64976,0.60988,0.61029,0.62559,0.49035,0.51221,0.4833,0.636,0.6342,0.72048,0.63679,0.6515,0.84517,0.60031,0.63441,0.66002,0.65075,0.85768,0.66207,0.66741,0.76095,0.63711,0.65089,0.69695,0.70266,0.66527,0.71655
12,0.69066,0.62513,0.69336,0.75194,0.76841,0.793,0.80702,0.56369,0.56462,0.71728,0.67505,0.69378,1.0,0.80343,0.82265,0.7918,0.69725,0.67265,0.67917,0.64623,0.7998,0.67477,0.61695,0.63161,0.6255,0.68203,0.64729,0.64314,0.62708,0.62563,0.62138,0.59668,0.70451,0.777,0.57745,0.64978,0.67086,0.80353,0.84047,0.69635,0.66991,0.60856,0.62517,0.61956,0.63131,0.66878,0.84874,0.6312,0.66072,0.73625,0.65936,0.63174,0.65739,0.80761,0.65391,0.67949,0.65484,0.66617,0.63892,0.91288,0.72536,0.7114,0.84654,0.65976,0.67456,0.6474,0.68519,0.62174,0.63271,0.71132,0.60646,0.63756,0.65713,0.61497,0.85476,0.6241,0.85395,0.63209,0.65657,0.64011,0.66711,0.87606,0.65888,0.64658,0.65422,0.78701,0.78929,0.611,0.63311,0.72774,0.71941,0.61689,0.62661,0.66547,0.63532,0.78742,0.76018,0.68632,0.73101,0.62958,0.60295,0.59276,0.59442,0.60552,0.59203,0.62431,0.59882,0.7135,0.59892,0.59183,0.66108,0.6077,0.59379,0.6206,0.64547,0.63052,0.62425,0.65105,0.618,0.63764,0.61767,0.60194,0.48697,0.50218,0.4839,0.8421,0.59875,0.61814,0.60045,0.593,0.68702,0.65045,0.59945,0.60454,0.58964,0.66604,0.85434,0.83814,0.82685,0.85768,0.78809,0.62343,0.64411,0.60767,0.65224
13,0.75053,0.64004,0.75671,0.78059,0.76464,0.68639,0.68801,0.60713,0.6097,0.84665,0.86575,0.81599,0.80343,1.0,0.98289,0.86333,0.82436,0.77376,0.76163,0.68999,0.80136,0.77075,0.64066,0.65033,0.64844,0.81159,0.70016,0.68164,0.67778,0.66578,0.66148,0.62511,0.60025,0.63728,0.59349,0.70747,0.7441,0.76088,0.73789,0.76663,0.75049,0.62991,0.65743,0.63737,0.65737,0.75539,0.67968,0.60161,0.74618,0.80579,0.72341,0.66258,0.70682,0.82785,0.67655,0.79166,0.72928,0.73113,0.68641,0.77911,0.82898,0.64052,0.85178,0.72436,0.71282,0.71537,0.79466,0.64813,0.67856,0.82664,0.63913,0.69184,0.75418,0.63353,0.82344,0.64848,0.71327,0.66737,0.67971,0.67807,0.74156,0.72358,0.70312,0.69536,0.71625,0.71582,0.69346,0.59353,0.66396,0.81616,0.62942,0.63435,0.65774,0.71391,0.68667,0.80334,0.81721,0.76433,0.64198,0.61099,0.62104,0.60521,0.61252,0.60255,0.60626,0.59937,0.59521,0.77599,0.6075,0.612,0.62657,0.61356,0.60755,0.63061,0.66897,0.65364,0.60936,0.68503,0.6333,0.60699,0.66458,0.61262,0.48819,0.50745,0.48214,0.68472,0.60267,0.65201,0.59992,0.60638,0.74052,0.59413,0.60239,0.60737,0.60272,0.78041,0.77165,0.76389,0.8624,0.69485,0.7236,0.64399,0.65267,0.62476,0.66605
14,0.77311,0.64744,0.77357,0.80652,0.79043,0.68155,0.68853,0.60257,0.60506,0.83699,0.84215,0.80345,0.82265,0.98289,1.0,0.8734,0.81514,0.78494,0.7613,0.6839,0.82997,0.76382,0.64517,0.65639,0.65453,0.80576,0.69207,0.67613,0.67295,0.66633,0.66401,0.62281,0.61362,0.65585,0.59187,0.70712,0.74874,0.7896,0.76524,0.77885,0.75885,0.63167,0.66157,0.64235,0.66251,0.75311,0.70384,0.62202,0.73433,0.8268,0.72036,0.66528,0.71347,0.86059,0.68384,0.78214,0.72105,0.72605,0.68122,0.79785,0.84106,0.62933,0.87947,0.73604,0.71833,0.70736,0.80051,0.64958,0.68395,0.83058,0.64514,0.6882,0.75325,0.63452,0.84437,0.65502,0.74015,0.6701,0.68897,0.67864,0.74245,0.75314,0.70403,0.69628,0.71665,0.74417,0.71752,0.59857,0.66613,0.83693,0.63332,0.6429,0.67301,0.72481,0.68615,0.83304,0.82592,0.75882,0.6593,0.61831,0.62116,0.60316,0.61079,0.60315,0.60399,0.60417,0.59586,0.78182,0.60952,0.61066,0.63036,0.61614,0.60589,0.62737,0.66989,0.65245,0.61065,0.68236,0.63792,0.61512,0.67554,0.61178,0.48787,0.50688,0.48224,0.69905,0.60469,0.64852,0.60606,0.60629,0.74374,0.61043,0.60139,0.60376,0.59975,0.78649,0.79869,0.79426,0.8839,0.71878,0.74653,0.65088,0.66179,0.62459,0.67715
15,0.83716,0.68653,0.88152,0.84266,0.85762,0.6344,0.64372,0.57604,0.57985,0.84523,0.83646,0.81138,0.7918,0.86333,0.8734,1.0,0.90089,0.82579,0.81812,0.70117,0.86138,0.81073,0.67712,0.68603,0.66331,0.86785,0.71778,0.69156,0.74073,0.67114,0.67282,0.65688,0.65168,0.69119,0.6184,0.76878,0.83515,0.83175,0.79715,0.82832,0.83137,0.64205,0.67546,0.65843,0.67891,0.82035,0.72176,0.63911,0.77029,0.89081,0.75349,0.70103,0.7809,0.90072,0.72014,0.83992,0.80309,0.76238,0.70393,0.81981,0.90499,0.64343,0.90388,0.79295,0.775,0.76961,0.85026,0.67522,0.68475,0.92097,0.67185,0.73401,0.80679,0.65867,0.89275,0.6814,0.76447,0.69655,0.71004,0.70253,0.7913,0.7691,0.74194,0.72413,0.78371,0.78852,0.75099,0.61933,0.67726,0.87171,0.66626,0.65677,0.69421,0.77413,0.72398,0.88653,0.90567,0.84423,0.67183,0.64012,0.63242,0.60533,0.62005,0.61421,0.61367,0.62245,0.61654,0.84023,0.61978,0.61811,0.64368,0.62817,0.61441,0.63722,0.72321,0.6858,0.61924,0.76887,0.64478,0.62586,0.66564,0.61014,0.48934,0.51162,0.48484,0.73138,0.60233,0.67376,0.60816,0.61615,0.82726,0.63568,0.61568,0.62622,0.61715,0.81903,0.8262,0.85558,0.9308,0.75551,0.78682,0.67729,0.69756,0.63323,0.70291
16,0.79467,0.7025,0.85964,0.75314,0.75254,0.60505,0.61036,0.64122,0.65323,0.91202,0.90906,0.90209,0.69725,0.82436,0.81514,0.90089,1.0,0.83366,0.88369,0.78088,0.75325,0.90563,0.69282,0.71472,0.68507,0.92741,0.81227,0.77888,0.81766,0.7478,0.74483,0.67963,0.60584,0.62739,0.64306,0.84081,0.87771,0.71896,0.68295,0.7693,0.80855,0.65614,0.69105,0.65878,0.67565,0.90317,0.6502,0.60565,0.87723,0.81126,0.8333,0.74882,0.80675,0.8037,0.7721,0.94101,0.89738,0.82984,0.78941,0.70475,0.87487,0.64312,0.78432,0.82047,0.81537,0.87785,0.83682,0.67681,0.78116,0.92626,0.69312,0.81369,0.87161,0.68631,0.76308,0.74394,0.64664,0.73039,0.75412,0.78096,0.8449,0.64726,0.8082,0.79605,0.84159,0.67963,0.64879,0.59633,0.70197,0.81808,0.6319,0.65417,0.71569,0.79269,0.74415,0.78147,0.81557,0.80411,0.64779,0.61792,0.65131,0.61747,0.63761,0.62042,0.62953,0.61806,0.61789,0.77097,0.63283,0.63364,0.62411,0.63393,0.63149,0.65692,0.766,0.70499,0.6216,0.80292,0.65606,0.6162,0.63122,0.61326,0.49085,0.51585,0.48478,0.6501,0.62303,0.69793,0.6214,0.6406,0.88395,0.60655,0.63955,0.64373,0.63452,0.85509,0.70226,0.73143,0.81905,0.65763,0.67882,0.68054,0.69774,0.65313,0.71131
17,0.88256,0.71333,0.87286,0.79949,0.76225,0.59429,0.60476,0.60466,0.60534,0.84177,0.79399,0.82843,0.67265,0.77376,0.78396,0.82579,0.83366,1.0,0.87369,0.82102,0.80002,0.86759,0.74065,0.79334,0.6826,0.87587,0.82,0.80059,0.78682,0.76595,0.75923,0.6778,0.63625,0.66069,0.62232,0.85697,0.88001,0.7411,0.6924,0.83595,0.88625,0.68042,0.74715,0.69876,0.73686,0.86243,0.67284,0.62139,0.84222,0.87122,0.88375,0.81538,0.90023,0.82039,0.84745,0.84075,0.83682,0.88847,0.82871,0.68978,0.93443,0.64139,0.78051,0.90477,0.8712,0.83476,0.90974,0.71335,0.78962,0.87361,0.69924,0.83073,0.89007,0.67293,0.75658,0.75809,0.68706,0.81562,0.82197,0.81951,0.91241,0.68467,0.89766,0.83281,0.87351,0.71061,0.66112,0.60834,0.73329,0.86818,0.64446,0.70224,0.77661,0.8869,0.81749,0.81183,0.79018,0.7808,0.6428,0.61593,0.67018,0.63983,0.65677,0.64462,0.65722,0.61238,0.62944,0.78551,0.66513,0.6595,0.61432,0.65988,0.65482,0.66328,0.7965,0.74091,0.60878,0.81056,0.66837,0.61056,0.69502,0.63363,0.49356,0.52018,0.48564,0.67058,0.64702,0.69871,0.62767,0.64383,0.83002,0.61147,0.64479,0.64899,0.64028,0.94104,0.71174,0.71716,0.80568,0.6807,0.70764,0.76002,0.74367,0.67448,0.7595
18,0.81316,0.76736,0.85102,0.7622,0.71597,0.61009,0.61819,0.66103,0.6719,0.86169,0.82384,0.86635,0.67917,0.76163,0.7613,0.81812,0.88369,0.87369,1.0,0.84616,0.73923,0.97261,0.77677,0.8208,0.72385,0.87657,0.91318,0.88115,0.87695,0.82919,0.82149,0.75579,0.61217,0.64631,0.65202,0.90215,0.91115,0.71384,0.67713,0.77811,0.82693,0.67468,0.77551,0.72171,0.76803,0.89781,0.64923,0.61764,0.93207,0.81242,0.90457,0.84193,0.8828,0.76932,0.86505,0.87949,0.89478,0.90661,0.86472,0.71056,0.86772,0.63318,0.76473,0.89452,0.90197,0.92346,0.86545,0.73909,0.87213,0.86321,0.75911,0.8952,0.92013,0.70458,0.73973,0.84182,0.65681,0.83858,0.88035,0.87089,0.91875,0.6561,0.8965,0.90368,0.90636,0.66016,0.66412,0.60116,0.8052,0.83529,0.64019,0.73735,0.80826,0.87424,0.8172,0.78325,0.76433,0.77408,0.6364,0.60658,0.66425,0.6507,0.65734,0.644,0.65689,0.61129,0.62906,0.78156,0.66818,0.66076,0.61491,0.67187,0.65989,0.69756,0.85049,0.79539,0.62607,0.85125,0.70585,0.60757,0.6555,0.63061,0.49028,0.5152,0.48544,0.65815,0.66156,0.75613,0.64674,0.6743,0.88854,0.60984,0.64843,0.6627,0.66212,0.90875,0.68917,0.67653,0.79623,0.65961,0.66422,0.76921,0.77786,0.68628,0.79641
19,0.72545,0.84026,0.72894,0.6464,0.63331,0.60354,0.60871,0.66434,0.66968,0.78376,0.75005,0.79777,0.64623,0.68999,0.6839,0.70117,0.78088,0.82102,0.84616,1.0,0.65067,0.85332,0.83523,0.83947,0.77492,0.79328,0.90939,0.89923,0.83739,0.872,0.85439,0.81814,0.57961,0.60508,0.67304,0.85598,0.78753,0.62008,0.63424,0.68084,0.73521,0.7323,0.84615,0.77094,0.83304,0.83576,0.61278,0.60828,0.8896,0.70272,0.92658,0.82662,0.81649,0.6666,0.8711,0.80601,0.84052,0.89757,0.95084,0.65166,0.75875,0.62151,0.64736,0.81993,0.85592,0.85794,0.7584,0.78722,0.91601,0.76165,0.84802,0.88467,0.82759,0.80155,0.66414,0.86687,0.61463,0.85855,0.86449,0.89564,0.86381,0.61383,0.91888,0.87383,0.83333,0.62346,0.61501,0.60688,0.85299,0.71444,0.60038,0.78342,0.86137,0.84382,0.76518,0.66261,0.67039,0.68661,0.62482,0.60884,0.6927,0.6533,0.67854,0.66152,0.67374,0.62949,0.6484,0.65879,0.66262,0.67261,0.61817,0.68637,0.66468,0.71733,0.77874,0.74379,0.64217,0.74907,0.73215,0.62129,0.60947,0.63822,0.49615,0.5238,0.48689,0.62217,0.67515,0.86406,0.66001,0.67473,0.80793,0.59484,0.68862,0.67168,0.66939,0.85702,0.64743,0.64736,0.66084,0.6177,0.61864,0.80147,0.81604,0.71233,0.8324
20,0.83705,0.65969,0.83482,0.91235,0.8992,0.6367,0.64946,0.57178,0.57405,0.74138,0.71311,0.7098,0.7998,0.80136,0.82997,0.86138,0.75325,0.80002,0.73923,0.65067,1.0,0.7224,0.66401,0.69052,0.64167,0.76663,0.65712,0.64536,0.65935,0.65484,0.65637,0.62182,0.68915,0.7756,0.58668,0.70227,0.78643,0.91658,0.87471,0.87999,0.8291,0.63353,0.6577,0.65701,0.65545,0.72403,0.77923,0.66425,0.67996,0.92116,0.69487,0.69981,0.7597,0.92255,0.69989,0.71741,0.69461,0.71992,0.65487,0.8579,0.85008,0.6877,0.9048,0.75866,0.72476,0.68368,0.86014,0.65544,0.63805,0.81621,0.64799,0.66947,0.74184,0.63507,0.90779,0.66191,0.81521,0.69352,0.69038,0.66189,0.75112,0.82058,0.69688,0.67981,0.72874,0.88594,0.83645,0.63722,0.64356,0.86786,0.73455,0.65585,0.67208,0.74207,0.71735,0.92175,0.85481,0.79959,0.72508,0.65201,0.63347,0.61401,0.62836,0.617,0.62229,0.62184,0.61786,0.83453,0.61766,0.62648,0.6603,0.6189,0.61703,0.62277,0.70093,0.69083,0.60634,0.72755,0.64643,0.64174,0.71362,0.61016,0.49009,0.51884,0.48468,0.79332,0.6111,0.63515,0.61557,0.61145,0.73681,0.66205,0.61374,0.61484,0.60893,0.783,0.8939,0.88752,0.91312,0.80024,0.90758,0.68231,0.67634,0.61971,0.68213
21,0.79421,0.77126,0.84106,0.75205,0.7073,0.60119,0.61272,0.6874,0.69904,0.8925,0.85744,0.90018,0.67477,0.77075,0.76382,0.81073,0.90563,0.86759,0.97261,0.85332,0.7224,1.0,0.7718,0.80606,0.72077,0.9016,0.92718,0.89175,0.90129,0.84388,0.83554,0.77079,0.61351,0.6463,0.66423,0.91754,0.90968,0.70226,0.66594,0.77031,0.82135,0.67635,0.76701,0.70754,0.75665,0.92175,0.63729,0.61671,0.95825,0.79911,0.91737,0.8381,0.86665,0.75682,0.85204,0.90738,0.91912,0.91667,0.87552,0.70368,0.86045,0.63648,0.75048,0.87626,0.8899,0.94847,0.85327,0.73374,0.88402,0.87167,0.76197,0.9065,0.92494,0.70456,0.72794,0.84412,0.6494,0.81765,0.8614,0.87533,0.91845,0.63947,0.89742,0.88655,0.90421,0.65722,0.65453,0.60721,0.80071,0.8195,0.63643,0.72512,0.79422,0.86313,0.81008,0.76756,0.76216,0.77716,0.64002,0.60737,0.66561,0.65032,0.66237,0.64038,0.66103,0.61891,0.62912,0.77683,0.66386,0.65666,0.61894,0.67003,0.65976,0.69483,0.84547,0.79087,0.62917,0.84991,0.69328,0.61458,0.64163,0.62594,0.4925,0.51482,0.48549,0.65546,0.6662,0.76717,0.64989,0.6846,0.88706,0.6081,0.65699,0.66758,0.6623,0.90663,0.69831,0.66521,0.78698,0.65176,0.65983,0.75752,0.75877,0.68542,0.78387
22,0.66897,0.90866,0.67754,0.66818,0.65805,0.5625,0.57758,0.66457,0.67165,0.70045,0.66391,0.7126,0.61695,0.64066,0.64517,0.67733,0.69282,0.74065,0.77677,0.83523,0.66401,0.7718,1.0,0.90412,0.86785,0.7137,0.85255,0.88242,0.82451,0.87979,0.8765,0.8864,0.60825,0.61401,0.77947,0.80836,0.73713,0.64863,0.63704,0.67697,0.69349,0.83062,0.91549,0.85445,0.90442,0.75447,0.61734,0.62234,0.78276,0.68133,0.81652,0.85979,0.78304,0.66196,0.86695,0.7119,0.77699,0.80754,0.85413,0.62953,0.6893,0.61986,0.64453,0.7923,0.79174,0.80447,0.70958,0.88531,0.88593,0.69577,0.90965,0.85943,0.7932,0.87612,0.64666,0.89606,0.61247,0.88701,0.8606,0.86654,0.78985,0.61112,0.84159,0.88068,0.82218,0.63611,0.61568,0.63215,0.89574,0.68289,0.62259,0.83614,0.88927,0.78145,0.71947,0.66274,0.66114,0.66465,0.61441,0.61581,0.78816,0.72231,0.76246,0.70496,0.74635,0.63346,0.68978,0.66214,0.776,0.74954,0.60994,0.77462,0.74492,0.78046,0.77359,0.78407,0.66065,0.72676,0.80783,0.62602,0.59828,0.64972,0.49344,0.5102,0.48537,0.61853,0.73443,0.89144,0.71673,0.75879,0.72935,0.63383,0.72718,0.78595,0.7586,0.75566,0.63456,0.64163,0.66119,0.61861,0.64298,0.88096,0.89176,0.81098,0.88299
23,0.73633,0.85986,0.7487,0.68385,0.6803,0.57784,0.58927,0.64345,0.6498,0.72127,0.674,0.73286,0.63091,0.65033,0.65639,0.68603,0.71472,0.79334,0.8208,0.83947,0.69052,0.80606,0.90412,1.0,0.84393,0.74061,0.87496,0.89465,0.83867,0.8836,0.87815,0.82305,0.61199,0.62701,0.70832,0.83473,0.80365,0.66807,0.65177,0.69611,0.75353,0.79454,0.87406,0.85599,0.88341,0.78202,0.63051,0.61467,0.79819,0.71426,0.84233,0.91552,0.85005,0.69811,0.89966,0.72684,0.79015,0.84349,0.8631,0.64365,0.73461,0.61946,0.6735,0.84653,0.84968,0.8268,0.76803,0.87028,0.86481,0.72236,0.85761,0.85872,0.81433,0.81545,0.66432,0.87036,0.63221,0.91714,0.92213,0.88743,0.83404,0.63166,0.87513,0.91051,0.8499,0.65848,0.65008,0.61334,0.86751,0.69931,0.63329,0.83976,0.8918,0.84815,0.7811,0.67052,0.6623,0.67258,0.62137,0.6077,0.78005,0.70567,0.74204,0.6897,0.7336,0.61408,0.67645,0.67233,0.72082,0.73517,0.60617,0.73109,0.72205,0.72106,0.83669,0.82858,0.62573,0.78556,0.80171,0.60723,0.61461,0.63148,0.49444,0.51593,0.48594,0.63856,0.66642,0.83438,0.65321,0.6851,0.77611,0.61834,0.67055,0.7203,0.68951,0.80358,0.652,0.66379,0.68807,0.63755,0.66631,0.92187,0.89554,0.7609,0.89733
24,0.64845,0.83339,0.67398,0.65002,0.63052,0.58321,0.58543,0.62084,0.62434,0.66293,0.65063,0.66818,0.6255,0.64844,0.65453,0.66331,0.68507,0.68418,0.72385,0.77492,0.64167,0.72077,0.86785,0.84393,1.0,0.69024,0.77937,0.80504,0.73456,0.80722,0.80407,0.84448,0.6127,0.60787,0.801,0.72939,0.6858,0.6346,0.62272,0.66231,0.65262,0.88858,0.88656,0.879,0.88894,0.69165,0.60636,0.62022,0.7241,0.6701,0.74182,0.79036,0.72935,0.65751,0.79148,0.67557,0.69636,0.73844,0.77611,0.63775,0.68521,0.60526,0.6461,0.71746,0.75413,0.72551,0.69005,0.90261,0.8123,0.68179,0.85815,0.75912,0.70718,0.89315,0.63489,0.81273,0.60446,0.80687,0.82276,0.79025,0.72318,0.60396,0.7676,0.7999,0.72541,0.63129,0.61955,0.63582,0.87992,0.66969,0.61039,0.85137,0.85694,0.74462,0.70089,0.65342,0.652,0.65641,0.60083,0.61542,0.83055,0.77099,0.80693,0.7324,0.78687,0.64106,0.70169,0.64603,0.8144,0.7978,0.59059,0.83558,0.793,0.84195,0.73895,0.76034,0.67302,0.68904,0.90303,0.62813,0.61333,0.66061,0.49381,0.51459,0.48482,0.61229,0.74951,0.86274,0.73198,0.78295,0.68034,0.62054,0.75626,0.80635,0.77691,0.70097,0.62008,0.62337,0.66372,0.60836,0.62811,0.84712,0.91315,0.86268,0.88014
25,0.82614,0.73513,0.88037,0.78519,0.78291,0.62516,0.62698,0.65376,0.66747,0.9334,0.90758,0.91976,0.68203,0.81159,0.80576,0.86785,0.92741,0.87587,0.87657,0.79328,0.76663,0.9016,0.7137,0.74061,0.69024,1.0,0.83557,0.80927,0.85355,0.77674,0.77337,0.70526,0.62805,0.62628,0.65024,0.87768,0.88767,0.73263,0.69538,0.8054,0.83616,0.66571,0.70066,0.67369,0.6928,0.9225,0.66132,0.62768,0.87682,0.83775,0.86389,0.77277,0.84929,0.81374,0.79714,0.93501,0.90801,0.85198,0.81449,0.69481,0.89192,0.6561,0.77977,0.85629,0.83028,0.87349,0.87839,0.68777,0.79068,0.94106,0.7012,0.83947,0.8965,0.68426,0.75827,0.76489,0.65405,0.75887,0.76821,0.80036,0.86448,0.64372,0.83138,0.80193,0.8759,0.6896,0.65913,0.6123,0.71241,0.84438,0.64849,0.66662,0.71903,0.81445,0.76442,0.80033,0.81985,0.80536,0.65442,0.62209,0.66106,0.63792,0.65056,0.63306,0.64689,0.62606,0.62793,0.78939,0.64926,0.64701,0.63316,0.65457,0.64302,0.65502,0.78585,0.72999,0.62879,0.81659,0.64115,0.62374,0.62517,0.61394,0.49205,0.51545,0.48649,0.66812,0.649,0.71651,0.64758,0.65663,0.86627,0.62789,0.65539,0.66271,0.65345,0.88136,0.70229,0.74023,0.81745,0.67437,0.7013,0.70465,0.69708,0.67129,0.7266
26,0.74523,0.8694,0.77688,0.69418,0.64962,0.59675,0.60251,0.69559,0.70609,0.82241,0.7881,0.83938,0.64729,0.70016,0.69207,0.71778,0.81227,0.82,0.91318,0.90939,0.65712,0.92718,0.85255,0.87496,0.77937,0.83557,1.0,0.98686,0.93058,0.92236,0.90641,0.84982,0.59005,0.62504,0.71911,0.90584,0.83362,0.65085,0.66636,0.70458,0.75549,0.72472,0.83354,0.77523,0.83192,0.86932,0.61404,0.61733,0.93565,0.721,0.92544,0.87833,0.84567,0.6783,0.89204,0.83506,0.88383,0.90376,0.93227,0.67159,0.77623,0.62613,0.67679,0.85605,0.87539,0.91806,0.78075,0.79729,0.94994,0.78943,0.84341,0.92675,0.86958,0.78764,0.69847,0.92036,0.62624,0.87532,0.91419,0.91533,0.8802,0.61536,0.91352,0.92524,0.88018,0.63833,0.63353,0.60894,0.8746,0.75344,0.62324,0.77554,0.85009,0.85062,0.76888,0.69481,0.69246,0.70885,0.62032,0.60472,0.70316,0.67042,0.68452,0.67323,0.67297,0.62899,0.66019,0.6995,0.68455,0.67919,0.61604,0.68767,0.67228,0.71981,0.83198,0.79825,0.64674,0.79247,0.74994,0.62022,0.60677,0.62631,0.49351,0.51743,0.48598,0.62887,0.69828,0.86388,0.67167,0.69744,0.83457,0.60087,0.68673,0.68253,0.6663,0.85931,0.68031,0.65191,0.70212,0.61957,0.62839,0.82333,0.82302,0.7136,0.85385
