,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniref30_0,default_uniref30_1,default_uniref30_2,default_uniref30_3,default_uniref30_4,default_uniref30_5,default_uniref30_6,default_uniref30_7,default_uniref30_8,default_uniref30_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_2_0,iter_2_1,iter_2_2,iter_2_3,iter_2_4,iter_2_5,iter_2_6,iter_2_7,iter_2_8,iter_2_9,iter_3_0,iter_3_1,iter_3_2,iter_3_3,iter_3_4,iter_3_5,iter_3_6,iter_3_7,iter_3_8,iter_3_9,iter_4_0,iter_4_1,iter_4_2,iter_4_3,iter_4_4,iter_4_5,iter_4_6,iter_4_7,iter_4_8,iter_4_9,iter_5_0,iter_5_1,iter_5_2,iter_5_3,iter_5_4,iter_5_5,iter_5_6,iter_5_7,iter_5_8,iter_5_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
33,0.98991,0.99157,0.99406,0.99805,0.99609,0.99406,0.9941,0.99363,0.9935,0.99376,0.99407,0.99398,0.99385,0.9948,0.99478,0.99304,0.98969,0.99184,0.99499,0.99528,0.9901,0.99646,0.99205,0.99566,0.99255,0.9961,0.99305,0.99479,0.99308,0.99352,0.99327,0.99456,0.99419,1.0,0.99879,0.99073,0.9956,0.99551,0.99257,0.99328,0.99336,0.99597,0.99576,0.99847,0.99823,0.99447,0.99012,0.99287,0.99606,0.99683,0.99465,0.99587,0.99131,0.98952,0.98962,0.99078,0.99122,0.99121,0.99529,0.99793,0.99351,0.99778,0.99396,0.99127,0.99409,0.9954,0.99086,0.99355,0.9954,0.99832,0.99403,0.99789,0.99267,0.99489,0.99615,0.99247,0.98721,0.99266,0.99415,0.99314,0.99368,0.99443,0.99167,0.99339,0.99255,0.99133,0.99176,0.91676,0.9133,0.91446,0.91179,0.99312,0.91637,0.98,0.99312,0.98683,0.98686,0.91206,0.91193,0.9182,0.91764,0.99256,0.98436,0.98405,0.99197,0.98764,0.911,0.98772,0.915,0.91629,0.91739,0.9839,0.99309,0.98623,0.98399,0.98744,0.91581,0.91591,0.91847,0.91815,0.99168,0.97077,0.98447,0.98874,0.9886,0.99045,0.99055,0.9905,0.9907,0.99075,0.99175,0.99111,0.91456,0.91423,0.91604,0.99078,0.99096,0.98951,0.99222,0.99211,0.99343,0.99339,0.9935,0.99281,0.99281,0.99358,0.99365,0.99368,0.99406,0.99412,0.91482,0.99029,0.91531,0.99155,0.99112,0.9884,0.98572,0.99123,0.991,0.97754,0.99225,0.99242,0.96944,0.9858,0.98504,0.89052,0.99118,0.98761,0.97655,0.99185,0.91595,0.91618,0.99036,0.91753,0.91257,0.98929,0.99038,0.98898,0.98912,0.99171,0.99329,0.99338,0.98956,0.98987,0.90909,0.9928,0.9923,0.97094,0.99282,0.99569,0.91584,0.91429,0.38335,0.99143,0.99115,0.99132,0.99144,0.99062,0.99212,0.98884,0.91189,0.99096,0.91544,0.91566,0.99162,0.91651,0.98223,0.99078,0.98678,0.99063,0.99169,0.99232,0.9938,0.91392,0.99089,0.9912,0.98138,0.98863,0.99199,0.98819,0.91571,0.91648,0.9124,0.91445,0.91189,0.99066,0.99006,0.99031,0.98872,0.98516
34,0.98755,0.98933,0.99189,0.99806,0.99585,0.99403,0.99409,0.99177,0.99163,0.99421,0.99454,0.99268,0.99257,0.99325,0.99325,0.995,0.9877,0.98962,0.99518,0.99635,0.98918,0.99802,0.99349,0.99551,0.99294,0.99582,0.99089,0.99457,0.99241,0.99367,0.99328,0.99241,0.99213,0.99879,1.0,0.9884,0.99522,0.99525,0.99092,0.99191,0.99258,0.99558,0.99628,0.99924,0.99939,0.99468,0.98811,0.99291,0.99702,0.99838,0.99386,0.99739,0.99004,0.9885,0.98838,0.98857,0.98889,0.9889,0.9949,0.99824,0.99202,0.99844,0.99331,0.98865,0.99182,0.99524,0.98863,0.99138,0.99381,0.99979,0.99317,0.99936,0.99212,0.99289,0.99463,0.99118,0.9875,0.99195,0.99229,0.99163,0.99204,0.99294,0.99127,0.99228,0.99123,0.99093,0.99116,0.91574,0.91343,0.91322,0.91188,0.99194,0.91532,0.97869,0.99182,0.98752,0.98751,0.91121,0.91052,0.91695,0.91644,0.99125,0.98423,0.984,0.99086,0.98795,0.90964,0.98802,0.91368,0.91488,0.91622,0.98266,0.99185,0.98609,0.9839,0.98794,0.91448,0.9145,0.91726,0.91691,0.99045,0.9695,0.98434,0.98807,0.98887,0.98814,0.98819,0.98815,0.98835,0.98843,0.98929,0.98868,0.91289,0.91267,0.91448,0.98908,0.98925,0.98791,0.99059,0.99048,0.99155,0.99148,0.99343,0.99161,0.99163,0.99354,0.9925,0.99251,0.99263,0.99269,0.91358,0.98925,0.91422,0.98886,0.9884,0.98661,0.98397,0.98917,0.98911,0.97575,0.9896,0.99029,0.96788,0.98499,0.98512,0.89076,0.98886,0.98827,0.97678,0.99103,0.91447,0.91605,0.98885,0.9153,0.91101,0.98856,0.98877,0.98826,0.98756,0.98955,0.99151,0.99145,0.98727,0.98763,0.90875,0.99129,0.99002,0.96901,0.99109,0.99471,0.9145,0.91295,0.38311,0.98953,0.98916,0.98888,0.9894,0.98905,0.9904,0.98722,0.91035,0.98975,0.914,0.91316,0.98967,0.9141,0.98055,0.98905,0.98511,0.98874,0.98952,0.99013,0.9924,0.91247,0.98892,0.98911,0.97974,0.98828,0.99032,0.98763,0.91449,0.91534,0.91067,0.91245,0.9103,0.9893,0.98775,0.9886,0.98701,0.98346
35,0.99986,0.99974,0.9985,0.99126,0.99263,0.99336,0.99332,0.99643,0.99645,0.9925,0.99247,0.99516,0.99514,0.9956,0.99558,0.97838,0.9979,0.99941,0.99283,0.98892,0.99282,0.98553,0.98476,0.99366,0.98653,0.99466,0.99902,0.99417,0.99421,0.99286,0.99313,0.99747,0.99743,0.99073,0.9884,1.0,0.99383,0.99367,0.99534,0.9949,0.99404,0.9925,0.99098,0.99032,0.9897,0.99229,0.99786,0.99295,0.98981,0.98472,0.9946,0.98212,0.99617,0.99213,0.99163,0.99987,0.99977,0.99873,0.99348,0.99212,0.99578,0.99134,0.99435,0.99868,0.99672,0.99468,0.99924,0.99873,0.99529,0.98691,0.99432,0.98774,0.9934,0.99717,0.99564,0.98868,0.9837,0.98999,0.99438,0.99344,0.99081,0.99238,0.9839,0.98756,0.98844,0.98598,0.98605,0.91527,0.90727,0.91165,0.90883,0.98902,0.91648,0.97875,0.98877,0.97869,0.97953,0.91412,0.91584,0.91721,0.9173,0.99054,0.98123,0.98057,0.99044,0.98057,0.91524,0.98091,0.91681,0.91747,0.91691,0.98866,0.99199,0.98319,0.98248,0.97969,0.91178,0.91634,0.9167,0.91631,0.99201,0.97409,0.98076,0.98539,0.98113,0.99989,0.99985,0.99987,0.99988,0.99985,0.99082,0.99017,0.91316,0.91378,0.91615,0.99292,0.99302,0.98783,0.9905,0.99078,0.9964,0.99638,0.99344,0.99428,0.99421,0.9934,0.99446,0.99451,0.99484,0.99482,0.91197,0.98963,0.91499,0.99291,0.99199,0.98819,0.98675,0.9949,0.9934,0.97692,0.99826,0.99713,0.96874,0.98985,0.98519,0.89109,0.99902,0.982,0.97606,0.99047,0.91326,0.91303,0.99375,0.91827,0.91661,0.98895,0.98901,0.98891,0.98815,0.99176,0.99695,0.99702,0.99936,0.99934,0.91197,0.9958,0.99858,0.97473,0.99465,0.99364,0.91254,0.91305,0.38211,0.99393,0.99541,0.99271,0.9962,0.99271,0.9901,0.98774,0.91193,0.99106,0.91701,0.9163,0.99487,0.91736,0.98214,0.98887,0.98542,0.99404,0.99375,0.9927,0.99084,0.91236,0.99551,0.99658,0.98059,0.98734,0.98943,0.9879,0.91409,0.91456,0.91852,0.92023,0.91113,0.99201,0.99548,0.99242,0.98866,0.99075
36,0.99302,0.99387,0.99653,0.9974,0.99942,0.99742,0.99741,0.9953,0.99523,0.99646,0.99658,0.99592,0.99582,0.99594,0.99588,0.98736,0.99109,0.99344,0.99823,0.99602,0.989,0.99289,0.99178,0.99836,0.99245,0.99877,0.99551,0.99942,0.99808,0.99683,0.99694,0.99648,0.99664,0.9956,0.99522,0.99383,1.0,0.99978,0.99582,0.99444,0.99677,0.99852,0.99806,0.99703,0.99639,0.99669,0.99135,0.99705,0.99718,0.99223,0.99803,0.99044,0.99183,0.98858,0.98851,0.99358,0.99394,0.99486,0.99974,0.99825,0.99693,0.998,0.99806,0.9943,0.99754,0.99894,0.99459,0.99577,0.99903,0.9941,0.99683,0.99423,0.99631,0.99687,0.99837,0.99058,0.98656,0.99179,0.99452,0.99321,0.99258,0.9931,0.98715,0.99038,0.99056,0.98815,0.98824,0.91632,0.91166,0.91357,0.91222,0.98934,0.91703,0.98113,0.98982,0.98266,0.98363,0.91145,0.91153,0.91775,0.91763,0.99024,0.98486,0.98437,0.9904,0.98426,0.91205,0.9846,0.91464,0.91563,0.91723,0.98482,0.99227,0.98667,0.98564,0.98355,0.91357,0.91487,0.9176,0.91719,0.98995,0.97082,0.98468,0.98886,0.98541,0.99339,0.99348,0.99346,0.99351,0.99351,0.99075,0.99006,0.91491,0.91518,0.91733,0.99212,0.99228,0.98984,0.99232,0.9924,0.99542,0.99542,0.99729,0.99424,0.99422,0.99729,0.99522,0.99523,0.99517,0.99529,0.91462,0.99033,0.91651,0.992,0.99115,0.98943,0.98759,0.99369,0.99257,0.97932,0.99511,0.99621,0.97001,0.99,0.98689,0.89306,0.99341,0.98501,0.97831,0.98831,0.91543,0.91577,0.99162,0.91724,0.91493,0.98911,0.99039,0.98899,0.98988,0.99149,0.99693,0.99668,0.99252,0.99273,0.91228,0.99489,0.99315,0.97394,0.99461,0.99491,0.91525,0.91451,0.38178,0.99323,0.99298,0.99103,0.99392,0.99206,0.99148,0.98885,0.91228,0.99132,0.91743,0.91577,0.99364,0.91686,0.9837,0.9907,0.98787,0.99298,0.99113,0.99111,0.99307,0.91397,0.99322,0.99402,0.98214,0.98799,0.99189,0.98871,0.91602,0.91611,0.91604,0.91629,0.91275,0.99095,0.99142,0.9914,0.9896,0.988
37,0.99286,0.99368,0.99635,0.99753,0.99956,0.99751,0.9975,0.99512,0.99505,0.99639,0.99652,0.99556,0.99546,0.99569,0.99564,0.98751,0.99084,0.99331,0.99811,0.99602,0.98879,0.9928,0.99156,0.99831,0.99198,0.99882,0.99528,0.99944,0.99752,0.99654,0.99653,0.9964,0.99646,0.99551,0.99525,0.99367,0.99978,1.0,0.99537,0.99406,0.99618,0.9982,0.99807,0.99711,0.99638,0.99664,0.99114,0.99677,0.99719,0.99222,0.99753,0.99061,0.99163,0.98831,0.98832,0.99342,0.99384,0.99487,0.99992,0.99827,0.99646,0.99799,0.99753,0.99429,0.99747,0.99894,0.99451,0.99555,0.99883,0.99413,0.99618,0.99419,0.99562,0.99674,0.99809,0.99074,0.98662,0.99179,0.99467,0.99326,0.99287,0.9934,0.98732,0.99066,0.99072,0.98824,0.98839,0.91626,0.91197,0.91364,0.91235,0.98982,0.91693,0.98123,0.9903,0.98288,0.98383,0.91146,0.91148,0.91799,0.91777,0.9907,0.98504,0.98455,0.99078,0.98447,0.91198,0.98485,0.91501,0.91605,0.9174,0.98463,0.99236,0.98684,0.98574,0.98378,0.91381,0.91533,0.91778,0.91739,0.99029,0.97073,0.98491,0.98893,0.9857,0.99322,0.99336,0.99331,0.99338,0.99337,0.99127,0.99063,0.91523,0.91547,0.91758,0.99212,0.99227,0.99007,0.99267,0.99271,0.99525,0.99526,0.99736,0.99386,0.99384,0.99735,0.99482,0.99483,0.9949,0.99504,0.91476,0.99041,0.91665,0.99261,0.99173,0.9897,0.98782,0.99377,0.99263,0.97958,0.99516,0.9962,0.97081,0.98992,0.9868,0.89321,0.99328,0.98501,0.97823,0.98818,0.91562,0.91591,0.99147,0.91771,0.91481,0.98905,0.99062,0.98895,0.99008,0.992,0.99675,0.99662,0.99229,0.9925,0.91213,0.99475,0.99305,0.9741,0.99458,0.99468,0.91542,0.91475,0.38259,0.99334,0.99293,0.99155,0.99384,0.99211,0.99164,0.98912,0.91246,0.99143,0.91757,0.91639,0.99366,0.91744,0.98401,0.9909,0.98808,0.99302,0.99156,0.9916,0.99318,0.91423,0.99311,0.99395,0.98244,0.98792,0.99209,0.98868,0.91601,0.91604,0.91591,0.91662,0.91292,0.99094,0.99176,0.99145,0.98974,0.9878
38,0.99461,0.9947,0.99716,0.99246,0.99413,0.99453,0.99449,0.99524,0.99529,0.99491,0.99493,0.99593,0.99595,0.9957,0.99571,0.982,0.99305,0.99441,0.99699,0.99298,0.9898,0.98972,0.9895,0.99715,0.99055,0.99653,0.99714,0.99648,0.99791,0.99808,0.99837,0.99642,0.99736,0.99257,0.99092,0.99534,0.99582,0.99537,1.0,0.99662,0.9991,0.99546,0.99435,0.99198,0.99216,0.9946,0.99269,0.99807,0.99334,0.98884,0.99812,0.98551,0.993,0.98995,0.98891,0.99487,0.99435,0.99355,0.99512,0.99382,0.99974,0.9931,0.99871,0.99365,0.99667,0.99698,0.99464,0.99733,0.99704,0.9897,0.99915,0.99093,0.99881,0.99773,0.99722,0.98895,0.98624,0.99213,0.9935,0.99357,0.98965,0.99091,0.98468,0.98769,0.98876,0.98671,0.98631,0.9166,0.90941,0.91268,0.91104,0.98696,0.91867,0.97926,0.98715,0.9795,0.98058,0.91156,0.91225,0.91771,0.91831,0.98838,0.98333,0.98264,0.98856,0.98126,0.91308,0.98141,0.9147,0.91525,0.91786,0.98681,0.99278,0.98529,0.98529,0.98044,0.91262,0.91393,0.91729,0.91684,0.98975,0.97096,0.98253,0.98748,0.98192,0.99459,0.99419,0.99432,0.99437,0.99434,0.98778,0.98694,0.91253,0.91437,0.91689,0.99292,0.9934,0.98742,0.99152,0.99174,0.99531,0.99517,0.99433,0.99527,0.99516,0.9943,0.99531,0.99529,0.99455,0.9946,0.9134,0.99115,0.91707,0.98938,0.98836,0.98671,0.98542,0.99446,0.99312,0.97677,0.99556,0.99743,0.97025,0.99229,0.98862,0.89283,0.99487,0.98472,0.9803,0.98812,0.91398,0.91443,0.99507,0.91491,0.91813,0.99147,0.98831,0.99144,0.98747,0.98943,0.99812,0.99753,0.99502,0.99513,0.91442,0.99779,0.99367,0.97423,0.99454,0.99549,0.91367,0.91279,0.38105,0.99419,0.99525,0.98895,0.99667,0.99303,0.99005,0.98648,0.91033,0.99216,0.91837,0.9131,0.99448,0.91429,0.98011,0.98893,0.98546,0.99389,0.99013,0.98962,0.99181,0.91176,0.99593,0.99679,0.97947,0.99024,0.98983,0.99083,0.91625,0.91714,0.91955,0.91675,0.91086,0.99269,0.99161,0.99255,0.98765,0.99197
39,0.99414,0.99473,0.9968,0.99216,0.99297,0.99463,0.99463,0.99591,0.99593,0.99516,0.99513,0.99653,0.99653,0.99623,0.99625,0.98332,0.99658,0.99505,0.99506,0.99276,0.99391,0.99063,0.99233,0.99551,0.99323,0.99591,0.99642,0.99477,0.99535,0.99571,0.9956,0.99526,0.99584,0.99328,0.99191,0.9949,0.99444,0.99406,0.99662,1.0,0.99609,0.9941,0.99312,0.99294,0.99296,0.9977,0.99634,0.99519,0.99291,0.98957,0.99621,0.98665,0.99365,0.99362,0.99266,0.99465,0.99417,0.99278,0.99352,0.99366,0.99663,0.99352,0.99572,0.99299,0.99522,0.99597,0.99373,0.99673,0.9954,0.99062,0.99644,0.99179,0.9956,0.99632,0.99584,0.99174,0.98815,0.99441,0.99381,0.99527,0.98958,0.9921,0.98925,0.99052,0.99157,0.99135,0.99112,0.91881,0.90978,0.91492,0.9113,0.98858,0.91953,0.97891,0.98843,0.98412,0.98481,0.91345,0.91454,0.91883,0.91918,0.98919,0.98152,0.98119,0.98939,0.98577,0.91409,0.98569,0.91637,0.91694,0.91885,0.98866,0.99264,0.98386,0.983,0.98499,0.91483,0.91568,0.91852,0.91822,0.99032,0.97373,0.98125,0.98574,0.98549,0.99448,0.99417,0.99429,0.99433,0.99436,0.99056,0.98964,0.91381,0.91542,0.91796,0.99538,0.99553,0.98986,0.99065,0.99093,0.99599,0.99586,0.99457,0.99631,0.99624,0.9946,0.99635,0.99632,0.99559,0.99562,0.91412,0.99397,0.91793,0.98935,0.99009,0.98795,0.98637,0.99336,0.99444,0.97629,0.99509,0.99572,0.96757,0.98932,0.98669,0.89272,0.99517,0.98517,0.97763,0.98996,0.91463,0.91506,0.99678,0.91729,0.91854,0.99481,0.98999,0.99461,0.98916,0.98878,0.99676,0.99635,0.99486,0.99497,0.91352,0.9965,0.99414,0.97301,0.99431,0.99624,0.91442,0.91386,0.38186,0.99676,0.99743,0.99204,0.99614,0.99621,0.99189,0.98779,0.91152,0.99488,0.91915,0.91477,0.99425,0.91593,0.9816,0.99056,0.98593,0.99337,0.99405,0.99321,0.99151,0.91296,0.99749,0.99603,0.97985,0.99385,0.98883,0.99351,0.9168,0.91866,0.91966,0.91828,0.91211,0.99689,0.99377,0.99602,0.98996,0.99325
40,0.99326,0.99356,0.99588,0.99362,0.99521,0.9955,0.99547,0.99426,0.99428,0.99611,0.99615,0.99556,0.99556,0.99509,0.9951,0.98425,0.99207,0.99333,0.99814,0.99456,0.98936,0.99179,0.99148,0.99809,0.99198,0.99734,0.99585,0.99737,0.99844,0.99924,0.9995,0.99518,0.99621,0.99336,0.99258,0.99404,0.99677,0.99618,0.9991,0.99609,1.0,0.99653,0.99571,0.99353,0.99382,0.99589,0.99171,0.99901,0.99494,0.99084,0.99884,0.98763,0.99229,0.9895,0.98837,0.99365,0.99313,0.99233,0.99591,0.99518,0.99928,0.99456,0.99963,0.99231,0.99551,0.99785,0.99335,0.99607,0.99743,0.99147,0.99974,0.99263,0.9997,0.9966,0.9972,0.98826,0.98643,0.99144,0.99228,0.99247,0.98882,0.98966,0.98433,0.98698,0.98809,0.98616,0.98572,0.91587,0.90951,0.91198,0.91157,0.9859,0.9179,0.97815,0.98609,0.97995,0.98097,0.91076,0.91138,0.91651,0.91711,0.98717,0.98313,0.98244,0.9873,0.98164,0.91221,0.9817,0.91339,0.91394,0.91667,0.98591,0.99171,0.98516,0.98499,0.98087,0.91162,0.91263,0.9162,0.9158,0.98846,0.97008,0.98234,0.98718,0.98217,0.99327,0.99289,0.993,0.99307,0.99304,0.98647,0.98562,0.91136,0.91327,0.91579,0.99189,0.99235,0.98639,0.99047,0.99065,0.99433,0.99419,0.99528,0.99475,0.99467,0.99526,0.99499,0.99495,0.99395,0.99401,0.91264,0.99032,0.91606,0.98773,0.98679,0.98537,0.98393,0.99299,0.99187,0.97539,0.99389,0.99574,0.96912,0.99148,0.98843,0.89271,0.9937,0.98507,0.98,0.98771,0.91311,0.91369,0.99389,0.91397,0.91677,0.99064,0.98716,0.99057,0.9863,0.98785,0.99691,0.99607,0.99371,0.99389,0.914,0.99646,0.99248,0.9724,0.99329,0.99507,0.91288,0.91167,0.38239,0.99291,0.99396,0.98757,0.99521,0.99176,0.98917,0.98526,0.909,0.99119,0.9171,0.91152,0.99314,0.91272,0.9786,0.988,0.98429,0.99248,0.98882,0.98838,0.99122,0.91064,0.99459,0.99527,0.97801,0.9895,0.98893,0.98987,0.91551,0.91633,0.91806,0.91516,0.90996,0.9918,0.99005,0.99145,0.98672,0.99058
41,0.99148,0.99242,0.99526,0.99591,0.9982,0.99671,0.9967,0.99512,0.99506,0.99597,0.99621,0.99582,0.99577,0.99623,0.99621,0.98999,0.99055,0.99254,0.99739,0.99762,0.9914,0.9947,0.99479,0.99758,0.99577,0.99681,0.99421,0.99807,0.99732,0.996,0.99616,0.9965,0.99669,0.99597,0.99558,0.9925,0.99852,0.9982,0.99546,0.9941,0.99653,1.0,0.99942,0.99681,0.99665,0.99588,0.99066,0.99603,0.99814,0.99392,0.99775,0.99228,0.99342,0.99146,0.99163,0.99213,0.99236,0.99348,0.99791,0.99686,0.99644,0.99687,0.99718,0.9938,0.9972,0.99705,0.99348,0.99453,0.99814,0.99493,0.99656,0.99516,0.99573,0.99703,0.99855,0.99354,0.98928,0.99437,0.99508,0.99435,0.99326,0.9942,0.9905,0.99276,0.99356,0.99119,0.99116,0.91874,0.91449,0.91776,0.91469,0.9915,0.91869,0.98354,0.99208,0.98606,0.98694,0.91504,0.91554,0.91939,0.91925,0.99204,0.98704,0.98658,0.99202,0.98753,0.91493,0.98763,0.91608,0.91711,0.91898,0.9879,0.99406,0.98917,0.98787,0.98685,0.918,0.91644,0.91931,0.91904,0.99124,0.97385,0.98702,0.99105,0.98832,0.99178,0.99191,0.99187,0.99196,0.99189,0.99106,0.99045,0.91704,0.91726,0.91933,0.99308,0.99334,0.99236,0.99457,0.99456,0.99512,0.99507,0.99619,0.99467,0.99465,0.99622,0.99536,0.99532,0.9953,0.99552,0.91721,0.99308,0.91897,0.99141,0.99076,0.99133,0.98926,0.99385,0.99336,0.98064,0.99424,0.99547,0.97361,0.9897,0.98928,0.89587,0.99293,0.98796,0.97995,0.991,0.91775,0.91821,0.99241,0.91778,0.91546,0.99172,0.99265,0.99163,0.99229,0.99136,0.99641,0.99613,0.99143,0.99178,0.91245,0.99504,0.9926,0.97455,0.99532,0.99581,0.91782,0.91705,0.38283,0.99406,0.99304,0.991,0.99383,0.99287,0.99377,0.99121,0.91342,0.99363,0.91905,0.91569,0.99409,0.91668,0.98559,0.99256,0.98932,0.99344,0.99119,0.99159,0.99547,0.91645,0.99286,0.99353,0.98405,0.99085,0.99394,0.99133,0.91812,0.9193,0.91561,0.91595,0.915,0.99221,0.9908,0.99188,0.99167,0.98775
42,0.98992,0.99092,0.9938,0.99577,0.99801,0.99673,0.99673,0.99381,0.99377,0.99627,0.99654,0.99465,0.99462,0.9951,0.9951,0.99158,0.98924,0.99112,0.99758,0.99865,0.99108,0.99587,0.99607,0.99757,0.99583,0.99665,0.99282,0.99787,0.99628,0.99609,0.99607,0.99518,0.9954,0.99576,0.99628,0.99098,0.99806,0.99807,0.99435,0.99312,0.99571,0.99942,1.0,0.99724,0.99739,0.99603,0.98933,0.99606,0.99903,0.99509,0.99674,0.99354,0.99285,0.99109,0.9912,0.99066,0.99085,0.992,0.99768,0.99692,0.99523,0.99704,0.99657,0.99216,0.99571,0.99691,0.99201,0.99316,0.99712,0.99586,0.99552,0.99615,0.99505,0.99577,0.9972,0.99329,0.99049,0.99438,0.99418,0.99383,0.99299,0.99382,0.99068,0.99252,0.99328,0.99134,0.99126,0.91844,0.91556,0.91737,0.91572,0.99168,0.91832,0.98315,0.99213,0.98742,0.98827,0.9145,0.91498,0.91921,0.91906,0.99215,0.98802,0.98759,0.99218,0.98865,0.91441,0.98873,0.91611,0.91709,0.91888,0.98752,0.99388,0.99015,0.98888,0.98812,0.91779,0.91646,0.91906,0.91877,0.99137,0.97336,0.988,0.9916,0.98944,0.99024,0.99035,0.99032,0.99041,0.99035,0.99011,0.98961,0.91651,0.91689,0.91891,0.99238,0.9927,0.99195,0.99437,0.99434,0.99377,0.9937,0.99613,0.99373,0.99372,0.99618,0.99429,0.99425,0.9942,0.99444,0.91674,0.99302,0.91877,0.9903,0.98961,0.99062,0.98853,0.99295,0.99265,0.97979,0.99269,0.99434,0.97324,0.98976,0.99024,0.8963,0.99149,0.9893,0.98096,0.9908,0.9172,0.91771,0.99182,0.91694,0.91468,0.99186,0.99207,0.99183,0.99173,0.99075,0.99522,0.99502,0.98992,0.99032,0.91256,0.99415,0.99116,0.97259,0.99436,0.99526,0.91731,0.91654,0.38255,0.99319,0.99207,0.99012,0.99282,0.99213,0.99309,0.99067,0.91271,0.99342,0.91854,0.91461,0.99328,0.91565,0.98487,0.99181,0.98855,0.9927,0.99052,0.99094,0.99492,0.91594,0.99186,0.99247,0.98346,0.99123,0.99327,0.99157,0.9177,0.91893,0.91461,0.91525,0.91434,0.99178,0.98994,0.99117,0.99096,0.98682
