,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
49,0.99679,0.99703,0.99955,0.99612,0.99951,0.98168,0.98203,0.98236,0.98307,0.98873,0.98913,0.99048,0.99107,0.98803,0.98639,0.99674,0.99682,0.99832,0.99855,0.99985,0.99952,0.99885,0.99853,0.99878,0.99868,0.99676,0.99674,0.99832,0.99856,0.99861,0.99937,0.99923,0.99874,0.99911,0.99875,0.99808,0.99839,0.9985,0.9984,0.99984,0.99986,0.99889,0.99888,0.99865,0.99696,0.99678,0.99702,0.99837,0.99846,1.0,0.99992,0.99855,0.99865,0.99876,0.9989,0.99624,0.99653,0.99816,0.99879,0.99982,0.9999,0.99805,0.99847,0.99794,0.99492,0.99693,0.99722,0.9986,0.99881,0.99986,0.99973,0.99938,0.99884,0.99922,0.9988,0.99695,0.99713,0.99728,0.99805,0.99942,0.99841,0.99787,0.99584,0.99661,0.98418,0.99785,0.99782,0.99633,0.99713,0.99962,0.99979,0.99881,0.99747,0.99813,0.99824,0.99326,0.99446,0.99729,0.9967,0.99691,0.99731,0.9888,0.99616,0.99591,0.95092,0.97993,0.93603,0.97063,0.96014,0.95738,0.97893,0.5452,0.54282,0.55868,0.51179,0.99163,0.98191,0.96584,0.96066,0.54198,0.5542,0.88881,0.92909,0.48733,0.48904,0.99651,0.99804,0.99964,0.99829,0.99899,0.98585,0.98059,0.50197,0.97676,0.95741,0.96543,0.59376,0.57856,0.58023,0.62051,0.97941,0.97975,0.98083,0.98082,0.98668,0.98771,0.99156,0.98929,0.99529,0.99529,0.50302,0.52591,0.51811,0.52624,0.49498,0.55272,0.53681,0.53856,0.56796,0.56022,0.9958,0.99579,0.98063,0.98023,0.98339,0.98266,0.98353,0.98607,0.99718,0.99634,0.50269,0.52632,0.50703,0.55122,0.51755,0.49101,0.55071,0.54988,0.55255,0.56042,0.9971,0.99759,0.98247,0.98305,0.9872,0.98654,0.99274,0.98867,0.99754,0.99852,0.47728,0.4854,0.52082,0.49865,0.50805,0.53743,0.56899,0.54728,0.55069,0.57016,0.50797,0.50453,0.50352,0.5355,0.53351,0.51994,0.533,0.53854,0.55999,0.56047,0.48983,0.48541,0.49363,0.51078,0.58033,0.55547,0.568,0.5439,0.54218,0.56775,0.49031,0.50012,0.48528,0.56742,0.56638,0.50303,0.50949,0.54203,0.55916,0.51164
50,0.99701,0.99728,0.99966,0.99645,0.99968,0.98153,0.98192,0.98221,0.98294,0.98885,0.98922,0.99049,0.99119,0.98818,0.98642,0.99666,0.99677,0.99844,0.99858,0.99977,0.99958,0.99879,0.99855,0.9988,0.99877,0.99682,0.99684,0.99842,0.9987,0.99837,0.99939,0.99922,0.99874,0.99911,0.99877,0.99823,0.99856,0.99865,0.99857,0.99983,0.99981,0.99888,0.99894,0.99854,0.99702,0.99679,0.99701,0.99842,0.9986,0.99992,1.0,0.99843,0.99864,0.99869,0.99883,0.9963,0.99658,0.99826,0.99896,0.99986,0.99991,0.99807,0.99845,0.99795,0.9953,0.99685,0.99716,0.99866,0.9989,0.9998,0.9997,0.99941,0.99884,0.99913,0.99873,0.99704,0.99735,0.99747,0.99825,0.99946,0.99865,0.99788,0.99603,0.99665,0.98486,0.99809,0.99807,0.99657,0.99741,0.99975,0.99988,0.99894,0.99757,0.99821,0.99829,0.99341,0.9944,0.99757,0.99719,0.99713,0.99755,0.98946,0.99664,0.99639,0.95214,0.98037,0.93749,0.97139,0.96103,0.95854,0.9799,0.54434,0.54345,0.55704,0.51055,0.99184,0.98192,0.96704,0.9616,0.54127,0.55241,0.89038,0.9305,0.48676,0.48746,0.99643,0.99813,0.99962,0.9982,0.99898,0.98601,0.98049,0.49268,0.97713,0.95897,0.9668,0.59174,0.57653,0.57839,0.6193,0.97913,0.97948,0.98061,0.98063,0.98673,0.9878,0.99196,0.98947,0.99565,0.99564,0.50165,0.52265,0.51535,0.52645,0.50404,0.5518,0.53178,0.53828,0.56727,0.55685,0.99578,0.99577,0.98064,0.9802,0.98337,0.98264,0.98344,0.9861,0.99717,0.99639,0.50945,0.52707,0.50068,0.55147,0.51207,0.50211,0.55056,0.54789,0.55008,0.56023,0.997,0.9975,0.98251,0.98312,0.98726,0.98647,0.99284,0.98871,0.99753,0.99849,0.48158,0.48454,0.52032,0.49315,0.50828,0.53594,0.56687,0.54563,0.54674,0.56855,0.50457,0.50077,0.49785,0.53251,0.53271,0.52052,0.52995,0.53594,0.557,0.5602,0.48919,0.484,0.48607,0.51005,0.57863,0.55413,0.5671,0.54163,0.54184,0.56637,0.48996,0.49651,0.49759,0.56589,0.56484,0.49908,0.50732,0.53993,0.55861,0.51292
51,0.99637,0.99718,0.99836,0.99485,0.99824,0.98633,0.98657,0.98692,0.9875,0.99196,0.99224,0.99276,0.9932,0.99015,0.98915,0.99828,0.99796,0.99866,0.99873,0.99832,0.99698,0.99951,0.9988,0.99825,0.99878,0.99736,0.99762,0.99857,0.99867,0.99645,0.99659,0.99948,0.99903,0.99963,0.99906,0.9986,0.99873,0.99843,0.99831,0.998,0.9981,0.99889,0.99929,0.99852,0.99794,0.99759,0.99771,0.99867,0.99863,0.99855,0.99843,1.0,0.99906,0.9988,0.99979,0.99717,0.99726,0.99839,0.99888,0.99823,0.99852,0.99878,0.99825,0.99884,0.99485,0.99787,0.99767,0.99883,0.99884,0.99882,0.99747,0.99938,0.99878,0.9996,0.99867,0.99685,0.99754,0.99767,0.99822,0.99755,0.99522,0.9982,0.99598,0.99764,0.9814,0.99792,0.99782,0.99675,0.99695,0.99749,0.99806,0.99794,0.99766,0.99858,0.99878,0.99145,0.99419,0.99546,0.99427,0.99579,0.99619,0.98292,0.99387,0.9932,0.93934,0.97357,0.92639,0.96222,0.9557,0.94736,0.97215,0.55584,0.5541,0.56739,0.51872,0.98888,0.98109,0.95965,0.95593,0.54877,0.56333,0.87398,0.91617,0.51282,0.51267,0.99834,0.99896,0.99824,0.99915,0.9996,0.98141,0.98229,0.5115,0.96983,0.95363,0.96336,0.60121,0.58592,0.58842,0.6305,0.98459,0.98485,0.98585,0.98589,0.99021,0.99091,0.99126,0.99093,0.99455,0.99467,0.51055,0.5354,0.52363,0.53693,0.51537,0.56384,0.54351,0.54652,0.57593,0.56645,0.99664,0.99677,0.98099,0.98136,0.98303,0.98347,0.98317,0.98716,0.99678,0.99619,0.51849,0.53912,0.51835,0.56223,0.5262,0.51453,0.55743,0.56022,0.5624,0.56801,0.99798,0.99839,0.98319,0.9834,0.9884,0.98675,0.99305,0.98964,0.99769,0.99816,0.48352,0.5018,0.53034,0.5067,0.51968,0.54503,0.57991,0.55434,0.5604,0.5786,0.5193,0.51139,0.50948,0.54688,0.54402,0.52704,0.54214,0.54863,0.56578,0.56829,0.50967,0.49033,0.50079,0.51626,0.58979,0.56615,0.5768,0.55134,0.55401,0.57517,0.5051,0.50702,0.50641,0.57814,0.57846,0.50856,0.51426,0.54878,0.56497,0.51869
52,0.99727,0.99759,0.99863,0.99554,0.99868,0.98403,0.98436,0.98485,0.98549,0.9906,0.99098,0.99082,0.99179,0.98882,0.98744,0.99829,0.99833,0.99907,0.99922,0.99816,0.99775,0.99903,0.99985,0.99971,0.99861,0.99796,0.9981,0.99911,0.99921,0.99697,0.99721,0.99895,0.99995,0.99914,0.99994,0.99889,0.99903,0.99913,0.99902,0.99812,0.99832,0.99985,0.99856,0.99969,0.9966,0.99827,0.99822,0.99913,0.99927,0.99865,0.99864,0.99906,1.0,0.99991,0.9995,0.99764,0.99794,0.99906,0.99935,0.9987,0.99876,0.99985,0.99886,0.99979,0.99546,0.99819,0.99814,0.99922,0.99918,0.99859,0.99776,0.99914,0.99992,0.99913,0.99985,0.99659,0.99704,0.99822,0.99868,0.9975,0.99602,0.99715,0.99499,0.99785,0.98371,0.9981,0.9983,0.99783,0.99826,0.99818,0.99839,0.99953,0.99719,0.99768,0.99967,0.99257,0.99419,0.99724,0.99637,0.99797,0.99821,0.98694,0.99566,0.99541,0.94688,0.97659,0.93328,0.96657,0.95962,0.95488,0.97701,0.55345,0.54932,0.56192,0.51817,0.98978,0.98088,0.96468,0.96,0.54592,0.55942,0.88434,0.92526,0.48987,0.49092,0.99801,0.99867,0.99797,0.99983,0.99889,0.98337,0.98289,0.50923,0.97323,0.95672,0.96562,0.5964,0.58102,0.58382,0.62517,0.98215,0.98238,0.98334,0.98351,0.98943,0.99037,0.99143,0.99002,0.99457,0.99466,0.51028,0.53211,0.52062,0.53271,0.51071,0.55772,0.53932,0.54268,0.5728,0.56084,0.99718,0.99723,0.98194,0.98186,0.9848,0.98447,0.98498,0.9882,0.99764,0.99706,0.51424,0.53369,0.5136,0.55777,0.5171,0.50792,0.55274,0.55533,0.55791,0.56271,0.9983,0.9986,0.98412,0.98457,0.98942,0.98839,0.99468,0.99083,0.99822,0.99859,0.47965,0.4903,0.52508,0.50157,0.51083,0.54019,0.57362,0.55,0.55592,0.57406,0.51461,0.50596,0.50382,0.54074,0.53892,0.52584,0.53818,0.54145,0.56217,0.56303,0.50413,0.48772,0.5011,0.51066,0.58507,0.56131,0.57161,0.54689,0.54934,0.57187,0.49552,0.49924,0.49633,0.57231,0.57254,0.50833,0.49811,0.54389,0.56007,0.51222
53,0.99727,0.99739,0.99855,0.99545,0.9986,0.98265,0.98298,0.98351,0.98418,0.98948,0.98989,0.98989,0.99087,0.9878,0.98634,0.99812,0.99824,0.99875,0.99899,0.99829,0.99805,0.99889,0.9998,0.99984,0.99851,0.99792,0.99797,0.99882,0.99893,0.99723,0.99754,0.99886,0.99991,0.999,0.99984,0.99869,0.9988,0.99888,0.99876,0.99826,0.99847,0.99976,0.99831,0.99973,0.99619,0.99824,0.99822,0.99889,0.999,0.99876,0.99869,0.9988,0.99991,1.0,0.99939,0.99751,0.99788,0.99876,0.99909,0.99879,0.99882,0.9997,0.99903,0.99957,0.99518,0.99818,0.9982,0.99897,0.99896,0.99858,0.998,0.99909,0.99994,0.99909,0.99996,0.99639,0.99671,0.99781,0.99832,0.99759,0.99629,0.99695,0.99459,0.99739,0.98352,0.99785,0.99808,0.99738,0.99792,0.99831,0.99846,0.9996,0.99695,0.99735,0.99941,0.99273,0.99419,0.99727,0.99644,0.99805,0.99823,0.9877,0.99576,0.99564,0.94858,0.97753,0.93381,0.96778,0.95929,0.95593,0.9776,0.55218,0.54786,0.56146,0.51444,0.99002,0.98075,0.96457,0.95972,0.54427,0.55853,0.88636,0.92697,0.48901,0.48994,0.99779,0.99822,0.99801,0.99967,0.99872,0.98393,0.98208,0.49517,0.97419,0.9558,0.96451,0.59562,0.58055,0.58294,0.62402,0.98076,0.981,0.98197,0.98211,0.98827,0.98927,0.99084,0.98912,0.99412,0.9942,0.50997,0.52949,0.52081,0.53142,0.50975,0.55635,0.53665,0.54234,0.5705,0.55973,0.99693,0.99694,0.98156,0.98133,0.98465,0.98408,0.98486,0.98773,0.99758,0.99688,0.51409,0.53292,0.51028,0.55446,0.52122,0.50834,0.5523,0.55343,0.55676,0.56188,0.99811,0.99842,0.98365,0.98416,0.98889,0.98809,0.99438,0.99041,0.99804,0.99854,0.47887,0.48865,0.52527,0.49708,0.51171,0.54098,0.57167,0.54827,0.55384,0.57331,0.51357,0.51016,0.50882,0.53887,0.53753,0.52698,0.53589,0.54244,0.56096,0.56155,0.50143,0.48651,0.49377,0.51115,0.58354,0.55992,0.57106,0.54582,0.54846,0.57021,0.49479,0.50258,0.50049,0.57139,0.57167,0.50699,0.50072,0.54465,0.5592,0.50926
54,0.99743,0.99786,0.99863,0.99544,0.99863,0.98416,0.98445,0.98485,0.9855,0.99048,0.99081,0.99127,0.99194,0.98889,0.98761,0.99872,0.99859,0.9987,0.99884,0.99867,0.99785,0.99974,0.9994,0.99909,0.99928,0.99823,0.99836,0.99864,0.99881,0.99704,0.99744,0.9997,0.99955,0.99982,0.99949,0.9991,0.99913,0.99866,0.99854,0.99841,0.99857,0.99931,0.99932,0.99897,0.99751,0.9984,0.99849,0.99877,0.9988,0.9989,0.99883,0.99979,0.9995,0.99939,1.0,0.99793,0.99811,0.99851,0.9991,0.99876,0.99894,0.99922,0.99913,0.99913,0.99551,0.99856,0.99846,0.99887,0.99893,0.99895,0.99807,0.9997,0.99935,0.99984,0.9993,0.99698,0.99774,0.99766,0.99828,0.99793,0.99617,0.99817,0.99587,0.99743,0.98266,0.99825,0.99825,0.99682,0.99728,0.99814,0.99852,0.9987,0.99764,0.9985,0.99898,0.99217,0.99439,0.99631,0.99536,0.99674,0.99709,0.98534,0.99501,0.99456,0.94412,0.9762,0.92994,0.96572,0.95723,0.9512,0.97496,0.55224,0.55049,0.5631,0.5088,0.9901,0.98158,0.96175,0.95767,0.54605,0.55968,0.88002,0.92154,0.49114,0.49168,0.99867,0.99866,0.99847,0.9994,0.99972,0.98288,0.98131,0.50883,0.97221,0.9548,0.96388,0.59759,0.58208,0.58429,0.62657,0.9823,0.98257,0.98348,0.98356,0.98877,0.98961,0.99102,0.98991,0.99437,0.99446,0.51003,0.5301,0.51868,0.53363,0.5072,0.55907,0.53853,0.54245,0.57238,0.56224,0.99647,0.99653,0.98072,0.98079,0.98312,0.98317,0.98325,0.98683,0.99688,0.99619,0.51567,0.53424,0.50992,0.55831,0.51805,0.50253,0.55366,0.55654,0.5587,0.56407,0.9978,0.99825,0.98283,0.98319,0.98804,0.98666,0.99309,0.98943,0.99762,0.99826,0.47961,0.48998,0.52626,0.49253,0.51245,0.54092,0.57454,0.54968,0.55671,0.57491,0.51376,0.50988,0.50695,0.54214,0.53815,0.52227,0.53827,0.54415,0.56264,0.56388,0.49398,0.48839,0.49597,0.51269,0.58504,0.56141,0.57239,0.54789,0.54855,0.57173,0.50377,0.50423,0.50167,0.57316,0.57322,0.51014,0.51254,0.54647,0.56141,0.51174
55,0.9986,0.99802,0.99596,0.99333,0.99647,0.97878,0.97915,0.97957,0.98023,0.98568,0.98601,0.98653,0.98734,0.98442,0.9829,0.99955,0.99969,0.99586,0.99605,0.99613,0.99581,0.99812,0.99815,0.99757,0.99855,0.99986,0.99985,0.99578,0.99617,0.99489,0.9954,0.99733,0.99789,0.99757,0.99771,0.99879,0.99814,0.99611,0.99592,0.99572,0.99612,0.99731,0.99714,0.99658,0.99402,0.99966,0.99958,0.9958,0.99619,0.99624,0.9963,0.99717,0.99764,0.99751,0.99793,1.0,0.99988,0.9959,0.99692,0.99654,0.99661,0.99762,0.99847,0.99723,0.99632,0.9996,0.99945,0.99602,0.99605,0.99607,0.99563,0.99733,0.99752,0.99761,0.9974,0.99472,0.99681,0.99455,0.99538,0.99531,0.994,0.99563,0.99434,0.99539,0.98405,0.99659,0.9967,0.99391,0.99479,0.99583,0.99612,0.99665,0.99416,0.9965,0.99653,0.98902,0.99117,0.99344,0.99293,0.99406,0.99461,0.9834,0.99232,0.99206,0.945,0.97808,0.93277,0.96862,0.95757,0.95288,0.97587,0.54505,0.54132,0.55357,0.50624,0.9907,0.98095,0.9631,0.95813,0.5349,0.55125,0.88425,0.92497,0.48704,0.48855,0.99939,0.99548,0.99579,0.99733,0.99749,0.98131,0.97839,0.49029,0.97214,0.95702,0.965,0.59049,0.57591,0.57756,0.6198,0.97679,0.97711,0.97803,0.97816,0.98412,0.98506,0.98721,0.9855,0.99057,0.99062,0.49791,0.52372,0.51069,0.52235,0.5002,0.55169,0.5323,0.53569,0.56498,0.5547,0.9921,0.99218,0.97742,0.97731,0.97938,0.97936,0.9794,0.98274,0.99267,0.99195,0.50241,0.52583,0.50047,0.55151,0.51164,0.50067,0.54629,0.5472,0.55112,0.55443,0.99368,0.99431,0.9794,0.97983,0.98394,0.98273,0.9889,0.98515,0.99368,0.99443,0.47602,0.48441,0.51867,0.49252,0.50238,0.53334,0.56776,0.54642,0.54784,0.56852,0.50205,0.49174,0.49661,0.53516,0.5336,0.51695,0.53137,0.53727,0.55484,0.55472,0.48737,0.48121,0.48572,0.50231,0.57819,0.55235,0.56522,0.54077,0.54142,0.56433,0.48976,0.48747,0.49123,0.56719,0.56761,0.49179,0.49562,0.53909,0.55543,0.50715
56,0.99887,0.99828,0.99626,0.99384,0.99675,0.97869,0.97907,0.97952,0.9802,0.98565,0.98601,0.98649,0.98736,0.98456,0.98297,0.99965,0.99984,0.9961,0.99633,0.99643,0.99625,0.99823,0.99845,0.998,0.99852,0.99996,0.99992,0.99603,0.99642,0.99522,0.99582,0.99752,0.99818,0.99774,0.99798,0.99899,0.99833,0.99639,0.99624,0.99604,0.99645,0.99759,0.99709,0.99695,0.99414,0.99987,0.99979,0.99611,0.99645,0.99653,0.99658,0.99726,0.99794,0.99788,0.99811,0.99988,1.0,0.99617,0.99713,0.99687,0.99691,0.99794,0.99873,0.99752,0.99567,0.99978,0.99968,0.99626,0.9963,0.99633,0.996,0.99758,0.99786,0.99782,0.99781,0.99507,0.99692,0.99487,0.99564,0.99564,0.99451,0.99576,0.99378,0.99508,0.98341,0.9969,0.99705,0.99422,0.99513,0.99622,0.99643,0.99713,0.99446,0.99624,0.99681,0.9898,0.99173,0.99409,0.99361,0.9947,0.99514,0.98459,0.99298,0.9928,0.94679,0.97827,0.93333,0.96897,0.95752,0.95352,0.97612,0.54549,0.54106,0.55521,0.50548,0.99038,0.98063,0.96347,0.95819,0.5342,0.55239,0.88563,0.92621,0.48711,0.48717,0.99947,0.99564,0.99606,0.99762,0.99767,0.98207,0.97783,0.50202,0.97315,0.95676,0.96472,0.59027,0.5756,0.57693,0.61946,0.97665,0.97696,0.97781,0.97794,0.98411,0.98509,0.98765,0.98571,0.99084,0.99089,0.50274,0.52394,0.50827,0.52344,0.50043,0.54925,0.53235,0.53506,0.56545,0.55402,0.99255,0.99258,0.97775,0.97758,0.97992,0.97971,0.97999,0.9831,0.99307,0.99233,0.50749,0.52537,0.50467,0.55066,0.51014,0.50059,0.54514,0.54757,0.55149,0.55495,0.99407,0.99466,0.97973,0.9802,0.98431,0.98322,0.98944,0.98561,0.99401,0.99477,0.47735,0.48615,0.51733,0.48897,0.50256,0.5336,0.56707,0.54401,0.54865,0.56736,0.50215,0.50231,0.49818,0.53392,0.53344,0.51687,0.53142,0.53424,0.55462,0.55416,0.48971,0.48155,0.48313,0.50612,0.57755,0.55324,0.56466,0.53857,0.54067,0.56491,0.491,0.48854,0.48282,0.56783,0.56783,0.4918,0.49521,0.53725,0.55402,0.50698
57,0.99596,0.99672,0.99885,0.99575,0.99876,0.98736,0.98774,0.98804,0.98866,0.99334,0.99368,0.99338,0.99436,0.99165,0.99034,0.99661,0.99654,0.9999,0.99989,0.99755,0.99699,0.99809,0.99872,0.99853,0.99744,0.99613,0.99643,0.99991,0.9999,0.99673,0.99633,0.99817,0.99885,0.99836,0.99909,0.99797,0.99847,0.99989,0.99984,0.99785,0.99784,0.99926,0.99821,0.99915,0.997,0.99638,0.99628,0.9998,0.99988,0.99816,0.99826,0.99839,0.99906,0.99876,0.99851,0.9959,0.99617,1.0,0.99974,0.99825,0.99835,0.99901,0.9971,0.99923,0.99491,0.99626,0.9961,0.99984,0.9998,0.99847,0.99713,0.9984,0.99894,0.99813,0.9987,0.99657,0.99671,0.99961,0.9998,0.99736,0.99562,0.99678,0.99519,0.99829,0.98448,0.998,0.99818,0.99936,0.99957,0.99802,0.99821,0.99898,0.99759,0.99758,0.99953,0.99262,0.99389,0.99812,0.99715,0.99753,0.99793,0.98682,0.99596,0.99548,0.94606,0.97539,0.93595,0.96525,0.96232,0.9563,0.978,0.55591,0.55203,0.56493,0.52199,0.98922,0.98057,0.96746,0.96268,0.54716,0.56066,0.88422,0.925,0.51247,0.51643,0.99645,0.99959,0.99768,0.99914,0.99821,0.98296,0.9859,0.51053,0.97226,0.96035,0.9697,0.59891,0.58378,0.58652,0.62795,0.98539,0.98562,0.98664,0.98682,0.99223,0.99304,0.9938,0.99269,0.99653,0.99664,0.51147,0.53166,0.52293,0.53457,0.51277,0.5617,0.54242,0.54516,0.57296,0.56265,0.99825,0.99833,0.98398,0.98416,0.9863,0.98634,0.98646,0.99027,0.99849,0.99827,0.51756,0.53598,0.51142,0.56181,0.5202,0.51111,0.55562,0.55738,0.55993,0.56611,0.99889,0.99905,0.98644,0.98679,0.99159,0.99028,0.9962,0.99288,0.99905,0.99903,0.4816,0.50056,0.52805,0.5017,0.51511,0.54392,0.57615,0.55258,0.55794,0.57633,0.51708,0.50988,0.50952,0.54573,0.54142,0.528,0.54023,0.54296,0.5636,0.56474,0.50544,0.48921,0.50225,0.51132,0.58796,0.56324,0.57395,0.54801,0.55098,0.5731,0.49694,0.5053,0.50539,0.57544,0.57684,0.50707,0.51693,0.54838,0.56417,0.51553
58,0.99707,0.99766,0.9993,0.99625,0.99932,0.98593,0.98629,0.9866,0.98725,0.99237,0.9927,0.99272,0.99366,0.99086,0.98941,0.99744,0.9974,0.99982,0.9998,0.99834,0.99788,0.99884,0.99914,0.99897,0.99851,0.99716,0.99742,0.99979,0.99991,0.99721,0.99731,0.99893,0.99928,0.99906,0.99948,0.99878,0.99913,0.99987,0.99983,0.99854,0.99855,0.99954,0.99896,0.99922,0.99736,0.99728,0.99726,0.99968,0.99987,0.99879,0.99896,0.99888,0.99935,0.99909,0.9991,0.99692,0.99713,0.99974,1.0,0.99893,0.99901,0.99922,0.99804,0.99929,0.99597,0.99718,0.99714,0.99981,0.99986,0.99902,0.99797,0.99911,0.99928,0.99885,0.99901,0.99706,0.99758,0.99928,0.99969,0.9981,0.99662,0.99753,0.99609,0.99837,0.98546,0.99856,0.99867,0.99881,0.99923,0.9987,0.9989,0.99925,0.99783,0.99832,0.99954,0.99287,0.99421,0.99812,0.99741,0.99765,0.99811,0.98751,0.9964,0.99597,0.94761,0.97729,0.93676,0.96752,0.96222,0.95676,0.97891,0.5528,0.54924,0.56158,0.51454,0.99068,0.98156,0.96771,0.96264,0.54339,0.55753,0.8858,0.92656,0.48981,0.4918,0.99727,0.99954,0.99839,0.99929,0.99894,0.9837,0.98431,0.50776,0.97354,0.96087,0.96951,0.59578,0.58067,0.58255,0.62498,0.98376,0.98403,0.98513,0.98528,0.99089,0.99176,0.99338,0.99193,0.99639,0.99647,0.51005,0.52693,0.51686,0.52962,0.50673,0.55626,0.53959,0.54159,0.56959,0.5592,0.9975,0.99757,0.98265,0.98271,0.98494,0.98488,0.98506,0.98876,0.998,0.99761,0.51348,0.53157,0.50928,0.5587,0.51725,0.50702,0.55275,0.55364,0.55663,0.56328,0.99837,0.99868,0.98497,0.98539,0.99006,0.98875,0.99501,0.99138,0.99862,0.99889,0.48028,0.48661,0.52396,0.50084,0.51313,0.54021,0.57302,0.54883,0.55467,0.57376,0.51406,0.50486,0.50502,0.54037,0.53828,0.52187,0.53638,0.54247,0.5609,0.5624,0.50155,0.4847,0.49183,0.51445,0.58424,0.56136,0.57029,0.5448,0.54703,0.57103,0.49958,0.50023,0.49576,0.57317,0.57303,0.50827,0.51426,0.54573,0.5601,0.51581
