,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
31,0.94482,0.94508,0.94825,0.95012,0.96608,0.91864,0.91863,0.91992,0.9198,0.91779,0.91798,0.91937,0.92122,0.92169,0.91974,0.94962,0.95347,0.97503,0.97331,0.97136,0.96618,0.99095,0.97502,0.98015,0.97575,0.94453,0.94629,0.94561,0.94897,0.95683,0.96105,1.0,0.96991,0.99783,0.95796,0.94837,0.96932,0.97332,0.97256,0.98507,0.98353,0.96845,0.96963,0.97014,0.97571,0.94815,0.9691,0.97328,0.97561,0.96452,0.99219,0.96516,0.97649,0.98461,0.97584,0.98395,0.96943,0.97303,0.96973,0.97285,0.98396,0.96404,0.97309,0.97076,0.97646,0.94724,0.94662,0.96155,0.93838,0.99708,0.96211,0.957,0.95539,0.96481,0.97621,0.96962,0.96751,0.98427,0.95242,0.9781,0.97492,0.98324,0.95398,0.9787,0.97595,0.88759,0.89336,0.88923,0.89365,0.8728,0.87411,0.87079,0.76548,0.80976,0.82562,0.95015,0.94919,0.95057,0.98901,0.98955,0.78455,0.82127,0.8222,0.83232,0.82675,0.87945,0.82606,0.89338,0.81793,0.81584,0.91738,0.91744,0.91922,0.93859,0.91793,0.91784,0.92053,0.92035,0.92272,0.92254,0.89617,0.8041,0.80561,0.76576,0.79829,0.80372,0.81648,0.73734,0.80203,0.82181,0.94548,0.95243,0.94744,0.92054,0.92898,0.94566,0.94936,0.92286,0.94755,0.93566,0.923,0.91446,0.82339,0.83426,0.79486,0.83119,0.83605,0.81611,0.82039,0.84564,0.94681,0.94392,0.95071,0.94612,0.94463,0.95114,0.95115,0.95468,0.96289,0.98276,0.81654,0.79363,0.78156,0.81374,0.79959,0.79027,0.80568,0.81248,0.80323,0.80526,0.88604,0.8081,0.79575,0.80101,0.80268,0.7961,0.7662,0.88791,0.80966,0.80618,0.9149,0.93559,0.8281,0.83631,0.91606,0.85837,0.77671,0.89114,0.88313,0.87407,0.79395,0.79253,0.79717,0.79357,0.7982,0.78862,0.79636,0.79458,0.88534,0.76369
32,0.95623,0.94967,0.95085,0.95541,0.98086,0.9412,0.9418,0.94322,0.94294,0.94139,0.94167,0.94465,0.94092,0.9412,0.94322,0.95626,0.95627,0.98801,0.96478,0.97022,0.98161,0.96609,0.98799,0.983,0.98323,0.9566,0.95764,0.95082,0.95261,0.98349,0.97482,0.96991,1.0,0.96928,0.98781,0.95613,0.97202,0.9846,0.99045,0.97188,0.97221,0.98707,0.9844,0.98903,0.98529,0.95744,0.97179,0.98065,0.98235,0.98602,0.96662,0.98074,0.98669,0.97062,0.97655,0.96967,0.96504,0.98988,0.96386,0.98568,0.97008,0.97835,0.99046,0.99089,0.98121,0.95618,0.95165,0.9519,0.95011,0.97164,0.96481,0.98387,0.98778,0.98155,0.97705,0.97215,0.96835,0.96983,0.95813,0.98636,0.98331,0.9705,0.95672,0.98374,0.98617,0.89821,0.90437,0.90152,0.90008,0.88497,0.88261,0.88376,0.7804,0.82233,0.83642,0.95505,0.95556,0.95564,0.96162,0.96181,0.80077,0.8395,0.84043,0.85038,0.84343,0.89135,0.84255,0.90401,0.83496,0.83243,0.94065,0.93988,0.9421,0.94817,0.93941,0.93978,0.94384,0.94342,0.9423,0.94263,0.90603,0.82293,0.8249,0.78245,0.81609,0.82114,0.83446,0.75379,0.81905,0.8381,0.94969,0.94226,0.94815,0.92644,0.93868,0.94899,0.95264,0.92904,0.94855,0.93628,0.92829,0.92186,0.84059,0.84959,0.80872,0.84801,0.85218,0.83376,0.83708,0.85954,0.94678,0.94396,0.95052,0.94577,0.9467,0.95099,0.93994,0.94274,0.96039,0.96697,0.83424,0.81216,0.79741,0.83155,0.81875,0.80938,0.8226,0.82991,0.81981,0.82293,0.89646,0.82719,0.81478,0.81861,0.82193,0.81425,0.78288,0.89836,0.82689,0.82335,0.9204,0.93533,0.84335,0.85259,0.92269,0.87857,0.79034,0.89963,0.89266,0.89054,0.811,0.80954,0.8145,0.81117,0.81676,0.80642,0.8136,0.8124,0.89498,0.78154
33,0.94543,0.94637,0.94905,0.9502,0.96731,0.92114,0.9217,0.92235,0.92205,0.92045,0.92024,0.92172,0.92322,0.923,0.92181,0.94972,0.95333,0.97387,0.97474,0.97168,0.96739,0.99255,0.97515,0.9771,0.97578,0.94507,0.94673,0.94671,0.94978,0.95805,0.96169,0.99783,0.96928,1.0,0.95789,0.94861,0.97039,0.9719,0.97232,0.98664,0.98563,0.96873,0.96937,0.96902,0.97605,0.94857,0.9702,0.97408,0.9748,0.96419,0.99474,0.96738,0.97468,0.98589,0.97654,0.98596,0.96981,0.97348,0.97011,0.9719,0.98574,0.96516,0.97245,0.96929,0.97683,0.94787,0.94722,0.96153,0.93918,0.99505,0.962,0.95663,0.95566,0.96274,0.97701,0.97057,0.96756,0.98599,0.95262,0.9772,0.97453,0.98583,0.9536,0.97908,0.97642,0.89021,0.89646,0.8927,0.89655,0.87656,0.87701,0.87446,0.76866,0.8139,0.82857,0.95069,0.94979,0.95114,0.99214,0.99227,0.78652,0.82305,0.82394,0.83478,0.82987,0.88309,0.82915,0.89634,0.82099,0.81851,0.91974,0.91942,0.92144,0.93945,0.9202,0.92011,0.92253,0.92234,0.92403,0.92388,0.89877,0.80673,0.80823,0.76736,0.80097,0.80624,0.81914,0.74036,0.80508,0.82417,0.94627,0.95204,0.94808,0.92211,0.93069,0.94556,0.9489,0.92441,0.94793,0.93668,0.92543,0.91635,0.82575,0.83646,0.7967,0.83336,0.83828,0.81843,0.82246,0.84828,0.94558,0.94372,0.94977,0.94615,0.9449,0.95063,0.95061,0.95366,0.96214,0.98291,0.81898,0.79623,0.78363,0.81629,0.80228,0.79328,0.80839,0.8153,0.80609,0.8083,0.88897,0.8107,0.79864,0.8037,0.80537,0.79863,0.76829,0.89073,0.81213,0.80873,0.9175,0.93713,0.83043,0.83842,0.91826,0.8624,0.77856,0.8943,0.88653,0.87662,0.79665,0.79513,0.80023,0.79626,0.80115,0.79147,0.79903,0.79727,0.88874,0.76642
34,0.95568,0.95423,0.9497,0.95127,0.98323,0.96175,0.96202,0.96511,0.96484,0.96281,0.96264,0.96663,0.96185,0.96216,0.96453,0.94527,0.9506,0.96662,0.9472,0.95808,0.97174,0.95117,0.97906,0.96218,0.96435,0.95684,0.95689,0.95488,0.95392,0.98377,0.98038,0.95796,0.98781,0.95789,1.0,0.95008,0.96217,0.96274,0.97475,0.95294,0.95439,0.97969,0.97248,0.98705,0.97053,0.95092,0.96083,0.9703,0.96263,0.98429,0.95179,0.97192,0.96588,0.95096,0.95808,0.9499,0.95161,0.97282,0.95058,0.96314,0.94979,0.97692,0.98215,0.98859,0.96617,0.95518,0.95442,0.94487,0.95841,0.95973,0.96895,0.98624,0.99597,0.99093,0.97435,0.96215,0.95791,0.95146,0.95451,0.96422,0.96238,0.95232,0.95073,0.968,0.97126,0.91715,0.92071,0.92142,0.91728,0.91023,0.90162,0.90776,0.81067,0.8479,0.85906,0.95255,0.95455,0.95421,0.94847,0.94885,0.82822,0.86356,0.86384,0.86945,0.86543,0.91363,0.86373,0.92225,0.85916,0.85773,0.9607,0.96036,0.96387,0.96083,0.9617,0.96174,0.96516,0.96468,0.96316,0.96325,0.92252,0.84955,0.85153,0.8116,0.84261,0.84731,0.85924,0.7839,0.84641,0.86213,0.94678,0.93344,0.94674,0.94027,0.94901,0.93891,0.94491,0.94442,0.93733,0.94674,0.93933,0.93156,0.86477,0.87105,0.83568,0.87005,0.87363,0.85782,0.86155,0.87744,0.9375,0.93634,0.93666,0.94157,0.9411,0.93981,0.93345,0.93475,0.94803,0.95227,0.85725,0.84079,0.82467,0.85517,0.8463,0.83712,0.84989,0.85497,0.84755,0.8498,0.91649,0.85343,0.84247,0.84476,0.84923,0.84149,0.81221,0.91893,0.85338,0.85041,0.93007,0.93332,0.86728,0.8737,0.92917,0.90303,0.81897,0.92019,0.91335,0.91252,0.83825,0.83753,0.83998,0.83811,0.84415,0.83325,0.84172,0.83922,0.91503,0.81113
35,0.99066,0.97559,0.98932,0.99591,0.94868,0.92602,0.92605,0.92606,0.92564,0.9234,0.92355,0.92562,0.92494,0.92511,0.92661,0.99407,0.97785,0.95322,0.94931,0.95942,0.9524,0.94888,0.95868,0.95087,0.95483,0.99013,0.98152,0.97525,0.97617,0.94489,0.9423,0.94837,0.95613,0.94861,0.95008,1.0,0.95979,0.95218,0.95614,0.95268,0.95379,0.95699,0.95344,0.95917,0.9567,0.99649,0.961,0.94793,0.9525,0.95353,0.94923,0.95165,0.9536,0.95191,0.95195,0.95092,0.9546,0.9562,0.95537,0.95215,0.95025,0.94839,0.95629,0.95442,0.95423,0.99523,0.98999,0.97018,0.97009,0.94793,0.95608,0.94783,0.94796,0.94428,0.94827,0.95973,0.95897,0.9523,0.97647,0.95253,0.95261,0.95099,0.97898,0.95405,0.95877,0.92163,0.92676,0.92426,0.91487,0.90674,0.89585,0.90294,0.79399,0.83842,0.85311,0.99503,0.99476,0.99574,0.9462,0.94644,0.81542,0.85316,0.85638,0.86852,0.86242,0.91655,0.86077,0.92952,0.85093,0.84798,0.92533,0.92506,0.92512,0.93407,0.92385,0.92382,0.927,0.92684,0.92583,0.92569,0.93185,0.84352,0.84797,0.80466,0.83275,0.83815,0.85287,0.77437,0.83893,0.85295,0.97332,0.97732,0.97492,0.95074,0.96747,0.97125,0.97775,0.95091,0.95882,0.95856,0.95636,0.94977,0.86484,0.8717,0.82879,0.87321,0.87344,0.85242,0.85557,0.88307,0.97644,0.97469,0.98466,0.9673,0.96683,0.98372,0.96374,0.96103,0.94818,0.94681,0.83826,0.83468,0.82123,0.83482,0.84184,0.83024,0.84002,0.8464,0.83751,0.84155,0.92196,0.85057,0.83574,0.8352,0.84501,0.83132,0.80422,0.92257,0.84258,0.8387,0.95022,0.97106,0.86336,0.87342,0.95275,0.90296,0.81038,0.92447,0.92252,0.91882,0.82891,0.82498,0.82565,0.82776,0.83757,0.82449,0.82987,0.82895,0.91821,0.80068
36,0.95533,0.95036,0.95209,0.95703,0.96228,0.92945,0.9295,0.92963,0.92926,0.92703,0.92719,0.92986,0.9289,0.92906,0.93006,0.96011,0.956,0.96746,0.96521,0.99374,0.96935,0.96909,0.97022,0.96576,0.96981,0.95557,0.95624,0.94986,0.95183,0.96152,0.95663,0.96932,0.97202,0.97039,0.96217,0.95979,1.0,0.96593,0.97061,0.97304,0.97557,0.97054,0.96961,0.97058,0.97256,0.95902,0.99736,0.96488,0.96726,0.96706,0.97016,0.96908,0.96863,0.97227,0.96706,0.97371,0.99157,0.97043,0.98991,0.96632,0.97253,0.96492,0.97214,0.96784,0.96963,0.95662,0.95208,0.94984,0.9474,0.96697,0.96611,0.96316,0.96328,0.95861,0.96649,0.99624,0.98827,0.97215,0.95707,0.96727,0.96763,0.97303,0.95513,0.97278,0.97237,0.90091,0.90646,0.90271,0.89841,0.88713,0.88041,0.88616,0.77941,0.81855,0.83299,0.95827,0.95651,0.95665,0.96706,0.96699,0.80043,0.83967,0.84029,0.8534,0.84523,0.89377,0.84443,0.90559,0.83344,0.83104,0.92871,0.92842,0.92865,0.94223,0.92732,0.92726,0.93049,0.93033,0.92973,0.92956,0.90919,0.82314,0.82448,0.7838,0.81315,0.81823,0.83399,0.75357,0.81765,0.8358,0.94598,0.9454,0.94417,0.92548,0.93957,0.94943,0.94659,0.92395,0.95056,0.93303,0.93272,0.92631,0.84048,0.85016,0.80799,0.84826,0.85284,0.83267,0.83498,0.86185,0.94407,0.94423,0.95136,0.94288,0.94623,0.94883,0.9397,0.94429,0.9646,0.97064,0.83363,0.81207,0.79987,0.83077,0.81825,0.80979,0.82018,0.82696,0.81765,0.82,0.89958,0.82689,0.81492,0.8154,0.82148,0.81164,0.78386,0.89979,0.82573,0.82199,0.92637,0.94037,0.8423,0.8525,0.92676,0.88077,0.78915,0.90181,0.89679,0.89474,0.80791,0.80653,0.81257,0.8071,0.81517,0.80319,0.81075,0.80828,0.89501,0.78004
37,0.9442,0.93577,0.94155,0.9509,0.9633,0.91044,0.91051,0.91261,0.91217,0.90928,0.90986,0.91577,0.91187,0.91239,0.91296,0.95559,0.95449,0.99824,0.97355,0.9692,0.97623,0.97488,0.98458,0.9882,0.98997,0.94242,0.94485,0.93768,0.94142,0.96116,0.9538,0.97332,0.9846,0.9719,0.96274,0.95218,0.96593,1.0,0.99351,0.98259,0.98178,0.98008,0.98161,0.97328,0.9867,0.95143,0.96665,0.9782,0.99597,0.96601,0.97531,0.9711,0.99792,0.98085,0.98646,0.98096,0.96828,0.99372,0.96914,0.9959,0.98119,0.9671,0.9765,0.97254,0.9861,0.94621,0.94009,0.95347,0.9313,0.9742,0.95126,0.96077,0.96392,0.95649,0.96562,0.96645,0.96663,0.98189,0.95191,0.995,0.99577,0.98041,0.95364,0.98207,0.98813,0.87142,0.87796,0.87391,0.87982,0.85709,0.85839,0.85547,0.75542,0.79606,0.81286,0.94983,0.94772,0.94932,0.97259,0.97251,0.77427,0.81014,0.81134,0.82256,0.81729,0.86405,0.81662,0.87862,0.8078,0.80503,0.90926,0.90847,0.91113,0.92798,0.90853,0.90846,0.9134,0.91311,0.91314,0.91338,0.88108,0.79267,0.79485,0.75558,0.78716,0.79211,0.80552,0.72713,0.7912,0.81087,0.94729,0.94824,0.94667,0.91136,0.92271,0.95048,0.95257,0.91213,0.95316,0.92105,0.90906,0.90092,0.8118,0.82387,0.78462,0.82013,0.82605,0.80561,0.8097,0.83636,0.9506,0.9467,0.95676,0.94653,0.94649,0.95674,0.94377,0.94718,0.96368,0.97364,0.80538,0.78271,0.77218,0.80255,0.78869,0.78037,0.79491,0.8015,0.79242,0.79534,0.86964,0.79697,0.78547,0.78971,0.79175,0.78492,0.75609,0.87216,0.7982,0.79437,0.90166,0.92707,0.81662,0.82594,0.90391,0.84964,0.7665,0.875,0.86743,0.86534,0.7831,0.78169,0.78724,0.78273,0.78657,0.77802,0.78525,0.78366,0.86849,0.75225
38,0.95071,0.94346,0.94732,0.95446,0.97264,0.92368,0.92372,0.92552,0.9251,0.92253,0.92267,0.92879,0.925,0.92556,0.9254,0.95723,0.95729,0.99519,0.97114,0.97069,0.9811,0.97244,0.98782,0.98454,0.98797,0.94987,0.9513,0.94481,0.94781,0.96999,0.96363,0.97256,0.99045,0.97232,0.97476,0.95614,0.97061,0.99351,1.0,0.97938,0.97902,0.98559,0.98461,0.98107,0.98719,0.95575,0.971,0.98178,0.9896,0.97653,0.97277,0.97739,0.99455,0.97744,0.98425,0.97682,0.96809,0.99877,0.96882,0.99102,0.97734,0.97399,0.98503,0.98195,0.98545,0.95214,0.94636,0.95344,0.94067,0.97419,0.95839,0.96976,0.97394,0.96692,0.97142,0.97024,0.96859,0.97809,0.95678,0.99406,0.99357,0.97741,0.9569,0.98504,0.98845,0.88613,0.89184,0.88848,0.89212,0.87226,0.87165,0.87052,0.76931,0.81233,0.82746,0.95375,0.953,0.95366,0.96918,0.96968,0.78809,0.82581,0.82678,0.83691,0.8312,0.87882,0.8303,0.8925,0.82147,0.81921,0.9226,0.92225,0.92413,0.93899,0.92173,0.92166,0.92622,0.92599,0.92632,0.92615,0.89495,0.80862,0.8103,0.76993,0.80282,0.80803,0.8217,0.74169,0.80599,0.82601,0.94999,0.94626,0.94848,0.92228,0.93278,0.95027,0.95341,0.92373,0.95148,0.93035,0.91952,0.91162,0.82656,0.83754,0.79646,0.83498,0.84019,0.821,0.82468,0.84892,0.94967,0.94657,0.95427,0.94715,0.9477,0.95487,0.94274,0.9459,0.96215,0.97171,0.82096,0.79808,0.78523,0.81828,0.80439,0.79501,0.80976,0.81686,0.80726,0.81052,0.88424,0.81284,0.80023,0.80563,0.80741,0.80049,0.77038,0.88685,0.81418,0.81032,0.91204,0.93088,0.83015,0.84061,0.91388,0.86563,0.77887,0.8882,0.88086,0.87873,0.79774,0.79603,0.80101,0.79814,0.80238,0.79237,0.8003,0.79856,0.8829,0.7686
39,0.94592,0.9365,0.94168,0.95197,0.95824,0.9097,0.90973,0.91113,0.91074,0.90796,0.90811,0.91123,0.91021,0.911,0.9111,0.95541,0.95602,0.98259,0.98293,0.97559,0.97052,0.99238,0.97756,0.98333,0.98545,0.94409,0.94638,0.93869,0.94236,0.95422,0.95054,0.98507,0.97188,0.98664,0.95294,0.95268,0.97304,0.98259,0.97938,1.0,0.99861,0.97083,0.97312,0.96739,0.98271,0.95263,0.9724,0.9687,0.98495,0.95981,0.99206,0.97024,0.98374,0.99887,0.98692,0.9982,0.97463,0.9807,0.97522,0.98085,0.9983,0.96588,0.97143,0.96611,0.98448,0.94807,0.94197,0.95467,0.93339,0.98187,0.95165,0.95377,0.95379,0.95068,0.96669,0.97266,0.97031,0.99957,0.95335,0.98562,0.98369,0.99684,0.95548,0.98522,0.98356,0.87454,0.8806,0.87623,0.88211,0.85958,0.86038,0.85775,0.75688,0.79835,0.81394,0.95106,0.94951,0.95098,0.9905,0.99075,0.77565,0.81239,0.81357,0.82424,0.81869,0.8658,0.81794,0.88023,0.80982,0.80714,0.90858,0.90823,0.90975,0.92791,0.90809,0.90799,0.91193,0.91118,0.91226,0.91209,0.88332,0.79545,0.79679,0.75737,0.7893,0.79467,0.80844,0.72876,0.79329,0.81325,0.94771,0.94933,0.94939,0.9135,0.92401,0.95136,0.95365,0.91423,0.95439,0.92463,0.91117,0.90297,0.81471,0.82668,0.78664,0.82348,0.82864,0.80791,0.81164,0.83852,0.95242,0.94804,0.95763,0.94924,0.94815,0.95773,0.94498,0.94818,0.96589,0.98553,0.80791,0.78479,0.7734,0.80507,0.79074,0.78161,0.79692,0.80358,0.79418,0.79746,0.87227,0.79953,0.78683,0.7921,0.79368,0.78691,0.75775,0.87432,0.80067,0.7969,0.90376,0.92692,0.8194,0.82891,0.90505,0.85198,0.76834,0.87748,0.86986,0.86767,0.78509,0.78342,0.78913,0.78474,0.78884,0.77997,0.78744,0.78578,0.87114,0.75421
40,0.94614,0.9379,0.94239,0.95237,0.95743,0.911,0.91103,0.91188,0.91197,0.90927,0.9094,0.91264,0.91143,0.91125,0.91187,0.957,0.95657,0.98173,0.98309,0.97599,0.97006,0.99246,0.976,0.98102,0.98368,0.94465,0.94682,0.93973,0.94259,0.95327,0.94954,0.98353,0.97221,0.98563,0.95439,0.95379,0.97557,0.98178,0.97902,0.99861,1.0,0.9706,0.97379,0.96646,0.98205,0.95301,0.97401,0.96928,0.98403,0.9596,0.99249,0.97015,0.98213,0.99782,0.98533,0.9985,0.97631,0.98109,0.97767,0.98073,0.99824,0.96603,0.97188,0.966,0.98359,0.9484,0.94218,0.95435,0.93447,0.9805,0.95287,0.95332,0.95459,0.95143,0.96603,0.97353,0.9719,0.99867,0.95374,0.9846,0.98292,0.99685,0.95503,0.98432,0.9828,0.8771,0.88317,0.87939,0.88558,0.86281,0.86407,0.86075,0.76117,0.80332,0.81882,0.95273,0.95007,0.95159,0.99085,0.99114,0.77898,0.81618,0.81734,0.82732,0.82231,0.86917,0.82155,0.88359,0.81326,0.8105,0.90986,0.9095,0.91099,0.92898,0.90938,0.90927,0.91215,0.91195,0.91282,0.91266,0.88619,0.79922,0.8007,0.76111,0.79367,0.79896,0.81225,0.73281,0.79751,0.81737,0.94944,0.95089,0.94992,0.91732,0.92741,0.95308,0.95367,0.91656,0.95537,0.92635,0.91347,0.90498,0.81807,0.83028,0.78991,0.82612,0.83205,0.81228,0.81552,0.84154,0.95283,0.94991,0.95855,0.94977,0.94991,0.95837,0.94622,0.94984,0.96657,0.98549,0.81165,0.78876,0.77696,0.80898,0.79459,0.78572,0.80088,0.80774,0.79826,0.80151,0.87534,0.80304,0.79141,0.79647,0.79773,0.79128,0.76158,0.87776,0.80485,0.80102,0.90568,0.92856,0.82303,0.83231,0.90755,0.85557,0.772,0.88064,0.87289,0.87121,0.78864,0.7875,0.79276,0.78876,0.79289,0.78389,0.79143,0.78984,0.8743,0.75858
41,0.95768,0.95338,0.95173,0.95813,0.98991,0.93792,0.93861,0.94003,0.94007,0.93688,0.9374,0.94095,0.93909,0.9397,0.93972,0.95528,0.95561,0.98236,0.9588,0.96821,0.99024,0.96504,0.99031,0.97265,0.98651,0.96039,0.96006,0.95442,0.95605,0.98411,0.98445,0.96845,0.98707,0.96873,0.97969,0.95699,0.97054,0.98008,0.98559,0.97083,0.9706,1.0,0.98581,0.98879,0.99045,0.95712,0.9704,0.9796,0.97938,0.99068,0.96613,0.9898,0.98328,0.97033,0.97874,0.96669,0.9629,0.98562,0.96228,0.97816,0.9662,0.98589,0.98811,0.9884,0.98838,0.95927,0.95573,0.9489,0.95519,0.96747,0.9672,0.98533,0.98003,0.97415,0.98664,0.97026,0.96619,0.9688,0.95833,0.98014,0.98037,0.96792,0.95635,0.98797,0.99207,0.9046,0.90921,0.90387,0.89889,0.8897,0.88108,0.88837,0.78,0.81663,0.83094,0.95788,0.95761,0.95764,0.9588,0.96093,0.80196,0.84048,0.84073,0.85639,0.84663,0.89604,0.84554,0.90725,0.83526,0.83263,0.93806,0.93734,0.9389,0.95022,0.93697,0.93724,0.94047,0.93984,0.94057,0.9404,0.91041,0.82407,0.82606,0.78523,0.81251,0.8178,0.83547,0.75444,0.81863,0.83497,0.94332,0.94067,0.94413,0.92487,0.93881,0.94274,0.94435,0.92653,0.94213,0.93456,0.93283,0.92846,0.84232,0.85168,0.81059,0.85045,0.85417,0.8325,0.83615,0.86215,0.94031,0.93977,0.94452,0.94175,0.94227,0.9428,0.9356,0.93972,0.95298,0.96163,0.83422,0.81251,0.80126,0.83114,0.8194,0.81083,0.82107,0.82697,0.81822,0.82123,0.90222,0.82829,0.8162,0.81475,0.8227,0.81138,0.78525,0.9024,0.82557,0.82253,0.92792,0.93992,0.8443,0.85394,0.92855,0.8846,0.79119,0.90373,0.89953,0.89873,0.80867,0.80738,0.81384,0.80738,0.81705,0.804,0.81168,0.80883,0.89844,0.78116
42,0.94652,0.94389,0.94442,0.95279,0.97605,0.92495,0.92546,0.92692,0.92665,0.92433,0.92461,0.92785,0.92646,0.92717,0.92692,0.95689,0.95579,0.98294,0.95984,0.96503,0.97627,0.96781,0.99128,0.97717,0.97979,0.94831,0.94848,0.94381,0.94653,0.97121,0.9693,0.96963,0.9844,0.96937,0.97248,0.95344,0.96961,0.98161,0.98461,0.97312,0.97379,0.98581,1.0,0.98453,0.98299,0.95174,0.96592,0.99188,0.98094,0.98485,0.96917,0.97633,0.98302,0.97127,0.97618,0.97022,0.97068,0.98578,0.96911,0.97818,0.96942,0.97284,0.99185,0.98595,0.98156,0.95062,0.9458,0.9486,0.94172,0.97084,0.96025,0.97252,0.97183,0.96801,0.97698,0.96549,0.96778,0.97164,0.95482,0.98252,0.97966,0.96923,0.95453,0.98268,0.9845,0.89148,0.89795,0.89434,0.89453,0.87725,0.87494,0.87643,0.77015,0.813,0.8284,0.95501,0.95168,0.95217,0.96483,0.96471,0.79154,0.82978,0.83016,0.84389,0.83605,0.88518,0.83509,0.89952,0.82522,0.82261,0.92398,0.9236,0.92558,0.93755,0.9238,0.92378,0.92754,0.92723,0.92843,0.92832,0.9016,0.81257,0.81376,0.77376,0.80599,0.81137,0.82558,0.74329,0.80904,0.82936,0.94256,0.95355,0.94469,0.9236,0.93705,0.95112,0.943,0.91764,0.95197,0.9273,0.92656,0.91991,0.83084,0.84266,0.8008,0.83906,0.8446,0.82566,0.82749,0.85417,0.94533,0.95201,0.95149,0.94578,0.95285,0.94798,0.94523,0.95042,0.95986,0.9686,0.82423,0.80131,0.78963,0.82181,0.80748,0.79971,0.81244,0.81972,0.80996,0.81277,0.89203,0.81617,0.80488,0.80881,0.81072,0.80368,0.77378,0.89313,0.81695,0.81343,0.92023,0.93893,0.83436,0.84476,0.92269,0.87313,0.78199,0.89574,0.88899,0.88838,0.79921,0.79722,0.80199,0.79772,0.80367,0.79249,0.80084,0.799,0.88739,0.76875
