,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
30,0.99828,0.98587,0.98593,0.98587,0.99589,0.999,0.9567,0.96451,0.96258,0.95925,0.99179,0.99165,0.99306,0.99316,0.99216,0.99218,0.99288,0.99286,0.99343,0.9933,0.9983,0.98541,0.99902,0.98516,0.99803,0.99927,0.98468,0.99792,0.9844,0.98511,1.0,0.98997,0.98538,0.98582,0.98581,0.98977,0.98663,0.98692,0.98732,0.98467,0.98601,0.98619,0.99917,0.98562,0.98304,0.98558,0.9915,0.98298,0.98742,0.98503,0.99968,0.98578,0.99125,0.98494,0.99832,0.98738,0.98616,0.98363,0.98739,0.98644,0.99892,0.99145,0.99861,0.99927,0.99151,0.99869,0.98583,0.98696,0.96794,0.98526,0.99888,0.98543,0.98533,0.99041,0.98778,0.99128,0.98652,0.98762,0.9873,0.97979,0.98586,0.9863,0.98547,0.98502,0.9968,0.98327,0.98975,0.98289,0.98672,0.98474,0.98623,0.98678,0.98556,0.98644,0.98743,0.98355,0.98884,0.9916,0.98648,0.98624,0.99159,0.99291,0.99079,0.99131,0.98921,0.97741,0.99151,0.99127,0.98157,0.97834,0.99847,0.99627,0.99942,0.99761,0.9852,0.99167,0.98335,0.98736,0.98718,0.98818,0.99641,0.98771,0.98601,0.98411,0.98696,0.98914,0.98666,0.98311,0.98745,0.98061,0.98773,0.98712,0.98599,0.99637,0.98704,0.98409,0.98779,0.9842,0.98987,0.988,0.99664,0.9967,0.98548,0.98552,0.98551,0.9932,0.99272,0.99226,0.99224,0.99342,0.99366,0.99364,0.99347,0.99302,0.99301,0.94409,0.85485,0.94345,0.85613,0.85244,0.9528,0.91868,0.91393,0.92936,0.92809,0.99801,0.99845,0.99819,0.99777,0.99803,0.99745,0.99731,0.99704,0.99459,0.99018,0.85394,0.92238,0.90376,0.90343,0.93656,0.90363,0.86014,0.93736,0.92363,0.84194,0.99722,0.99816,0.99812,0.99708,0.99786,0.99755,0.99709,0.99669,0.98807,0.98654,0.85383,0.85266,0.89275,0.90229,0.94182,0.9036,0.91943,0.8581,0.9136,0.93139,0.85658,0.94362,0.85614,0.89807,0.9272,0.95397,0.91049,0.90235,0.92864,0.8661,0.94539,0.94071,0.91209,0.9639,0.93767,0.92307,0.9381,0.85774,0.85828,0.85821,0.95035,0.90196,0.8569,0.90153,0.85868,0.94613,0.90122,0.91914,0.90275,0.92536
31,0.9922,0.98845,0.98572,0.98787,0.98445,0.98916,0.95498,0.96187,0.95857,0.95415,0.97952,0.97932,0.98142,0.98141,0.9794,0.97945,0.98161,0.98151,0.98183,0.98177,0.99164,0.98865,0.9915,0.98872,0.99207,0.98906,0.98953,0.98624,0.98703,0.98695,0.98997,1.0,0.98924,0.98904,0.98893,0.99992,0.98446,0.98862,0.9865,0.98755,0.98791,0.98725,0.9884,0.98802,0.98319,0.98229,0.99677,0.98344,0.98495,0.98206,0.99068,0.98871,0.99954,0.98945,0.99166,0.98854,0.98894,0.98417,0.98564,0.98277,0.99023,0.99956,0.99203,0.98842,0.99953,0.99134,0.9884,0.98634,0.96753,0.98095,0.99165,0.98907,0.98933,0.99982,0.98802,0.99953,0.98493,0.98774,0.98593,0.97889,0.98856,0.98801,0.98615,0.98177,0.98491,0.98344,0.99291,0.98303,0.98425,0.98139,0.9874,0.98809,0.98806,0.98991,0.98587,0.98392,0.99248,0.99629,0.98392,0.98435,0.98004,0.98129,0.97736,0.9781,0.97543,0.97657,0.97937,0.9797,0.96563,0.97389,0.99204,0.9853,0.98995,0.9873,0.98182,0.99943,0.98222,0.98734,0.98681,0.98686,0.9832,0.98307,0.98251,0.97862,0.9827,0.98563,0.98511,0.96583,0.98394,0.9777,0.98422,0.98193,0.98155,0.98963,0.98177,0.96708,0.98484,0.98044,0.97497,0.98287,0.98523,0.98507,0.98907,0.98897,0.98895,0.98214,0.98209,0.98048,0.98042,0.98233,0.98245,0.98242,0.98243,0.98125,0.98125,0.94039,0.8457,0.94074,0.8468,0.84235,0.94757,0.91368,0.90758,0.91917,0.91922,0.98781,0.98991,0.9877,0.98708,0.98713,0.98824,0.9839,0.98411,0.98076,0.97572,0.84468,0.91923,0.90105,0.90195,0.93074,0.90279,0.84977,0.93073,0.9134,0.83182,0.99091,0.99106,0.99099,0.99017,0.98955,0.98919,0.98697,0.98737,0.97907,0.97809,0.8443,0.84341,0.89077,0.90024,0.93799,0.89954,0.9071,0.85146,0.90745,0.91983,0.84752,0.93671,0.84668,0.89579,0.9206,0.94516,0.90713,0.89893,0.92193,0.85581,0.9408,0.93368,0.90628,0.95857,0.93343,0.91701,0.93049,0.84768,0.84937,0.85223,0.94466,0.89928,0.84935,0.89919,0.8498,0.93959,0.89784,0.91207,0.89935,0.91649
32,0.98589,0.99972,0.99756,0.99928,0.98054,0.98442,0.95881,0.96202,0.95684,0.95375,0.97685,0.97669,0.97825,0.9783,0.9768,0.97681,0.97833,0.97827,0.97863,0.97847,0.98566,0.99974,0.98604,0.99957,0.98566,0.98596,0.99866,0.98331,0.99792,0.99765,0.98538,0.98924,1.0,0.99825,0.9999,0.98929,0.99448,0.99762,0.99681,0.99815,0.99934,0.99886,0.98517,0.99828,0.99127,0.99309,0.98999,0.99167,0.99598,0.99286,0.98593,0.9998,0.9895,0.99823,0.98594,0.99742,0.99905,0.99512,0.99645,0.99291,0.98659,0.98961,0.98654,0.98559,0.9895,0.98654,0.99956,0.99708,0.98091,0.99134,0.98692,0.9998,0.99876,0.989,0.99711,0.98901,0.99533,0.99813,0.99663,0.99104,0.99974,0.99935,0.9967,0.99177,0.98176,0.99172,0.98906,0.99146,0.99552,0.99252,0.99895,0.99932,0.99831,0.99775,0.99651,0.99213,0.98551,0.98966,0.99491,0.99537,0.97483,0.97614,0.97471,0.9755,0.97372,0.98765,0.97621,0.97588,0.96448,0.985,0.98549,0.98095,0.98595,0.98356,0.99093,0.98913,0.99341,0.99742,0.99701,0.99673,0.98116,0.99299,0.99038,0.98472,0.98866,0.98744,0.99045,0.96434,0.99415,0.98626,0.99436,0.99188,0.98807,0.98313,0.99165,0.96536,0.99279,0.986,0.97277,0.9849,0.98118,0.9811,0.99988,0.99987,0.99988,0.97972,0.9795,0.97735,0.97731,0.98021,0.98009,0.98006,0.9803,0.97793,0.97793,0.93735,0.84214,0.94552,0.84368,0.84051,0.95442,0.90972,0.90385,0.91633,0.91493,0.98468,0.98464,0.98406,0.98351,0.98328,0.9851,0.98199,0.98207,0.97939,0.97465,0.84204,0.91453,0.90166,0.90545,0.92533,0.90305,0.84732,0.92673,0.90984,0.82897,0.98583,0.98638,0.98646,0.98557,0.98579,0.98544,0.98418,0.98441,0.97727,0.97624,0.84095,0.84051,0.89382,0.90348,0.94049,0.89501,0.90277,0.85745,0.91058,0.9153,0.8446,0.93655,0.84382,0.90013,0.91667,0.94397,0.90946,0.90222,0.92158,0.85418,0.93831,0.93367,0.90468,0.95214,0.93748,0.91325,0.9259,0.84575,0.84619,0.85958,0.9414,0.90376,0.84575,0.90365,0.84708,0.93374,0.90151,0.90616,0.90364,0.91163
33,0.98568,0.99783,0.99702,0.99783,0.98144,0.98616,0.96122,0.96413,0.95993,0.95657,0.97663,0.97648,0.978,0.97803,0.97649,0.97653,0.97784,0.97777,0.97826,0.97814,0.98507,0.99744,0.98707,0.99724,0.9852,0.98518,0.99939,0.9831,0.99681,0.99702,0.98582,0.98904,0.99825,1.0,0.99795,0.98909,0.99547,0.99779,0.99605,0.99747,0.99814,0.99827,0.98515,0.99952,0.99333,0.99469,0.99011,0.99372,0.9958,0.99307,0.98584,0.998,0.98925,0.99932,0.98513,0.99826,0.99817,0.99506,0.9954,0.99145,0.98537,0.98903,0.98716,0.98484,0.98891,0.98686,0.99715,0.99575,0.97814,0.98974,0.98594,0.99758,0.99971,0.98853,0.99807,0.9887,0.99512,0.9957,0.99529,0.98856,0.99822,0.99854,0.99866,0.99353,0.98224,0.99379,0.98947,0.9935,0.99523,0.99239,0.99811,0.99751,0.99949,0.99862,0.99759,0.99424,0.98637,0.98973,0.99471,0.99501,0.97632,0.97761,0.97364,0.9743,0.97177,0.98741,0.97681,0.97667,0.963,0.98419,0.9852,0.98296,0.98552,0.98336,0.99308,0.98903,0.99236,0.99633,0.99581,0.99417,0.97931,0.99232,0.98846,0.98414,0.9879,0.98623,0.9899,0.96346,0.99265,0.98667,0.99355,0.99153,0.98695,0.98345,0.9906,0.96463,0.99306,0.98612,0.97202,0.9848,0.98213,0.98209,0.99825,0.99819,0.99828,0.97844,0.97874,0.97724,0.97723,0.97829,0.97866,0.97862,0.97865,0.9777,0.97769,0.93997,0.84279,0.94644,0.84464,0.84133,0.9569,0.91275,0.90799,0.91728,0.91705,0.98418,0.98484,0.98483,0.98438,0.98336,0.98409,0.98033,0.98092,0.97723,0.97262,0.84214,0.91633,0.90364,0.90816,0.92705,0.90504,0.84899,0.92958,0.91195,0.82997,0.98398,0.98562,0.98553,0.98351,0.98399,0.98382,0.98217,0.98217,0.97237,0.97124,0.84182,0.84103,0.89652,0.90621,0.94278,0.89791,0.90681,0.85833,0.91287,0.91798,0.84566,0.93898,0.84504,0.90209,0.91839,0.94576,0.91206,0.90353,0.92448,0.85532,0.94241,0.93633,0.90849,0.95451,0.93948,0.91615,0.92856,0.84669,0.84742,0.86051,0.94338,0.90572,0.84606,0.90546,0.84693,0.93593,0.9027,0.90865,0.9053,0.913
34,0.98612,0.99985,0.99788,0.9994,0.98109,0.98484,0.95928,0.96276,0.95746,0.95442,0.97769,0.97753,0.98022,0.98027,0.97773,0.97773,0.98025,0.9802,0.98058,0.98043,0.98589,0.99984,0.98624,0.99963,0.98582,0.98645,0.99815,0.98389,0.99786,0.99766,0.98581,0.98893,0.9999,0.99795,1.0,0.98894,0.9947,0.99749,0.99703,0.99802,0.99942,0.99899,0.98567,0.99806,0.99138,0.99347,0.99011,0.99174,0.9964,0.99327,0.9863,0.99984,0.9894,0.99775,0.98617,0.99735,0.99892,0.99523,0.99683,0.99368,0.98695,0.98951,0.98669,0.98613,0.9894,0.98673,0.99979,0.99736,0.98177,0.99219,0.98715,0.99979,0.99838,0.98874,0.99715,0.98884,0.99549,0.99853,0.99703,0.99194,0.99978,0.99943,0.99666,0.99219,0.98236,0.99186,0.98933,0.99159,0.9959,0.99304,0.9991,0.99962,0.99808,0.9976,0.9967,0.99222,0.98569,0.98981,0.99532,0.99572,0.97556,0.97685,0.97553,0.97627,0.9747,0.98808,0.97703,0.97663,0.96592,0.98597,0.98565,0.98143,0.98629,0.98399,0.99135,0.989,0.9939,0.99755,0.99721,0.99732,0.9822,0.99394,0.99155,0.986,0.98979,0.98816,0.99113,0.96584,0.99498,0.9869,0.99514,0.99287,0.98935,0.98383,0.99269,0.96681,0.99343,0.98662,0.97417,0.98568,0.98175,0.98169,0.9998,0.99982,0.9998,0.98041,0.98011,0.9793,0.97927,0.9809,0.98081,0.98077,0.98095,0.97993,0.97993,0.93735,0.84277,0.94648,0.84441,0.8412,0.95593,0.9106,0.90485,0.91728,0.91589,0.98518,0.98501,0.98459,0.98405,0.98391,0.98548,0.9829,0.98291,0.98112,0.97594,0.84279,0.91525,0.90254,0.90641,0.92607,0.90391,0.84806,0.92776,0.91082,0.83024,0.98603,0.98662,0.98671,0.98587,0.98612,0.98579,0.98478,0.98491,0.9781,0.97699,0.84162,0.84127,0.89478,0.90447,0.94159,0.89616,0.90375,0.85929,0.91191,0.91651,0.84531,0.9373,0.84459,0.90115,0.91758,0.94529,0.91058,0.90362,0.92256,0.85577,0.93903,0.9347,0.90562,0.95331,0.93855,0.91418,0.9269,0.84647,0.84686,0.86121,0.94217,0.9047,0.84622,0.9046,0.84775,0.9347,0.90267,0.90717,0.90463,0.91263
35,0.99196,0.98847,0.98577,0.98799,0.98429,0.9889,0.95423,0.96104,0.95774,0.95334,0.9796,0.97939,0.98153,0.98149,0.97935,0.9794,0.98177,0.98167,0.98184,0.98181,0.99143,0.98863,0.99139,0.98868,0.9918,0.98894,0.9897,0.98615,0.98729,0.98706,0.98977,0.99992,0.98929,0.98909,0.98894,1.0,0.98453,0.98883,0.98665,0.98784,0.98799,0.98732,0.98829,0.98814,0.98313,0.98245,0.99685,0.98336,0.98503,0.98217,0.99054,0.98872,0.99939,0.9897,0.99157,0.98866,0.98906,0.98422,0.98575,0.98278,0.99014,0.99944,0.99201,0.98832,0.9994,0.99136,0.98836,0.98646,0.96836,0.98094,0.99146,0.98903,0.98936,0.99971,0.98804,0.99937,0.98501,0.98768,0.98601,0.97912,0.98857,0.98806,0.98624,0.9819,0.98481,0.98334,0.99307,0.98294,0.9844,0.9815,0.98748,0.98813,0.98821,0.98989,0.98602,0.98385,0.99256,0.99638,0.98405,0.98452,0.97943,0.98073,0.97706,0.97788,0.97507,0.97649,0.9791,0.97937,0.96537,0.97386,0.99172,0.98505,0.9898,0.98718,0.98175,0.99919,0.98218,0.98741,0.98688,0.98679,0.98258,0.98269,0.98191,0.97793,0.98207,0.98552,0.98518,0.96491,0.98352,0.9773,0.98388,0.98148,0.98092,0.98904,0.98196,0.96617,0.98436,0.98048,0.97413,0.98281,0.9851,0.98491,0.9891,0.98901,0.989,0.98228,0.98225,0.98054,0.98047,0.98249,0.98252,0.98249,0.98258,0.98127,0.98127,0.93934,0.84476,0.93962,0.84587,0.84141,0.94634,0.91267,0.90667,0.9181,0.91805,0.9877,0.98973,0.98735,0.98673,0.98674,0.98836,0.98345,0.98365,0.98048,0.97558,0.84371,0.9183,0.90032,0.90094,0.92964,0.90088,0.84925,0.92963,0.9124,0.83033,0.99084,0.99098,0.99092,0.9901,0.98957,0.98935,0.98664,0.98711,0.9792,0.97839,0.84449,0.84243,0.88977,0.89927,0.93678,0.89862,0.90605,0.84991,0.90646,0.91858,0.84665,0.93569,0.84577,0.89491,0.91951,0.94405,0.90628,0.89816,0.92088,0.85459,0.93959,0.93256,0.90577,0.95741,0.93231,0.91596,0.92944,0.84737,0.84847,0.85074,0.94356,0.89854,0.84865,0.89846,0.8491,0.93882,0.89696,0.91103,0.89799,0.91567
36,0.98447,0.99462,0.99731,0.99548,0.98757,0.98665,0.96256,0.9665,0.95948,0.95783,0.9777,0.97696,0.97923,0.97933,0.97797,0.97799,0.97892,0.97889,0.97955,0.97943,0.98403,0.99412,0.98622,0.99374,0.98394,0.9859,0.99426,0.98812,0.99477,0.996,0.98663,0.98446,0.99448,0.99547,0.9947,0.98453,1.0,0.99561,0.99719,0.9954,0.99575,0.99651,0.98689,0.99552,0.99617,0.99863,0.98816,0.99639,0.99746,0.99864,0.98613,0.99496,0.98551,0.99431,0.98416,0.99628,0.99525,0.99742,0.99733,0.99771,0.9851,0.98516,0.98586,0.98632,0.98511,0.98608,0.99437,0.99667,0.97615,0.99677,0.98576,0.99423,0.99501,0.98431,0.99674,0.98479,0.99906,0.99558,0.99681,0.98824,0.99498,0.99601,0.99617,0.99866,0.98816,0.99669,0.99137,0.99637,0.9984,0.99817,0.99637,0.99556,0.99539,0.99491,0.99732,0.99696,0.98968,0.98809,0.99864,0.99842,0.98243,0.98388,0.98164,0.98225,0.98006,0.99112,0.98286,0.98258,0.97072,0.99007,0.98424,0.98815,0.98603,0.9882,0.99857,0.98538,0.99702,0.99656,0.99668,0.99518,0.9822,0.99423,0.99072,0.98821,0.99016,0.98646,0.9914,0.96845,0.99442,0.98921,0.99471,0.99387,0.98926,0.98507,0.99373,0.96941,0.99443,0.98774,0.97581,0.9869,0.98819,0.98815,0.99454,0.99459,0.99468,0.97957,0.97965,0.97835,0.97835,0.9795,0.97996,0.97993,0.9798,0.97899,0.97896,0.94108,0.84532,0.94838,0.84735,0.8429,0.96036,0.91354,0.91137,0.91977,0.91895,0.98471,0.98493,0.98542,0.98544,0.98455,0.98342,0.98335,0.98369,0.98007,0.97513,0.84402,0.91757,0.90607,0.90835,0.92779,0.90763,0.85233,0.93123,0.91417,0.83249,0.98288,0.98472,0.98453,0.98249,0.98336,0.98309,0.98257,0.98211,0.97219,0.97081,0.84348,0.84329,0.8985,0.90692,0.94457,0.90028,0.91123,0.8624,0.91527,0.92032,0.84761,0.93934,0.84727,0.90397,0.92036,0.94777,0.91476,0.90486,0.92619,0.86043,0.94217,0.93925,0.91195,0.9573,0.94116,0.91739,0.93043,0.8484,0.8494,0.86489,0.94533,0.90844,0.84769,0.90775,0.849,0.9382,0.90543,0.91207,0.90839,0.91593
37,0.9875,0.99708,0.99525,0.99679,0.98179,0.98664,0.95886,0.96219,0.95664,0.95326,0.9781,0.97792,0.97957,0.97955,0.9777,0.97774,0.97964,0.97955,0.9797,0.97961,0.98724,0.99692,0.98854,0.99676,0.98731,0.98674,0.99804,0.98414,0.99576,0.99546,0.98692,0.98862,0.99762,0.99779,0.99749,0.98883,0.99561,1.0,0.99764,0.99639,0.99683,0.99656,0.98616,0.99735,0.99003,0.99505,0.98869,0.9904,0.99645,0.99361,0.98726,0.99717,0.98854,0.99807,0.98738,0.99973,0.9974,0.99287,0.99679,0.99335,0.98746,0.98854,0.98903,0.9863,0.98836,0.98886,0.99681,0.99722,0.97893,0.99154,0.98776,0.99701,0.99796,0.98816,0.99936,0.98806,0.99593,0.99771,0.99683,0.98821,0.99723,0.99705,0.99584,0.99398,0.98283,0.99045,0.98768,0.99016,0.99595,0.99305,0.99655,0.99728,0.99739,0.99654,0.99831,0.9909,0.98441,0.98828,0.99548,0.99587,0.97577,0.97729,0.97485,0.97567,0.97302,0.98461,0.9772,0.97697,0.96355,0.98392,0.98707,0.9831,0.98705,0.98443,0.9933,0.98811,0.99114,0.99798,0.99741,0.99673,0.98115,0.99333,0.99009,0.98441,0.98888,0.98511,0.98842,0.96278,0.9939,0.98703,0.99488,0.99204,0.98819,0.98414,0.99175,0.96396,0.99349,0.98456,0.9717,0.98301,0.98253,0.9825,0.99738,0.99735,0.99732,0.98122,0.98128,0.97866,0.97862,0.98144,0.98138,0.98135,0.9816,0.97906,0.97905,0.93654,0.84155,0.94488,0.84349,0.83997,0.95327,0.90991,0.90437,0.91618,0.91565,0.98568,0.98638,0.98554,0.98493,0.9842,0.98647,0.98214,0.98209,0.9796,0.97418,0.84099,0.9144,0.90074,0.90435,0.92661,0.90214,0.84721,0.92733,0.90994,0.8285,0.98695,0.98796,0.98797,0.98649,0.98643,0.98646,0.98403,0.98435,0.97724,0.9764,0.84099,0.84003,0.89271,0.90251,0.94002,0.89423,0.90286,0.85425,0.91006,0.91595,0.84429,0.93703,0.84352,0.89857,0.91606,0.94295,0.9089,0.90067,0.92171,0.85389,0.93862,0.93352,0.90435,0.95097,0.93678,0.91369,0.92621,0.84526,0.84605,0.85603,0.94165,0.90258,0.84536,0.90239,0.84603,0.9344,0.90024,0.90684,0.90237,0.91207
38,0.98597,0.99683,0.9977,0.9978,0.98454,0.98658,0.96157,0.96509,0.95805,0.95511,0.97818,0.978,0.98099,0.98106,0.97829,0.97828,0.98111,0.98104,0.98151,0.98138,0.98585,0.99684,0.98728,0.99648,0.98568,0.98733,0.99586,0.98668,0.99802,0.99839,0.98732,0.9865,0.99681,0.99605,0.99703,0.98665,0.99719,0.99764,1.0,0.9981,0.99775,0.99778,0.98762,0.99605,0.99199,0.99603,0.98894,0.99234,0.99909,0.99692,0.98754,0.99737,0.98696,0.99581,0.98615,0.99757,0.99707,0.99649,0.99974,0.99666,0.98746,0.98696,0.98736,0.98753,0.98696,0.98786,0.99708,0.99975,0.98057,0.99525,0.98812,0.99693,0.99621,0.98647,0.99781,0.98676,0.99828,0.9985,0.99973,0.99173,0.99726,0.99764,0.99577,0.99512,0.98561,0.99253,0.98972,0.99225,0.99898,0.99655,0.99793,0.99792,0.996,0.99576,0.99782,0.99282,0.9864,0.98892,0.9987,0.99889,0.97959,0.98088,0.97916,0.97989,0.97764,0.98846,0.98091,0.98077,0.96857,0.98847,0.98602,0.98466,0.98767,0.98709,0.99475,0.98702,0.99485,0.99968,0.99981,0.99792,0.98352,0.99557,0.99238,0.9883,0.9911,0.9878,0.99146,0.96804,0.99587,0.99034,0.99646,0.99472,0.98966,0.9861,0.99452,0.96905,0.9952,0.98698,0.9761,0.98703,0.98482,0.98468,0.99687,0.9969,0.99696,0.98132,0.98096,0.97879,0.97876,0.98194,0.98187,0.98186,0.98187,0.9807,0.98068,0.9373,0.84415,0.94539,0.84499,0.84137,0.9571,0.91104,0.90586,0.91723,0.91588,0.9861,0.98614,0.98574,0.98557,0.98524,0.98539,0.98402,0.98443,0.98229,0.97673,0.84306,0.91531,0.90294,0.90496,0.9276,0.90418,0.849,0.92992,0.91134,0.83018,0.98613,0.98729,0.98716,0.9858,0.98601,0.9858,0.98509,0.9848,0.97708,0.97594,0.84349,0.84219,0.8948,0.90347,0.94105,0.89592,0.90584,0.86017,0.91248,0.91939,0.84575,0.93663,0.84511,0.90066,0.91727,0.94491,0.91141,0.90175,0.92365,0.85838,0.93859,0.93543,0.90831,0.95458,0.93743,0.91561,0.92826,0.84689,0.84726,0.86215,0.94254,0.90499,0.84703,0.90444,0.84834,0.93579,0.90291,0.9095,0.90513,0.91391
39,0.98365,0.99792,0.99819,0.99892,0.98147,0.98353,0.95903,0.96153,0.95517,0.95244,0.97595,0.97576,0.97763,0.97768,0.97579,0.97578,0.97785,0.97777,0.97809,0.97796,0.98346,0.99799,0.98491,0.99772,0.98327,0.98472,0.99795,0.98395,0.99964,0.99946,0.98467,0.98755,0.99815,0.99747,0.99802,0.98784,0.9954,0.99639,0.9981,1.0,0.99894,0.99875,0.98478,0.99743,0.99227,0.99368,0.98931,0.99273,0.99699,0.99482,0.98509,0.99846,0.98751,0.99776,0.98397,0.99624,0.99806,0.99744,0.99788,0.99355,0.98518,0.98768,0.98535,0.98491,0.98767,0.98576,0.99783,0.99828,0.98258,0.9919,0.98578,0.99806,0.99772,0.98734,0.99583,0.98734,0.99655,0.99655,0.99783,0.99238,0.99841,0.99865,0.99664,0.99259,0.98276,0.99281,0.98868,0.99251,0.99723,0.99444,0.99887,0.99811,0.99748,0.9968,0.99592,0.9933,0.9866,0.98909,0.99689,0.99747,0.97553,0.97686,0.97415,0.97507,0.97271,0.98816,0.97724,0.97702,0.96544,0.98627,0.98348,0.98158,0.98496,0.98447,0.99172,0.98746,0.99419,0.99785,0.998,0.99516,0.97864,0.9918,0.98804,0.9838,0.98668,0.98754,0.99097,0.96388,0.99237,0.98685,0.99308,0.99082,0.98514,0.98237,0.99032,0.96494,0.99164,0.98594,0.97195,0.98589,0.98203,0.98185,0.99832,0.9983,0.99843,0.97799,0.97774,0.97655,0.97649,0.97864,0.97845,0.97843,0.97863,0.97713,0.97712,0.93501,0.84173,0.94199,0.84272,0.83964,0.95316,0.90786,0.90175,0.91362,0.9119,0.98355,0.98355,0.98269,0.98245,0.98148,0.98344,0.97942,0.97984,0.97815,0.97405,0.84089,0.91264,0.90034,0.90276,0.92446,0.90147,0.84658,0.9258,0.90709,0.82565,0.98392,0.98496,0.9849,0.98358,0.98392,0.98384,0.9817,0.98227,0.97444,0.97367,0.84094,0.83966,0.89191,0.90097,0.93699,0.8928,0.90008,0.85573,0.90876,0.9147,0.84359,0.93356,0.84278,0.89817,0.91416,0.94131,0.90829,0.89884,0.91974,0.85279,0.93518,0.9315,0.90385,0.95193,0.93418,0.91192,0.92429,0.84475,0.84518,0.85835,0.93889,0.9025,0.84493,0.90195,0.84638,0.93203,0.89937,0.90519,0.9017,0.9098
