,model,DockQ
194,T1132TS239_1o,0.00132
195,T1132TS398_2o,0.00127
196,T1132TS165_3o,0.00126
197,T1132TS165_5o,0.00124
198,T1132TS003_3o,0.00123
199,T1132TS147_1o,0.00122
200,T1132TS398_3o,0.00121
201,T1132TS150_5o,0.00111
202,T1132TS119_1o,0.0011
203,T1132TS131_1o,0.0011
204,T1132TS398_1o,0.00107
205,T1132TS348_1o,0.00098
206,T1132TS278_4o,0.00098
207,T1132TS390_1o,0.00097
208,T1132TS320_1o,0.00097
209,T1132TS119_2o,0.00097
210,T1132TS169_4o,0.00088
211,T1132TS086_5o,0.00087
212,T1132TS188_5o,0.00078
213,T1132TS150_1o,0.00075
214,T1132TS314_1o,0.00065
215,T1132TS239_5o,0.00039
216,T1132TS234_2o,0.00015
217,T1132TS234_1o,0.00014
218,T1132TS477_1o,0.0
219,T1132TS493_1o,0.0
220,T1132TS493_2o,0.0
221,T1132TS493_3o,0.0
222,T1132TS493_4o,0.0
223,T1132TS493_5o,0.0
