,model,DockQ
164,H1143TS125_3,0.22594
165,H1143TS054_3,0.22594
166,H1143TS097_5,0.22488
167,H1143TS097_4,0.22404
168,H1143TS398_5,0.22365
169,H1143TS444_1,0.22359
170,H1143TS367_5,0.2232
171,H1143TS165_1,0.22296
172,H1143TS298_2,0.22226
173,H1143TS439_3,0.22198
174,H1143TS239_2,0.22198
175,H1143TS187_5,0.22197
176,H1143TS423_5,0.22197
177,H1143TS011_3,0.22154
178,H1143TS434_3,0.22154
179,H1143TS227_3,0.22154
180,H1143TS390_4,0.22138
181,H1143TS320_4,0.22138
182,H1143TS158_5,0.22125
183,H1143TS086_4,0.22125
184,H1143TS188_2,0.22092
185,H1143TS098_2,0.22092
186,H1143TS169_3,0.22092
187,H1143TS169_4,0.22066
188,H1143TS098_3,0.22066
189,H1143TS188_3,0.22066
190,H1143TS423_3,0.21977
191,H1143TS187_3,0.21977
192,H1143TS433_4,0.21943
193,H1143TS441_4,0.21943
194,H1143TS035_1,0.21753
195,H1143TS248_1,0.21753
196,H1143TS288_4,0.21693
197,H1143TS234_5,0.21679
198,H1143TS462_5,0.21646
199,H1143TS234_1,0.2164
200,H1143TS158_1,0.21541
201,H1143TS086_2,0.21541
202,H1143TS003_3,0.21541
203,H1143TS314_4,0.21455
204,H1143TS367_3,0.21449
205,H1143TS234_3,0.21406
206,H1143TS011_4,0.21321
207,H1143TS227_4,0.21321
208,H1143TS434_4,0.21321
209,H1143TS239_4,0.21177
210,H1143TS433_2,0.21162
211,H1143TS441_2,0.21162
212,H1143TS185_2,0.20973
213,H1143TS071_3,0.20881
214,H1143TS278_4,0.2082
215,H1143TS239_1,0.20732
216,H1143TS225_1,0.2067
217,H1143TS185_5,0.20654
218,H1143TS288_2,0.20611
219,H1143TS035_5,0.2053
220,H1143TS248_5,0.2053
221,H1143TS398_3,0.20451
222,H1143TS037_5,0.2045
223,H1143TS037_3,0.20418
224,H1143TS312_5,0.20379
225,H1143TS494_3,0.20362
226,H1143TS462_2,0.20331
227,H1143TS446_4,0.19914
228,H1143TS461_4,0.19914
229,H1143TS312_1,0.19839
230,H1143TS205_5,0.19762
231,H1143TS147_1,0.197
232,H1143TS147_5,0.19696
233,H1143TS314_2,0.19583
234,H1143TS147_3,0.19439
235,H1143TS037_4,0.19199
236,H1143TS257_4,0.19175
237,H1143TS348_5,0.19132
238,H1143TS439_5,0.18899
239,H1143TS312_2,0.18882
240,H1143TS493_1,0.18879
241,H1143TS314_3,0.18845
242,H1143TS073_3,0.18805
243,H1143TS239_5,0.18694
244,H1143TS119_4,0.18561
245,H1143TS234_2,0.18549
246,H1143TS147_2,0.18507
247,H1143TS035_2,0.1847
248,H1143TS248_2,0.1847
249,H1143TS288_5,0.18219
250,H1143TS257_3,0.18121
251,H1143TS035_4,0.18087
252,H1143TS248_4,0.18087
253,H1143TS225_3,0.18062
254,H1143TS071_5,0.18056
255,H1143TS187_4,0.17832
256,H1143TS423_4,0.17832
257,H1143TS234_4,0.17795
258,H1143TS461_1,0.17793
259,H1143TS446_1,0.17793
260,H1143TS312_4,0.17652
261,H1143TS461_3,0.17597
262,H1143TS446_3,0.17597
263,H1143TS091_4,0.17406
264,H1143TS037_2,0.16902
265,H1143TS073_1,0.16859
266,H1143TS398_2,0.16709
267,H1143TS257_1,0.16158
268,H1143TS350_5,0.16111
269,H1143TS225_4,0.15916
270,H1143TS119_2,0.15797
271,H1143TS257_2,0.1539
272,H1143TS091_5,0.15113
273,H1143TS073_2,0.15062
274,H1143TS205_4,0.14894
275,H1143TS225_5,0.14142
276,H1143TS071_2,0.13384
277,H1143TS433_1,0.13118
278,H1143TS441_1,0.13118
279,H1143TS257_5,0.1304
280,H1143TS165_4,0.12731
281,H1143TS248_3,0.12722
282,H1143TS035_3,0.12722
283,H1143TS165_5,0.12495
284,H1143TS067_1,0.12307
285,H1143TS073_4,0.12125
286,H1143TS071_4,0.11973
287,H1143TS350_4,0.11915
288,H1143TS494_4,0.11126
289,H1143TS091_3,0.10929
290,H1143TS091_2,0.10314
291,H1143TS091_1,0.08205
292,H1143TS092_1,0.07145
293,H1143TS067_2,0.06727
294,H1143TS333_1,0.00933
295,H1143TS368_1,0.00933
296,H1143TS052_1,0.0052
297,H1143TS315_1,0.0052
298,H1143TS368_3,2e-05
299,H1143TS333_3,2e-05
300,H1143TS333_2,2e-05
301,H1143TS368_2,2e-05
302,H1143TS333_5,2e-05
303,H1143TS368_5,2e-05
304,H1143TS333_4,1e-05
305,H1143TS368_4,1e-05
