,model,DockQ
238,H1151TS399_5,0.02046
239,H1151TS125_5,0.02046
240,H1151TS086_3,0.02038
241,H1151TS493_1,0.02036
242,H1151TS399_4,0.02027
243,H1151TS054_4,0.02027
244,H1151TS125_4,0.02027
245,H1151TS158_2,0.02024
246,H1151TS086_1,0.02024
247,H1151TS003_2,0.02024
248,H1151TS205_1,0.02023
249,H1151TS187_5,0.02012
250,H1151TS423_5,0.02012
251,H1151TS071_3,0.01987
252,H1151TS298_3,0.01948
253,H1151TS158_4,0.01948
254,H1151TS477_1,0.01941
255,H1151TS215_2,0.01933
256,H1151TS003_3,0.01932
257,H1151TS158_1,0.01932
258,H1151TS493_2,0.01912
259,H1151TS098_4,0.0191
260,H1151TS092_1,0.01878
261,H1151TS461_2,0.01868
262,H1151TS446_2,0.01868
263,H1151TS119_5,0.01849
264,H1151TS205_3,0.01835
265,H1151TS239_4,0.01833
266,H1151TS439_4,0.01833
267,H1151TS011_5,0.01809
268,H1151TS434_5,0.01809
269,H1151TS288_5,0.01801
270,H1151TS074_5,0.01801
271,H1151TS035_4,0.01765
272,H1151TS071_4,0.01737
273,H1151TS439_2,0.01735
274,H1151TS239_2,0.01735
275,H1151TS003_5,0.01734
276,H1151TS367_2,0.01734
277,H1151TS097_5,0.01732
278,H1151TS035_2,0.01708
279,H1151TS257_2,0.01704
280,H1151TS185_3,0.01698
281,H1151TS494_1,0.01648
282,H1151TS150_5,0.01645
283,H1151TS493_5,0.01637
284,H1151TS227_4,0.01625
285,H1151TS133_4,0.01625
286,H1151TS165_1,0.01619
287,H1151TS035_1,0.01597
288,H1151TS037_1,0.01565
289,H1151TS461_4,0.01563
290,H1151TS446_4,0.01563
291,H1151TS037_4,0.01524
292,H1151TS037_5,0.01445
293,H1151TS446_3,0.01422
294,H1151TS461_3,0.01422
295,H1151TS434_3,0.01419
296,H1151TS011_3,0.01419
297,H1151TS185_4,0.0135
298,H1151TS288_4,0.01347
299,H1151TS074_4,0.01347
300,H1151TS446_5,0.01263
301,H1151TS461_5,0.01263
302,H1151TS037_2,0.01191
303,H1151TS288_2,0.01175
304,H1151TS074_2,0.01175
305,H1151TS493_3,0.01135
306,H1151TS215_3,0.01124
307,H1151TS493_4,0.01025
308,H1151TS368_5,0.00904
309,H1151TS333_5,0.00904
310,H1151TS278_3,0.00757
311,H1151TS333_3,0.00743
312,H1151TS368_3,0.00743
313,H1151TS215_5,0.00719
314,H1151TS368_4,0.00681
315,H1151TS333_4,0.00681
