,model,DockQ
108,T1153TS320_5o,0.11835
109,T1153TS390_5o,0.11835
110,T1153TS298_2o,0.11678
111,T1153TS150_3o,0.11652
112,T1153TS091_5o,0.11526
113,T1153TS374_2o,0.11416
114,T1153TS188_4o,0.11408
115,T1153TS481_4o,0.11408
116,T1153TS098_4o,0.11408
117,T1153TS312_1o,0.11371
118,T1153TS125_2o,0.11243
119,T1153TS399_2o,0.11243
120,T1153TS054_2o,0.11243
121,T1153TS131_3o,0.11161
122,T1153TS462_4o,0.11011
123,T1153TS180_4o,0.11011
124,T1153TS390_2o,0.10993
125,T1153TS320_2o,0.10993
126,T1153TS494_2o,0.10891
127,T1153TS494_1o,0.10855
128,T1153TS074_4o,0.1085
129,T1153TS288_4o,0.1085
130,T1153TS150_1o,0.10836
131,T1153TS239_1o,0.10665
132,T1153TS298_5o,0.10606
133,T1153TS188_3o,0.10515
134,T1153TS098_3o,0.10515
135,T1153TS481_3o,0.10515
136,T1153TS091_4o,0.10382
137,T1153TS390_3o,0.10369
138,T1153TS320_3o,0.10369
139,T1153TS003_4o,0.1033
140,T1153TS390_1o,0.10281
141,T1153TS320_1o,0.10281
142,T1153TS314_5o,0.10281
143,T1153TS374_1o,0.10263
144,T1153TS481_1o,0.10252
145,T1153TS188_1o,0.10252
146,T1153TS098_1o,0.10252
147,T1153TS091_3o,0.10249
148,T1153TS150_4o,0.10216
149,T1153TS180_2o,0.1021
150,T1153TS462_2o,0.1021
151,T1153TS298_3o,0.10093
152,T1153TS367_5o,0.10016
153,T1153TS462_1o,0.09973
154,T1153TS180_1o,0.09973
155,T1153TS165_3o,0.09956
156,T1153TS461_1o,0.09857
157,T1153TS446_1o,0.09857
158,T1153TS119_4o,0.09857
159,T1153TS125_5o,0.09745
160,T1153TS399_5o,0.09745
161,T1153TS054_5o,0.09745
162,T1153TS439_5o,0.09742
163,T1153TS360_2o,0.09622
164,T1153TS185_5o,0.09423
165,T1153TS119_2o,0.09218
166,T1153TS131_2o,0.09218
167,T1153TS462_3o,0.09215
168,T1153TS180_3o,0.09215
169,T1153TS150_5o,0.09178
170,T1153TS367_1o,0.09075
171,T1153TS188_5o,0.0906
172,T1153TS098_5o,0.0906
173,T1153TS481_5o,0.0906
174,T1153TS086_5o,0.09054
175,T1153TS462_5o,0.08913
176,T1153TS180_5o,0.08913
177,T1153TS150_2o,0.0881
178,T1153TS367_3o,0.08626
179,T1153TS348_4o,0.08471
180,T1153TS035_5o,0.08396
181,T1153TS248_3o,0.08368
182,T1153TS367_2o,0.08354
183,T1153TS158_5o,0.08285
184,T1153TS248_2o,0.08264
185,T1153TS399_4o,0.08241
186,T1153TS054_4o,0.08241
187,T1153TS125_4o,0.08241
188,T1153TS131_4o,0.08229
189,T1153TS071_2o,0.08023
190,T1153TS493_5o,0.08019
191,T1153TS398_3o,0.08002
192,T1153TS119_5o,0.07982
193,T1153TS131_5o,0.07982
194,T1153TS119_3o,0.07911
195,T1153TS360_1o,0.07738
196,T1153TS205_3o,0.07628
197,T1153TS348_5o,0.07623
198,T1153TS248_5o,0.07554
199,T1153TS278_1o,0.07523
200,T1153TS074_3o,0.07388
201,T1153TS288_3o,0.07388
202,T1153TS398_4o,0.07054
203,T1153TS037_5o,0.06778
204,T1153TS248_4o,0.06623
205,T1153TS071_1o,0.06619
206,T1153TS278_5o,0.06569
207,T1153TS035_4o,0.06348
208,T1153TS477_1o,0.06225
209,T1153TS071_4o,0.06119
210,T1153TS071_5o,0.06103
211,T1153TS091_1o,0.05766
212,T1153TS165_2o,0.05426
213,T1153TS158_4o,0.05289
214,T1153TS003_5o,0.05289
215,T1153TS086_4o,0.05289
216,T1153TS248_1o,0.05248
217,T1153TS398_1o,0.05235
218,T1153TS288_2o,0.05156
219,T1153TS074_1o,0.05156
220,T1153TS288_5o,0.03853
221,T1153TS074_5o,0.03853
222,T1153TS071_3o,0.03786
223,T1153TS165_1o,0.03427
224,T1153TS494_4o,0.00686
225,T1153TS494_3o,0.00035
226,T1153TS035_1o,0.0
227,T1153TS035_2o,0.0
228,T1153TS035_3o,0.0
