,model,DockQ
223,H1129TS434_4,1e-05
224,H1129TS035_3,1e-05
225,H1129TS205_4,1e-05
226,H1129TS348_2,1e-05
227,H1129TS248_4,1e-05
228,H1129TS434_5,1e-05
229,H1129TS169_5,1e-05
230,H1129TS169_4,1e-05
231,H1129TS054_3,1e-05
232,H1129TS399_3,1e-05
233,H1129TS125_3,1e-05
234,H1129TS399_1,0.0
235,H1129TS125_1,0.0
236,H1129TS054_1,0.0
237,H1129TS131_3,0.0
238,H1129TS205_3,0.0
239,H1129TS125_5,0.0
240,H1129TS054_5,0.0
241,H1129TS399_5,0.0
242,H1129TS205_1,0.0
243,H1129TS227_4,0.0
244,H1129TS298_4,0.0
245,H1129TS423_4,0.0
246,H1129TS187_4,0.0
247,H1129TS098_3,0.0
248,H1129TS098_2,0.0
249,H1129TS248_2,0.0
250,H1129TS165_2,0.0
251,H1129TS205_2,0.0
252,H1129TS441_1,0.0
253,H1129TS433_1,0.0
254,H1129TS348_5,0.0
255,H1129TS462_3,0.0
256,H1129TS360_3,0.0
257,H1129TS188_3,0.0
258,H1129TS035_1,0.0
259,H1129TS215_4,0.0
260,H1129TS348_3,0.0
261,H1129TS360_4,0.0
262,H1129TS462_1,0.0
263,H1129TS298_3,0.0
264,H1129TS360_1,0.0
265,H1129TS441_2,0.0
266,H1129TS433_2,0.0
267,H1129TS098_4,0.0
268,H1129TS227_5,0.0
269,H1129TS037_2,0.0
270,H1129TS098_5,0.0
271,H1129TS441_3,0.0
272,H1129TS433_3,0.0
273,H1129TS278_5,0.0
274,H1129TS035_2,0.0
275,H1129TS248_1,0.0
276,H1129TS054_4,0.0
277,H1129TS399_4,0.0
278,H1129TS125_4,0.0
279,H1129TS462_5,0.0
280,H1129TS462_2,0.0
281,H1129TS462_4,0.0
282,H1129TS441_4,0.0
283,H1129TS433_4,0.0
284,H1129TS215_3,0.0
285,H1129TS215_5,0.0
286,H1129TS441_5,0.0
287,H1129TS433_5,0.0
288,H1129TS368_1,0.0
289,H1129TS333_1,0.0
290,H1129TS333_3,0.0
291,H1129TS368_3,0.0
292,H1129TS333_4,0.0
293,H1129TS368_4,0.0
294,H1129TS368_2,0.0
295,H1129TS333_2,0.0
296,H1129TS368_5,0.0
297,H1129TS333_5,0.0
298,H1129TS477_1,0.0
