,model,DockQ
126,T1187TS131_2o,0.10409
127,T1187TS298_1o,0.10359
128,T1187TS494_5o,0.10321
129,T1187TS447_4o,0.10318
130,T1187TS188_5o,0.10251
131,T1187TS462_5o,0.10237
132,T1187TS180_5o,0.10237
133,T1187TS320_2o,0.10154
134,T1187TS390_2o,0.10154
135,T1187TS314_1o,0.10154
136,T1187TS447_1o,0.10147
137,T1187TS441_2o,0.10135
138,T1187TS433_2o,0.10135
139,T1187TS439_2o,0.10116
140,T1187TS239_2o,0.10116
141,T1187TS229_1o,0.10116
142,T1187TS494_2o,0.10096
143,T1187TS348_4o,0.10084
144,T1187TS054_3o,0.10037
145,T1187TS125_3o,0.10037
146,T1187TS399_3o,0.10037
147,T1187TS073_5o,0.10035
148,T1187TS444_4o,0.10021
149,T1187TS037_5o,0.09959
150,T1187TS298_4o,0.09934
151,T1187TS165_2o,0.09929
152,T1187TS150_4o,0.09911
153,T1187TS234_5o,0.09902
154,T1187TS245_3o,0.09823
155,T1187TS091_3o,0.09796
156,T1187TS385_1o,0.09794
157,T1187TS245_1o,0.09794
158,T1187TS188_3o,0.09777
159,T1187TS493_2o,0.09775
160,T1187TS147_2o,0.097
161,T1187TS374_5o,0.09681
162,T1187TS446_3o,0.09668
163,T1187TS461_3o,0.09668
164,T1187TS447_2o,0.09637
165,T1187TS071_5o,0.09547
166,T1187TS185_5o,0.09477
167,T1187TS367_3o,0.09464
168,T1187TS150_2o,0.09417
169,T1187TS091_2o,0.09364
170,T1187TS493_4o,0.0927
171,T1187TS071_1o,0.09242
172,T1187TS398_1o,0.091
173,T1187TS461_5o,0.09092
174,T1187TS446_5o,0.09092
175,T1187TS494_3o,0.09066
176,T1187TS360_1o,0.09023
177,T1187TS493_3o,0.09005
178,T1187TS360_3o,0.08994
179,T1187TS367_4o,0.08928
180,T1187TS398_5o,0.08864
181,T1187TS150_3o,0.08836
182,T1187TS348_5o,0.08767
183,T1187TS188_4o,0.08751
184,T1187TS071_2o,0.08701
185,T1187TS131_4o,0.08645
186,T1187TS131_1o,0.08638
187,T1187TS398_2o,0.08629
188,T1187TS494_4o,0.08603
189,T1187TS165_4o,0.08583
190,T1187TS229_3o,0.0858
191,T1187TS439_3o,0.0858
192,T1187TS239_1o,0.0858
193,T1187TS071_3o,0.0854
194,T1187TS278_4o,0.08501
195,T1187TS071_4o,0.08429
196,T1187TS390_5o,0.08423
197,T1187TS320_5o,0.08423
198,T1187TS439_4o,0.08377
199,T1187TS229_4o,0.08377
200,T1187TS239_4o,0.08377
201,T1187TS390_4o,0.08271
202,T1187TS119_1o,0.08271
203,T1187TS320_4o,0.08271
204,T1187TS298_5o,0.08195
205,T1187TS046_1o,0.0815
206,T1187TS035_1o,0.0815
207,T1187TS248_1o,0.0815
208,T1187TS304_1o,0.0815
209,T1187TS312_5o,0.0814
210,T1187TS205_3o,0.08092
211,T1187TS320_3o,0.08022
212,T1187TS390_3o,0.08022
213,T1187TS119_3o,0.08022
214,T1187TS441_5o,0.08017
215,T1187TS433_5o,0.08017
216,T1187TS446_2o,0.08013
217,T1187TS461_2o,0.08013
218,T1187TS003_4o,0.08009
219,T1187TS320_1o,0.07961
220,T1187TS390_1o,0.07961
221,T1187TS433_3o,0.07939
222,T1187TS441_3o,0.07939
223,T1187TS312_4o,0.07917
224,T1187TS462_1o,0.07903
225,T1187TS180_1o,0.07903
226,T1187TS367_1o,0.07878
227,T1187TS086_1o,0.07878
228,T1187TS158_3o,0.07878
229,T1187TS423_5o,0.07772
230,T1187TS461_4o,0.07678
231,T1187TS446_4o,0.07678
232,T1187TS098_3o,0.07651
233,T1187TS169_5o,0.07651
234,T1187TS423_1o,0.07634
235,T1187TS187_1o,0.07634
236,T1187TS477_1o,0.0762
237,T1187TS462_3o,0.07529
238,T1187TS180_3o,0.07529
239,T1187TS398_4o,0.07498
240,T1187TS234_4o,0.07462
241,T1187TS234_3o,0.07436
242,T1187TS205_4o,0.07407
243,T1187TS234_1o,0.07393
244,T1187TS360_2o,0.07343
245,T1187TS165_1o,0.07168
246,T1187TS360_5o,0.07048
247,T1187TS234_2o,0.07035
248,T1187TS447_3o,0.06903
249,T1187TS312_3o,0.06809
250,T1187TS441_1o,0.06634
251,T1187TS433_1o,0.06634
252,T1187TS091_4o,0.06609
253,T1187TS312_2o,0.06551
254,T1187TS423_2o,0.06412
255,T1187TS187_2o,0.06412
256,T1187TS035_5o,0.06275
257,T1187TS304_5o,0.06275
258,T1187TS248_5o,0.06275
259,T1187TS046_5o,0.06275
260,T1187TS046_4o,0.0589
261,T1187TS304_4o,0.0589
262,T1187TS248_4o,0.0589
263,T1187TS035_4o,0.0589
264,T1187TS180_2o,0.05834
265,T1187TS462_2o,0.05834
266,T1187TS122_4o,0.05793
267,T1187TS446_1o,0.05778
268,T1187TS461_1o,0.05778
269,T1187TS122_5o,0.05759
270,T1187TS122_3o,0.05757
271,T1187TS122_1o,0.05757
272,T1187TS122_2o,0.05748
273,T1187TS398_3o,0.05698
274,T1187TS360_4o,0.05599
275,T1187TS091_1o,0.05563
276,T1187TS180_4o,0.05095
277,T1187TS462_4o,0.05095
278,T1187TS150_5o,0.04858
279,T1187TS188_1o,0.04628
280,T1187TS374_2o,0.04512
281,T1187TS187_3o,0.04477
282,T1187TS423_3o,0.04477
283,T1187TS046_2o,0.04424
284,T1187TS035_2o,0.04424
285,T1187TS248_2o,0.04424
286,T1187TS304_2o,0.04424
287,T1187TS091_5o,0.04389
288,T1187TS119_4o,0.04344
289,T1187TS046_3o,0.04278
290,T1187TS248_3o,0.04278
291,T1187TS304_3o,0.04278
292,T1187TS035_3o,0.04278
293,T1187TS165_3o,0.03822
294,T1187TS150_1o,0.03721
