,model,DockQ
73,H1144TS434_2,0.29577
74,H1144TS150_4,0.29403
75,H1144TS444_3,0.29343
76,H1144TS447_3,0.29252
77,H1144TS054_3,0.29189
78,H1144TS125_3,0.29189
79,H1144TS399_3,0.29189
80,H1144TS374_4,0.29117
81,H1144TS446_4,0.29088
82,H1144TS461_4,0.29088
83,H1144TS461_3,0.28986
84,H1144TS446_3,0.28986
85,H1144TS131_2,0.28914
86,H1144TS494_5,0.28839
87,H1144TS288_2,0.28716
88,H1144TS298_4,0.28686
89,H1144TS239_1,0.28678
90,H1144TS225_1,0.28675
91,H1144TS398_2,0.2861
92,H1144TS257_5,0.28566
93,H1144TS150_5,0.28538
94,H1144TS298_1,0.285
95,H1144TS360_1,0.285
96,H1144TS374_5,0.28439
97,H1144TS493_2,0.28429
98,H1144TS125_5,0.28427
99,H1144TS054_5,0.28427
100,H1144TS399_5,0.28427
101,H1144TS239_2,0.28417
102,H1144TS312_1,0.28359
103,H1144TS462_2,0.28351
104,H1144TS446_2,0.28331
105,H1144TS461_2,0.28331
106,H1144TS227_5,0.28321
107,H1144TS133_5,0.28321
108,H1144TS003_1,0.28289
109,H1144TS086_4,0.28289
110,H1144TS158_1,0.28289
111,H1144TS348_5,0.28208
112,H1144TS150_3,0.28132
113,H1144TS225_2,0.28131
114,H1144TS462_5,0.28098
115,H1144TS390_3,0.28076
116,H1144TS320_3,0.28076
117,H1144TS350_2,0.28025
118,H1144TS147_5,0.28004
119,H1144TS312_5,0.27983
120,H1144TS434_4,0.2797
121,H1144TS011_4,0.2797
122,H1144TS350_3,0.27803
123,H1144TS374_2,0.27627
124,H1144TS003_5,0.27626
125,H1144TS158_4,0.27626
126,H1144TS367_2,0.27357
127,H1144TS350_1,0.27352
128,H1144TS086_2,0.27285
129,H1144TS367_5,0.27285
130,H1144TS385_1,0.27149
131,H1144TS390_4,0.27149
132,H1144TS320_4,0.27149
133,H1144TS245_1,0.27149
134,H1144TS131_5,0.27001
135,H1144TS398_4,0.26956
136,H1144TS180_2,0.26852
137,H1144TS288_1,0.26764
138,H1144TS131_1,0.26763
139,H1144TS119_1,0.26685
140,H1144TS477_1,0.26623
141,H1144TS374_3,0.26535
142,H1144TS125_4,0.26534
143,H1144TS399_4,0.26534
144,H1144TS054_4,0.26534
145,H1144TS205_2,0.26484
146,H1144TS350_4,0.264
147,H1144TS423_2,0.26326
148,H1144TS187_2,0.26326
149,H1144TS227_3,0.26316
150,H1144TS133_3,0.26316
151,H1144TS461_5,0.26297
152,H1144TS446_5,0.26297
153,H1144TS439_1,0.26214
154,H1144TS367_3,0.26181
155,H1144TS278_4,0.2603
156,H1144TS439_5,0.25986
157,H1144TS180_3,0.25985
158,H1144TS248_4,0.25945
159,H1144TS035_4,0.25945
160,H1144TS225_3,0.25936
161,H1144TS131_4,0.25887
162,H1144TS314_3,0.25801
163,H1144TS257_2,0.25743
164,H1144TS180_4,0.25687
165,H1144TS439_4,0.25646
166,H1144TS225_4,0.25622
167,H1144TS188_3,0.2549
168,H1144TS169_2,0.2549
169,H1144TS098_3,0.2549
170,H1144TS348_3,0.25467
171,H1144TS314_2,0.25439
172,H1144TS188_1,0.25438
173,H1144TS098_1,0.25438
174,H1144TS119_3,0.25435
175,H1144TS234_1,0.254
176,H1144TS462_3,0.25319
177,H1144TS180_5,0.25212
178,H1144TS234_5,0.2513
179,H1144TS037_1,0.25112
180,H1144TS147_1,0.25056
181,H1144TS298_5,0.25028
182,H1144TS035_5,0.25021
183,H1144TS248_5,0.25021
184,H1144TS493_3,0.25012
185,H1144TS037_3,0.24989
186,H1144TS131_3,0.24976
187,H1144TS205_3,0.24732
188,H1144TS314_1,0.24582
189,H1144TS423_5,0.24576
190,H1144TS187_5,0.24576
191,H1144TS091_1,0.24556
192,H1144TS374_1,0.24525
193,H1144TS257_3,0.24523
194,H1144TS493_5,0.24459
195,H1144TS234_2,0.24223
196,H1144TS185_5,0.24192
197,H1144TS447_2,0.24147
198,H1144TS239_5,0.24095
199,H1144TS439_2,0.24095
200,H1144TS187_3,0.24083
201,H1144TS423_3,0.24083
202,H1144TS446_1,0.23984
203,H1144TS461_1,0.23984
204,H1144TS278_3,0.23953
205,H1144TS091_3,0.23942
206,H1144TS165_3,0.2392
207,H1144TS054_1,0.23762
208,H1144TS399_1,0.23762
209,H1144TS125_1,0.23762
210,H1144TS239_4,0.23688
211,H1144TS493_1,0.23639
212,H1144TS097_2,0.23626
213,H1144TS225_5,0.23586
214,H1144TS185_1,0.23547
215,H1144TS288_5,0.23443
216,H1144TS071_2,0.23312
217,H1144TS097_5,0.23236
218,H1144TS348_1,0.23196
219,H1144TS234_4,0.23191
220,H1144TS439_3,0.2317
221,H1144TS288_3,0.23135
222,H1144TS185_4,0.22933
223,H1144TS119_2,0.22884
224,H1144TS071_5,0.22763
225,H1144TS188_5,0.22757
226,H1144TS098_5,0.22757
227,H1144TS073_5,0.22716
228,H1144TS037_5,0.22714
229,H1144TS314_4,0.22638
230,H1144TS073_1,0.22631
231,H1144TS205_4,0.22622
232,H1144TS035_2,0.22475
233,H1144TS248_2,0.22475
234,H1144TS447_4,0.22377
235,H1144TS187_4,0.22338
236,H1144TS423_4,0.22338
237,H1144TS097_1,0.22323
238,H1144TS073_3,0.22242
239,H1144TS185_3,0.22106
240,H1144TS097_3,0.22104
241,H1144TS037_4,0.21976
242,H1144TS037_2,0.21968
243,H1144TS278_1,0.21958
244,H1144TS314_5,0.21921
245,H1144TS278_5,0.21813
246,H1144TS257_1,0.21562
247,H1144TS119_5,0.21485
248,H1144TS441_3,0.21427
249,H1144TS433_3,0.21427
250,H1144TS257_4,0.21278
251,H1144TS091_5,0.2118
252,H1144TS071_1,0.20731
253,H1144TS165_2,0.20728
254,H1144TS185_2,0.2065
255,H1144TS278_2,0.20594
256,H1144TS091_4,0.20593
257,H1144TS234_3,0.20374
258,H1144TS397_3,0.20363
259,H1144TS312_2,0.2036
260,H1144TS433_1,0.20318
261,H1144TS441_1,0.20318
262,H1144TS119_4,0.20209
263,H1144TS097_4,0.20092
264,H1144TS494_2,0.19804
265,H1144TS071_4,0.19716
266,H1144TS073_2,0.19332
267,H1144TS494_3,0.19144
268,H1144TS494_4,0.18461
269,H1144TS433_5,0.18401
270,H1144TS441_5,0.18401
271,H1144TS433_2,0.18305
272,H1144TS441_2,0.18305
273,H1144TS288_4,0.18038
274,H1144TS071_3,0.17681
275,H1144TS187_1,0.17654
276,H1144TS423_1,0.17654
277,H1144TS091_2,0.17273
278,H1144TS165_1,0.16545
279,H1144TS073_4,0.16379
280,H1144TS397_4,0.15702
281,H1144TS248_3,0.15585
282,H1144TS035_3,0.15585
283,H1144TS397_2,0.15562
284,H1144TS494_1,0.14574
285,H1144TS205_1,0.14383
286,H1144TS312_4,0.13314
287,H1144TS398_1,0.12935
288,H1144TS215_3,0.12677
289,H1144TS248_1,0.12374
290,H1144TS035_1,0.12374
291,H1144TS067_1,0.11538
292,H1144TS165_5,0.11325
293,H1144TS067_2,0.10773
294,H1144TS215_1,0.10438
295,H1144TS215_2,0.097
296,H1144TS215_4,0.09429
297,H1144TS092_1,0.09216
298,H1144TS397_5,0.09071
299,H1144TS397_1,0.0829
300,H1144TS215_5,0.08168
301,H1144TS315_1,0.05789
302,H1144TS052_1,0.05789
303,H1144TS333_4,5e-05
304,H1144TS368_4,5e-05
305,H1144TS368_5,5e-05
306,H1144TS333_5,5e-05
307,H1144TS368_3,4e-05
308,H1144TS333_3,4e-05
309,H1144TS368_1,4e-05
310,H1144TS333_1,4e-05
311,H1144TS368_2,3e-05
312,H1144TS333_2,3e-05
