,model,DockQ
98,T1174TS158_4o,0.01138
99,T1174TS086_2o,0.01138
100,T1174TS185_5o,0.01105
101,T1174TS390_4o,0.01093
102,T1174TS461_4o,0.01031
103,T1174TS446_4o,0.01031
104,T1174TS367_2o,0.01026
105,T1174TS493_2o,0.01024
106,T1174TS423_1o,0.01005
107,T1174TS187_1o,0.01005
108,T1174TS444_4o,0.0099
109,T1174TS180_1o,0.00975
110,T1174TS086_4o,0.0095
111,T1174TS434_4o,0.00941
112,T1174TS011_4o,0.00941
113,T1174TS180_5o,0.0094
114,T1174TS462_5o,0.00938
115,T1174TS493_4o,0.00928
116,T1174TS180_3o,0.00925
117,T1174TS180_2o,0.00909
118,T1174TS239_1o,0.00907
119,T1174TS229_1o,0.00907
120,T1174TS229_2o,0.00905
121,T1174TS439_2o,0.00905
122,T1174TS239_2o,0.00905
123,T1174TS187_3o,0.009
124,T1174TS423_3o,0.009
125,T1174TS229_4o,0.0089
126,T1174TS239_4o,0.0089
127,T1174TS119_2o,0.00888
128,T1174TS439_1o,0.00886
129,T1174TS169_4o,0.00865
130,T1174TS188_1o,0.00865
131,T1174TS248_1o,0.00862
132,T1174TS035_1o,0.00862
133,T1174TS098_3o,0.00861
134,T1174TS188_3o,0.00861
135,T1174TS169_5o,0.00861
136,T1174TS125_2o,0.0086
137,T1174TS054_2o,0.0086
138,T1174TS399_2o,0.0086
139,T1174TS180_4o,0.00859
140,T1174TS150_1o,0.00855
141,T1174TS071_5o,0.00849
142,T1174TS239_5o,0.00846
143,T1174TS229_5o,0.00846
144,T1174TS439_5o,0.00846
145,T1174TS147_5o,0.00839
146,T1174TS444_3o,0.00813
147,T1174TS360_1o,0.00809
148,T1174TS098_2o,0.00772
149,T1174TS169_3o,0.00772
150,T1174TS037_4o,0.00744
151,T1174TS390_1o,0.00744
152,T1174TS320_1o,0.0074
153,T1174TS119_5o,0.0074
154,T1174TS360_5o,0.0074
155,T1174TS461_2o,0.0074
156,T1174TS446_2o,0.0074
157,T1174TS348_2o,0.00737
158,T1174TS494_5o,0.00706
159,T1174TS348_1o,0.00705
160,T1174TS298_1o,0.00701
161,T1174TS494_3o,0.00648
162,T1174TS119_3o,0.00647
163,T1174TS360_4o,0.0062
164,T1174TS390_2o,0.0062
165,T1174TS205_4o,0.00613
166,T1174TS348_4o,0.0061
167,T1174TS462_4o,0.00609
168,T1174TS227_1o,0.00594
169,T1174TS133_1o,0.00594
170,T1174TS150_4o,0.00572
171,T1174TS434_1o,0.00563
172,T1174TS011_1o,0.00563
173,T1174TS374_3o,0.00556
174,T1174TS291_3o,0.00549
175,T1174TS350_3o,0.00549
176,T1174TS298_4o,0.00517
177,T1174TS091_3o,0.00483
178,T1174TS399_1o,0.00482
179,T1174TS054_1o,0.00482
180,T1174TS125_1o,0.00482
181,T1174TS390_3o,0.00477
182,T1174TS320_5o,0.00477
183,T1174TS003_3o,0.00448
184,T1174TS071_1o,0.00432
185,T1174TS091_4o,0.00426
186,T1174TS205_5o,0.00422
187,T1174TS187_5o,0.0042
188,T1174TS133_5o,0.00411
189,T1174TS227_5o,0.00411
190,T1174TS054_4o,0.00403
191,T1174TS399_4o,0.00403
192,T1174TS125_4o,0.00403
193,T1174TS158_2o,0.00374
194,T1174TS003_4o,0.00374
195,T1174TS086_5o,0.00374
196,T1174TS367_1o,0.00374
197,T1174TS086_1o,0.00369
198,T1174TS003_2o,0.00369
199,T1174TS158_1o,0.00369
200,T1174TS367_4o,0.00369
201,T1174TS150_3o,0.00362
202,T1174TS374_1o,0.0035
203,T1174TS374_2o,0.00348
204,T1174TS091_5o,0.00325
205,T1174TS071_2o,0.00323
206,T1174TS071_4o,0.00322
207,T1174TS037_1o,0.00311
208,T1174TS011_5o,0.00309
209,T1174TS434_5o,0.00309
210,T1174TS348_3o,0.00295
211,T1174TS133_2o,0.00281
212,T1174TS227_2o,0.00281
213,T1174TS385_1o,0.00266
214,T1174TS245_1o,0.00266
215,T1174TS147_3o,0.00257
216,T1174TS071_3o,0.00195
217,T1174TS169_2o,0.00192
218,T1174TS188_4o,0.00192
219,T1174TS158_3o,0.00151
220,T1174TS003_5o,0.00151
221,T1174TS086_3o,0.00151
222,T1174TS165_2o,0.00098
223,T1174TS398_2o,0.00098
224,T1174TS320_2o,0.00087
225,T1174TS462_3o,0.00077
226,T1174TS477_1o,0.00075
227,T1174TS054_3o,0.00069
228,T1174TS125_3o,0.00069
229,T1174TS399_3o,0.00069
230,T1174TS165_1o,0.00057
231,T1174TS398_1o,0.00057
232,T1174TS131_3o,0.00045
233,T1174TS374_5o,0.00044
234,T1174TS165_5o,0.00026
235,T1174TS398_4o,0.00026
236,T1174TS398_3o,0.00025
237,T1174TS165_4o,0.00025
238,T1174TS374_4o,0.00025
239,T1174TS390_5o,0.00012
240,T1174TS248_2o,0.00012
241,T1174TS035_2o,0.00012
242,T1174TS074_2o,9e-05
243,T1174TS073_2o,6e-05
244,T1174TS288_2o,6e-05
245,T1174TS493_5o,6e-05
246,T1174TS248_5o,5e-05
247,T1174TS035_5o,5e-05
248,T1174TS165_3o,5e-05
249,T1174TS188_5o,4e-05
250,T1174TS131_4o,3e-05
251,T1174TS434_3o,3e-05
252,T1174TS011_3o,3e-05
253,T1174TS131_1o,3e-05
254,T1174TS398_5o,2e-05
255,T1174TS423_2o,1e-05
256,T1174TS187_2o,1e-05
257,T1174TS131_5o,1e-05
258,T1174TS150_5o,0.0
259,T1174TS098_4o,0.0
260,T1174TS131_2o,0.0
261,T1174TS187_4o,0.0
262,T1174TS423_4o,0.0
263,T1174TS188_2o,0.0
264,T1174TS441_3o,0.0
265,T1174TS433_3o,0.0
266,T1174TS423_5o,0.0
267,T1174TS433_5o,0.0
268,T1174TS441_5o,0.0
269,T1174TS441_2o,0.0
270,T1174TS433_2o,0.0
271,T1174TS312_4o,0.0
272,T1174TS441_1o,0.0
273,T1174TS433_1o,0.0
274,T1174TS312_2o,0.0
275,T1174TS312_1o,0.0
276,T1174TS312_5o,0.0
277,T1174TS312_3o,0.0
278,T1174TS098_5o,0.0
279,T1174TS433_4o,0.0
280,T1174TS441_4o,0.0
