,model,DockQ
113,T1179TS086_4o,0.01543
114,T1179TS348_2o,0.01543
115,T1179TS125_2o,0.01497
116,T1179TS399_2o,0.01497
117,T1179TS054_2o,0.01497
118,T1179TS314_2o,0.01495
119,T1179TS158_4o,0.01485
120,T1179TS086_5o,0.01485
121,T1179TS278_3o,0.01483
122,T1179TS037_1o,0.01482
123,T1179TS248_4o,0.0148
124,T1179TS035_4o,0.0148
125,T1179TS073_2o,0.01473
126,T1179TS374_3o,0.01427
127,T1179TS298_1o,0.0142
128,T1179TS493_4o,0.01403
129,T1179TS278_4o,0.01398
130,T1179TS205_4o,0.01397
131,T1179TS037_5o,0.01387
132,T1179TS360_5o,0.01373
133,T1179TS494_4o,0.01324
134,T1179TS229_5o,0.0132
135,T1179TS239_5o,0.0132
136,T1179TS239_3o,0.01294
137,T1179TS229_3o,0.01294
138,T1179TS187_3o,0.01288
139,T1179TS423_3o,0.01288
140,T1179TS119_5o,0.01286
141,T1179TS348_4o,0.01285
142,T1179TS444_4o,0.01281
143,T1179TS360_3o,0.01268
144,T1179TS234_2o,0.01254
145,T1179TS444_1o,0.01248
146,T1179TS374_5o,0.01217
147,T1179TS433_5o,0.01176
148,T1179TS441_5o,0.01176
149,T1179TS248_5o,0.01166
150,T1179TS035_5o,0.01166
151,T1179TS119_3o,0.01153
152,T1179TS131_3o,0.01127
153,T1179TS298_5o,0.01106
154,T1179TS239_4o,0.01097
155,T1179TS229_4o,0.01097
156,T1179TS320_2o,0.01068
157,T1179TS288_4o,0.01068
158,T1179TS073_4o,0.01068
159,T1179TS150_3o,0.01039
160,T1179TS398_3o,0.01038
161,T1179TS185_5o,0.01031
162,T1179TS441_1o,0.00981
163,T1179TS433_1o,0.00981
164,T1179TS447_4o,0.0094
165,T1179TS348_5o,0.00936
166,T1179TS360_4o,0.00921
167,T1179TS071_1o,0.00887
168,T1179TS298_4o,0.00873
169,T1179TS374_4o,0.00867
170,T1179TS131_4o,0.00847
171,T1179TS125_4o,0.00835
172,T1179TS054_4o,0.00835
173,T1179TS399_4o,0.00835
174,T1179TS320_5o,0.00834
175,T1179TS390_3o,0.00809
176,T1179TS205_3o,0.00804
177,T1179TS188_2o,0.00797
178,T1179TS169_5o,0.00749
179,T1179TS098_5o,0.00749
180,T1179TS074_5o,0.00738
181,T1179TS288_2o,0.00738
182,T1179TS205_1o,0.00728
183,T1179TS398_2o,0.00702
184,T1179TS312_3o,0.00673
185,T1179TS360_1o,0.00673
186,T1179TS180_1o,0.00668
187,T1179TS367_5o,0.00668
188,T1179TS131_2o,0.00649
189,T1179TS494_1o,0.00648
190,T1179TS494_5o,0.00635
191,T1179TS441_3o,0.00616
192,T1179TS433_3o,0.00616
193,T1179TS441_4o,0.00612
194,T1179TS433_4o,0.00612
195,T1179TS180_5o,0.00606
196,T1179TS433_2o,0.00593
197,T1179TS441_2o,0.00593
198,T1179TS278_1o,0.00589
199,T1179TS150_5o,0.00583
200,T1179TS180_2o,0.00582
201,T1179TS188_4o,0.00569
202,T1179TS444_2o,0.00558
203,T1179TS188_5o,0.00556
204,T1179TS390_5o,0.00534
205,T1179TS444_5o,0.00529
206,T1179TS169_3o,0.00512
207,T1179TS098_3o,0.00512
208,T1179TS494_2o,0.00507
209,T1179TS035_1o,0.00504
210,T1179TS248_1o,0.00504
211,T1179TS320_1o,0.00503
212,T1179TS071_3o,0.0049
213,T1179TS150_1o,0.00489
214,T1179TS169_2o,0.00468
215,T1179TS098_2o,0.00468
216,T1179TS035_3o,0.00458
217,T1179TS248_3o,0.00458
218,T1179TS291_2o,0.00451
219,T1179TS350_2o,0.00451
220,T1179TS312_1o,0.00448
221,T1179TS493_1o,0.00422
222,T1179TS278_2o,0.00394
223,T1179TS312_4o,0.0036
224,T1179TS180_3o,0.00333
225,T1179TS312_5o,0.0029
226,T1179TS398_1o,0.00286
227,T1179TS165_2o,0.00282
228,T1179TS188_1o,0.00268
229,T1179TS314_5o,0.00266
230,T1179TS390_1o,0.00266
231,T1179TS348_1o,0.00262
232,T1179TS248_2o,0.00259
233,T1179TS035_2o,0.00259
234,T1179TS180_4o,0.00253
235,T1179TS398_5o,0.00247
236,T1179TS165_4o,0.00243
237,T1179TS312_2o,0.00237
238,T1179TS071_2o,0.00216
239,T1179TS494_3o,0.00197
240,T1179TS423_1o,0.00163
241,T1179TS187_1o,0.00163
242,T1179TS169_4o,0.00151
243,T1179TS098_1o,0.00151
244,T1179TS165_3o,0.00129
245,T1179TS398_4o,0.00091
246,T1179TS188_3o,0.00069
247,T1179TS098_4o,0.00059
248,T1179TS169_1o,0.00059
249,T1179TS150_4o,0.00049
250,T1179TS390_4o,0.00037
251,T1179TS165_5o,0.00027
252,T1179TS446_2o,7e-05
253,T1179TS461_2o,7e-05
254,T1179TS462_5o,0.0
255,T1179TS462_1o,0.0
256,T1179TS462_3o,0.0
257,T1179TS462_4o,0.0
258,T1179TS462_2o,0.0
259,T1179TS446_1o,0.0
260,T1179TS461_1o,0.0
261,T1179TS446_3o,0.0
262,T1179TS461_3o,0.0
263,T1179TS446_4o,0.0
264,T1179TS461_4o,0.0
265,T1179TS446_5o,0.0
266,T1179TS461_5o,0.0
