,model,DockQ
85,H1140TS133_1,0.18973
86,H1140TS245_2,0.18854
87,H1140TS239_4,0.18833
88,H1140TS374_2,0.18827
89,H1140TS360_3,0.18747
90,H1140TS462_4,0.18729
91,H1140TS097_1,0.18701
92,H1140TS086_3,0.18623
93,H1140TS278_2,0.18586
94,H1140TS165_4,0.18552
95,H1140TS158_3,0.18439
96,H1140TS125_5,0.18347
97,H1140TS399_5,0.18347
98,H1140TS054_5,0.18347
99,H1140TS131_5,0.18333
100,H1140TS188_5,0.18323
101,H1140TS098_2,0.18323
102,H1140TS434_3,0.18259
103,H1140TS011_3,0.18259
104,H1140TS119_3,0.18192
105,H1140TS320_2,0.18142
106,H1140TS314_5,0.18142
107,H1140TS390_2,0.18142
108,H1140TS348_3,0.18122
109,H1140TS225_1,0.1811
110,H1140TS169_2,0.18088
111,H1140TS169_1,0.1799
112,H1140TS225_2,0.17979
113,H1140TS227_5,0.17647
114,H1140TS133_5,0.17647
115,H1140TS320_5,0.17581
116,H1140TS390_5,0.17581
117,H1140TS298_1,0.17557
118,H1140TS462_1,0.17548
119,H1140TS169_5,0.17547
120,H1140TS150_4,0.1751
121,H1140TS314_4,0.17472
122,H1140TS494_5,0.17459
123,H1140TS003_5,0.17425
124,H1140TS367_1,0.17425
125,H1140TS086_1,0.17425
126,H1140TS239_1,0.17419
127,H1140TS225_4,0.17367
128,H1140TS133_3,0.17209
129,H1140TS227_3,0.17209
130,H1140TS248_5,0.17206
131,H1140TS035_5,0.17206
132,H1140TS494_1,0.17167
133,H1140TS097_3,0.17161
134,H1140TS444_5,0.17088
135,H1140TS390_3,0.1707
136,H1140TS320_3,0.1707
137,H1140TS086_4,0.17019
138,H1140TS188_4,0.16959
139,H1140TS462_3,0.16916
140,H1140TS493_4,0.16907
141,H1140TS169_3,0.16902
142,H1140TS035_1,0.169
143,H1140TS248_1,0.169
144,H1140TS185_4,0.16889
145,H1140TS433_1,0.16816
146,H1140TS441_1,0.16816
147,H1140TS374_4,0.16739
148,H1140TS150_2,0.16651
149,H1140TS133_4,0.16592
150,H1140TS227_4,0.16592
151,H1140TS433_2,0.16566
152,H1140TS441_2,0.16566
153,H1140TS399_2,0.16519
154,H1140TS125_2,0.16519
155,H1140TS054_2,0.16519
156,H1140TS461_3,0.16498
157,H1140TS446_3,0.16498
158,H1140TS399_1,0.16456
159,H1140TS054_1,0.16456
160,H1140TS125_1,0.16456
161,H1140TS367_5,0.16446
162,H1140TS350_3,0.16363
163,H1140TS291_3,0.16363
164,H1140TS374_5,0.16277
165,H1140TS245_3,0.16174
166,H1140TS245_4,0.16151
167,H1140TS278_5,0.1607
168,H1140TS011_4,0.15986
169,H1140TS434_4,0.15986
170,H1140TS158_4,0.15969
171,H1140TS314_2,0.15916
172,H1140TS423_4,0.15903
173,H1140TS187_5,0.15903
174,H1140TS037_5,0.15896
175,H1140TS298_2,0.15888
176,H1140TS239_2,0.15843
177,H1140TS257_5,0.15836
178,H1140TS037_1,0.15803
179,H1140TS205_1,0.15751
180,H1140TS314_3,0.15698
181,H1140TS397_4,0.15653
182,H1140TS444_4,0.15609
183,H1140TS248_4,0.15606
184,H1140TS035_4,0.15606
185,H1140TS205_5,0.15605
186,H1140TS091_2,0.15569
187,H1140TS398_5,0.15514
188,H1140TS441_5,0.155
189,H1140TS433_5,0.155
190,H1140TS350_5,0.15467
191,H1140TS291_5,0.15467
192,H1140TS234_4,0.15459
193,H1140TS312_3,0.15355
194,H1140TS035_3,0.15338
195,H1140TS248_3,0.15338
196,H1140TS423_3,0.15307
197,H1140TS187_4,0.15307
198,H1140TS493_1,0.15269
199,H1140TS278_1,0.15227
200,H1140TS225_3,0.15151
201,H1140TS225_5,0.1514
202,H1140TS073_5,0.15078
203,H1140TS073_3,0.15017
204,H1140TS180_3,0.14896
205,H1140TS003_4,0.14866
206,H1140TS367_2,0.14866
207,H1140TS312_1,0.14847
208,H1140TS462_2,0.14843
209,H1140TS367_3,0.14699
210,H1140TS003_3,0.14699
211,H1140TS037_3,0.14692
212,H1140TS054_4,0.14658
213,H1140TS399_4,0.14658
214,H1140TS125_4,0.14658
215,H1140TS165_2,0.14645
216,H1140TS035_2,0.14345
217,H1140TS248_2,0.14345
218,H1140TS348_5,0.14241
219,H1140TS086_2,0.14166
220,H1140TS385_1,0.14163
221,H1140TS245_1,0.14163
222,H1140TS158_2,0.14121
223,H1140TS367_4,0.1387
224,H1140TS158_1,0.1387
225,H1140TS003_1,0.1387
226,H1140TS188_2,0.13863
227,H1140TS477_1,0.13862
228,H1140TS439_2,0.13857
229,H1140TS433_3,0.13813
230,H1140TS441_3,0.13813
231,H1140TS493_2,0.13811
232,H1140TS073_2,0.13484
233,H1140TS234_3,0.13384
234,H1140TS180_4,0.13377
235,H1140TS397_2,0.13355
236,H1140TS439_3,0.13279
237,H1140TS348_1,0.12992
238,H1140TS091_1,0.12987
239,H1140TS441_4,0.12798
240,H1140TS433_4,0.12798
241,H1140TS312_5,0.12764
242,H1140TS091_4,0.12557
243,H1140TS398_2,0.12499
244,H1140TS180_5,0.12486
245,H1140TS003_2,0.1248
246,H1140TS119_2,0.12471
247,H1140TS234_1,0.12374
248,H1140TS180_1,0.12303
249,H1140TS185_2,0.11991
250,H1140TS037_2,0.11871
251,H1140TS234_2,0.11805
252,H1140TS239_3,0.11776
253,H1140TS446_5,0.11768
254,H1140TS461_5,0.11768
255,H1140TS188_3,0.11742
256,H1140TS350_4,0.11711
257,H1140TS291_4,0.11711
258,H1140TS444_3,0.11264
259,H1140TS147_3,0.11253
260,H1140TS462_5,0.11102
261,H1140TS257_4,0.10928
262,H1140TS119_4,0.10838
263,H1140TS147_2,0.10817
264,H1140TS257_3,0.10807
265,H1140TS205_4,0.10777
266,H1140TS098_5,0.10673
267,H1140TS446_4,0.1062
268,H1140TS461_4,0.1062
269,H1140TS073_1,0.10329
270,H1140TS091_3,0.09978
271,H1140TS278_4,0.09975
272,H1140TS239_5,0.09823
273,H1140TS187_2,0.09772
274,H1140TS291_2,0.09602
275,H1140TS350_2,0.09602
276,H1140TS180_2,0.09388
277,H1140TS397_5,0.0933
278,H1140TS073_4,0.09238
279,H1140TS091_5,0.09153
280,H1140TS397_3,0.0882
281,H1140TS147_5,0.08738
282,H1140TS071_1,0.08511
283,H1140TS461_2,0.08464
284,H1140TS446_2,0.08464
285,H1140TS215_3,0.08323
286,H1140TS147_1,0.0818
287,H1140TS494_2,0.0815
288,H1140TS185_5,0.08113
289,H1140TS423_1,0.08079
290,H1140TS187_1,0.08079
291,H1140TS037_4,0.0801
292,H1140TS215_4,0.07401
293,H1140TS397_1,0.07227
294,H1140TS257_2,0.06742
295,H1140TS071_4,0.06446
296,H1140TS257_1,0.06334
297,H1140TS071_2,0.06194
298,H1140TS215_1,0.06119
299,H1140TS165_5,0.05711
300,H1140TS071_5,0.05586
301,H1140TS147_4,0.05302
302,H1140TS215_5,0.05104
303,H1140TS092_1,0.0506
304,H1140TS071_3,0.0499
305,H1140TS067_1,0.04919
306,H1140TS494_4,0.04864
307,H1140TS315_1,0.00534
308,H1140TS052_1,0.00534
309,H1140TS333_1,2e-05
310,H1140TS368_1,2e-05
311,H1140TS333_5,2e-05
312,H1140TS368_5,2e-05
313,H1140TS333_2,1e-05
314,H1140TS368_2,1e-05
315,H1140TS368_4,1e-05
316,H1140TS333_4,1e-05
317,H1140TS333_3,1e-05
318,H1140TS368_3,1e-05
