,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_v1_0,default_af_v1_1,default_af_v1_2,default_af_v1_3,default_af_v1_4,default_af_v1_5,default_af_v1_6,default_af_v1_7,default_af_v1_8,default_af_v1_9,default_comp_v1_0,default_comp_v1_1,default_comp_v1_2,default_comp_v1_3,default_comp_v1_4,default_comp_v1_5,default_comp_v1_6,default_comp_v1_7,default_comp_v1_8,default_comp_v1_9,default_comp_v2_0,default_comp_v2_1,default_comp_v2_2,default_comp_v2_3,default_comp_v2_4,default_comp_v2_5,default_comp_v2_6,default_comp_v2_7,default_comp_v2_8,default_comp_v2_9,default_img_v2_0,default_img_v2_1,default_img_v2_2,default_img_v2_3,default_img_v2_4,default_img_v2_5,default_img_v2_6,default_img_v2_7,default_img_v2_8,default_img_v2_9,default_multimer_v1_0,default_multimer_v1_1,default_multimer_v1_2,default_multimer_v1_3,default_multimer_v1_4,default_multimer_v1_5,default_multimer_v1_6,default_multimer_v1_7,default_multimer_v1_8,default_multimer_v1_9,default_multimer_v2_0,default_multimer_v2_1,default_multimer_v2_2,default_multimer_v2_3,default_multimer_v2_4,default_multimer_v2_5,default_multimer_v2_6,default_multimer_v2_7,default_multimer_v2_8,default_multimer_v2_9,default_pdb70_v1_0,default_pdb70_v1_1,default_pdb70_v1_2,default_pdb70_v1_3,default_pdb70_v1_4,default_pdb70_v1_5,default_pdb70_v1_6,default_pdb70_v1_7,default_pdb70_v1_8,default_pdb70_v1_9,default_pdb70_v2_0,default_pdb70_v2_1,default_pdb70_v2_2,default_pdb70_v2_3,default_pdb70_v2_4,default_pdb70_v2_5,default_pdb70_v2_6,default_pdb70_v2_7,default_pdb70_v2_8,default_pdb70_v2_9,default_pdb_v1_0,default_pdb_v1_1,default_pdb_v1_2,default_pdb_v1_3,default_pdb_v1_4,default_pdb_v1_5,default_pdb_v1_6,default_pdb_v1_7,default_pdb_v1_8,default_pdb_v1_9,default_pdb_v2_0,default_pdb_v2_1,default_pdb_v2_2,default_pdb_v2_3,default_pdb_v2_4,default_pdb_v2_5,default_pdb_v2_6,default_pdb_v2_7,default_pdb_v2_8,default_pdb_v2_9,default_struct_v1_0,default_struct_v1_1,default_struct_v1_2,default_struct_v1_3,default_struct_v1_4,default_struct_v1_5,default_struct_v1_6,default_struct_v1_7,default_struct_v1_8,default_struct_v1_9,default_uniclust_v1_0,default_uniclust_v1_1,default_uniclust_v1_2,default_uniclust_v1_3,default_uniclust_v1_4,default_uniclust_v1_5,default_uniclust_v1_6,default_uniclust_v1_7,default_uniclust_v1_8,default_uniclust_v1_9,default_uniclust_v2_0,default_uniclust_v2_1,default_uniclust_v2_2,default_uniclust_v2_3,default_uniclust_v2_4,default_uniclust_v2_5,default_uniclust_v2_6,default_uniclust_v2_7,default_uniclust_v2_8,default_uniclust_v2_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_v2_0,img_multimer_v2_1,img_multimer_v2_2,img_multimer_v2_3,img_multimer_v2_4,img_multimer_v2_5,img_multimer_v2_6,img_multimer_v2_7,img_multimer_v2_8,img_multimer_v2_9,iter_1_old_v1_0,iter_1_old_v1_1,iter_1_old_v1_2,iter_1_old_v1_3,iter_1_old_v1_4,iter_1_old_v1_5,iter_1_old_v1_6,iter_1_old_v1_7,iter_1_old_v1_8,iter_1_old_v1_9,iter_1_old_v2_0,iter_1_old_v2_1,iter_1_old_v2_2,iter_1_old_v2_3,iter_1_old_v2_4,iter_1_old_v2_5,iter_1_old_v2_6,iter_1_old_v2_7,iter_1_old_v2_8,iter_1_old_v2_9,iter_1_v1_0,iter_1_v1_1,iter_1_v1_2,iter_1_v1_3,iter_1_v1_4,iter_1_v1_5,iter_1_v1_6,iter_1_v1_7,iter_1_v1_8,iter_1_v1_9,iter_1_v2_0,iter_1_v2_1,iter_1_v2_2,iter_1_v2_3,iter_1_v2_4,iter_1_v2_5,iter_1_v2_6,iter_1_v2_7,iter_1_v2_8,iter_1_v2_9,iter_2_old_v2_0,iter_2_old_v2_1,iter_2_old_v2_2,iter_2_old_v2_3,iter_2_old_v2_4,iter_2_old_v2_5,iter_2_old_v2_6,iter_2_old_v2_7,iter_2_old_v2_8,iter_2_old_v2_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4
33,0.48658,0.75833,0.42453,0.46483,0.4549,0.85826,0.87258,0.8655,0.8402,0.84878,0.62327,0.60821,0.60464,0.45966,0.42504,0.42667,0.44091,0.43612,0.40487,0.42324,0.86459,0.8715,0.8796,0.87376,0.44916,0.87276,0.84834,0.45106,0.49808,0.36959,0.86028,0.83157,0.87956,1.0,0.88635,0.82712,0.68436,0.45072,0.42238,0.37611,0.87025,0.84924,0.86409,0.87038,0.87268,0.87904,0.81757,0.83257,0.6328,0.5091,0.82839,0.74474,0.58655,0.51348,0.34743,0.46564,0.32031,0.37143,0.27251,0.36857,0.82801,0.81905,0.47357,0.48547,0.44456,0.42556,0.46168,0.46994,0.41446,0.34655,0.8578,0.87927,0.83928,0.45732,0.43671,0.54298,0.40394,0.78355,0.48774,0.4544,0.87938,0.88948,0.76418,0.8482,0.86672,0.46514,0.45989,0.6431,0.48481,0.36052,0.86194,0.83618,0.85498,0.7106,0.77308,0.83899,0.82231,0.45006,0.45025,0.46543,0.86185,0.85669,0.87095,0.85534,0.86837,0.87061,0.88193,0.86552,0.85701,0.48924,0.85511,0.83517,0.88258,0.83973,0.86027,0.83477,0.87766,0.85697,0.80632,0.77539,0.72808,0.45954,0.51673,0.47023,0.44853,0.48288,0.46288,0.41029,0.40525,0.41504,0.70001,0.65343,0.54317,0.43758,0.43918,0.4208,0.41416,0.42886,0.35083,0.36826,0.72041,0.69113,0.70278,0.4197,0.44148,0.44088,0.42107,0.44135,0.43039,0.44955,0.79358,0.74017,0.76603,0.42665,0.42479,0.42473,0.36215,0.40281,0.36049,0.3775,0.80673,0.81424,0.80644,0.86502,0.82286,0.86514,0.82258,0.81726,0.82342,0.80694,0.84644,0.85042,0.8606,0.85914,0.86796,0.85744,0.88157,0.86706,0.88942,0.70043,0.79173,0.80323,0.80289,0.80635,0.7561,0.79423,0.80805,0.79333,0.80456,0.80087,0.84645,0.85205,0.85004,0.87011,0.8575,0.8612,0.85663,0.87455,0.86857,0.81335,0.85848,0.8414,0.87296,0.87632,0.86896,0.87463,0.87626,0.86256,0.88821,0.78593,0.85102,0.73429,0.86354,0.82819,0.7695
34,0.50054,0.77254,0.42229,0.46161,0.44808,0.83043,0.84079,0.8353,0.82465,0.86159,0.62647,0.61127,0.60787,0.45937,0.42497,0.42653,0.44088,0.43622,0.40473,0.42264,0.83206,0.8484,0.85764,0.88008,0.45687,0.85694,0.81699,0.46358,0.4956,0.36776,0.8258,0.83158,0.87533,0.88635,1.0,0.81863,0.6969,0.45931,0.42054,0.37619,0.84772,0.83255,0.83022,0.86472,0.83868,0.91478,0.83356,0.82855,0.62792,0.50102,0.82147,0.73777,0.59672,0.52753,0.35103,0.4609,0.32064,0.3782,0.2739,0.36409,0.82125,0.81993,0.4723,0.49985,0.45011,0.42505,0.4754,0.47004,0.41559,0.34459,0.82626,0.84596,0.83194,0.4619,0.44246,0.5425,0.39923,0.77797,0.47569,0.44869,0.90669,0.88531,0.76111,0.85809,0.85284,0.47625,0.45763,0.64866,0.489,0.35543,0.82948,0.82749,0.83381,0.73826,0.79444,0.83656,0.83177,0.45715,0.45934,0.47678,0.83656,0.85403,0.8363,0.82589,0.87029,0.88675,0.92356,0.87229,0.87968,0.47425,0.83003,0.84332,0.85183,0.81515,0.83492,0.8087,0.88315,0.85852,0.79978,0.78535,0.72264,0.45789,0.51555,0.45822,0.45472,0.48092,0.46997,0.3983,0.40236,0.41935,0.70272,0.64534,0.54125,0.43473,0.42372,0.41601,0.40824,0.42201,0.34532,0.36313,0.71304,0.6973,0.69789,0.41963,0.44745,0.44627,0.4263,0.45604,0.43244,0.45049,0.79596,0.74165,0.76607,0.42914,0.42688,0.41683,0.35891,0.40428,0.35722,0.37262,0.81326,0.8221,0.80812,0.86356,0.82609,0.87615,0.82972,0.82261,0.8267,0.81554,0.82456,0.82682,0.8323,0.8247,0.85486,0.86495,0.85729,0.86952,0.86806,0.67639,0.7968,0.81338,0.81079,0.81589,0.75569,0.80242,0.82168,0.79562,0.80933,0.81137,0.85912,0.83234,0.8245,0.84162,0.85403,0.83712,0.87361,0.84991,0.88823,0.79671,0.82983,0.81181,0.85308,0.84575,0.87058,0.85925,0.84324,0.83762,0.86118,0.76926,0.83321,0.73286,0.86793,0.8297,0.76884
35,0.50888,0.74245,0.4242,0.4547,0.45647,0.81133,0.80068,0.79646,0.85087,0.78646,0.62923,0.60676,0.60409,0.4613,0.42172,0.42288,0.43856,0.43301,0.39868,0.41752,0.83042,0.81072,0.84951,0.83913,0.44301,0.84133,0.85371,0.45257,0.48486,0.37687,0.88663,0.82908,0.81339,0.82712,0.81863,1.0,0.72949,0.44865,0.41572,0.38281,0.83848,0.79743,0.81713,0.82359,0.90824,0.83639,0.81408,0.82582,0.63741,0.48679,0.80305,0.76247,0.60591,0.53329,0.3572,0.46018,0.32066,0.37853,0.27867,0.38698,0.82392,0.77856,0.46527,0.49432,0.46822,0.43357,0.46995,0.49053,0.42228,0.35303,0.83159,0.82017,0.8234,0.45459,0.43022,0.55771,0.41136,0.79448,0.45314,0.44439,0.82405,0.84273,0.72825,0.87433,0.85368,0.45728,0.45716,0.69312,0.45458,0.36231,0.88591,0.88595,0.81992,0.68811,0.76508,0.82781,0.80246,0.44233,0.45171,0.46613,0.81867,0.82997,0.85961,0.82647,0.85071,0.8463,0.8232,0.83689,0.83224,0.44244,0.83458,0.84184,0.86394,0.85806,0.8896,0.86512,0.83189,0.84068,0.83863,0.84877,0.70299,0.4438,0.50304,0.45498,0.44827,0.47615,0.45485,0.39527,0.40183,0.44295,0.69398,0.59304,0.5361,0.44094,0.43183,0.41608,0.40822,0.42344,0.34009,0.38866,0.7079,0.68041,0.69171,0.41324,0.43621,0.44212,0.41902,0.45007,0.42491,0.46763,0.77693,0.72939,0.75746,0.44013,0.43165,0.42931,0.36505,0.4326,0.36438,0.38198,0.79038,0.82598,0.78906,0.83212,0.82573,0.83673,0.82724,0.79954,0.8274,0.82322,0.83893,0.79938,0.82911,0.82753,0.82141,0.81374,0.82059,0.81697,0.81768,0.67518,0.78368,0.82713,0.8344,0.84777,0.80551,0.80814,0.82234,0.78444,0.82411,0.83977,0.79172,0.80693,0.80011,0.86871,0.82427,0.84318,0.81881,0.85121,0.82728,0.80236,0.79516,0.8037,0.81512,0.81529,0.79997,0.83002,0.80779,0.82063,0.8108,0.74994,0.79729,0.76802,0.82936,0.80228,0.80127
36,0.6125,0.69547,0.54306,0.48116,0.44393,0.66138,0.6553,0.65654,0.64439,0.71425,0.70092,0.62976,0.63175,0.55588,0.48049,0.47739,0.51078,0.50244,0.45658,0.47808,0.64137,0.70023,0.69169,0.75712,0.50319,0.74233,0.73789,0.53907,0.51984,0.38428,0.66373,0.77936,0.71872,0.68436,0.6969,0.72949,1.0,0.52863,0.4081,0.5143,0.64526,0.72793,0.73838,0.71423,0.68305,0.70122,0.8014,0.75757,0.66195,0.53885,0.71201,0.71282,0.77981,0.67119,0.44578,0.45898,0.33233,0.48448,0.31803,0.46496,0.77598,0.70238,0.54094,0.59157,0.51528,0.50668,0.6141,0.55672,0.46745,0.39272,0.63767,0.72087,0.70435,0.48863,0.48124,0.68761,0.53888,0.6775,0.44952,0.44296,0.7056,0.68263,0.68081,0.70525,0.71108,0.52262,0.48004,0.74738,0.46308,0.35692,0.68111,0.7042,0.71453,0.6649,0.80918,0.74964,0.78112,0.50645,0.53055,0.51004,0.67575,0.67837,0.65083,0.75685,0.72076,0.71131,0.71458,0.74629,0.75466,0.4475,0.65069,0.6841,0.65688,0.68336,0.72244,0.70705,0.70672,0.70254,0.73813,0.75816,0.61458,0.4175,0.4419,0.44603,0.46214,0.43247,0.46588,0.40444,0.42776,0.42868,0.60286,0.51674,0.49912,0.44579,0.42256,0.4046,0.41686,0.44166,0.34383,0.37401,0.57479,0.55157,0.55797,0.42865,0.47079,0.47644,0.44056,0.43764,0.43557,0.45683,0.74421,0.66091,0.63652,0.4447,0.44089,0.43711,0.37486,0.45606,0.36446,0.38894,0.64501,0.71129,0.65167,0.69806,0.70006,0.6965,0.7092,0.66989,0.69968,0.68716,0.63634,0.63614,0.64575,0.64485,0.67673,0.66307,0.65653,0.67346,0.67194,0.53353,0.67948,0.69728,0.69481,0.69936,0.72479,0.66547,0.70553,0.67422,0.67131,0.69788,0.65196,0.64135,0.63375,0.65675,0.64695,0.66204,0.68673,0.69583,0.69649,0.71366,0.64279,0.64561,0.65908,0.65794,0.6912,0.68095,0.67839,0.65955,0.67872,0.63037,0.6549,0.69954,0.71214,0.72105,0.72127
37,0.45229,0.49874,0.46723,0.61538,0.68291,0.44373,0.4492,0.44062,0.43833,0.46159,0.50329,0.50298,0.50264,0.53845,0.71245,0.58274,0.5291,0.52812,0.45946,0.47724,0.43832,0.48122,0.44852,0.48858,0.62561,0.48672,0.44633,0.70746,0.55775,0.38996,0.44282,0.50359,0.47232,0.45072,0.45931,0.44865,0.52863,1.0,0.40706,0.42522,0.44218,0.4922,0.48373,0.45014,0.44385,0.45938,0.5124,0.46425,0.45202,0.54392,0.47717,0.43956,0.50374,0.45361,0.37561,0.41366,0.45513,0.34693,0.2997,0.33345,0.4946,0.48572,0.51605,0.47163,0.48837,0.45242,0.44043,0.44036,0.44766,0.33636,0.4405,0.46478,0.45255,0.65853,0.70806,0.4954,0.43319,0.45147,0.49316,0.51045,0.46113,0.45236,0.48775,0.44786,0.45605,0.61164,0.68076,0.46265,0.73978,0.35666,0.44376,0.44454,0.44482,0.49321,0.52109,0.44967,0.47028,0.73695,0.77737,0.57313,0.44645,0.45168,0.4417,0.48509,0.47023,0.45823,0.46102,0.46404,0.45823,0.48302,0.43587,0.44461,0.44551,0.43299,0.44768,0.43622,0.45176,0.44456,0.44226,0.44466,0.47937,0.38,0.40176,0.41633,0.43466,0.38811,0.48171,0.4002,0.44253,0.43548,0.4096,0.43304,0.42897,0.49964,0.39781,0.3727,0.40712,0.42591,0.32282,0.36687,0.42519,0.42238,0.42651,0.43275,0.50229,0.50927,0.44616,0.45526,0.43979,0.49047,0.47434,0.48198,0.44177,0.47876,0.4804,0.53161,0.38624,0.38074,0.35406,0.38947,0.43428,0.4369,0.43547,0.45238,0.43864,0.45023,0.44035,0.43716,0.43989,0.441,0.43781,0.43949,0.43888,0.44007,0.44935,0.44345,0.44395,0.44863,0.45222,0.44633,0.43221,0.44183,0.44101,0.44161,0.44932,0.43736,0.44653,0.42986,0.43793,0.44208,0.44393,0.43725,0.43309,0.44338,0.44281,0.43999,0.45148,0.44373,0.45338,0.44166,0.43745,0.43734,0.44252,0.44021,0.47105,0.44288,0.44349,0.43791,0.44485,0.4461,0.44234,0.44972,0.45447,0.46728,0.44948
38,0.36528,0.39007,0.37065,0.40055,0.41207,0.42201,0.42157,0.42103,0.42037,0.42253,0.37755,0.37641,0.3767,0.39578,0.4073,0.39814,0.43505,0.43054,0.36946,0.45069,0.42101,0.41374,0.42058,0.41529,0.38296,0.41557,0.42943,0.41133,0.43237,0.35065,0.41691,0.40707,0.41403,0.42238,0.42054,0.41572,0.4081,0.40706,1.0,0.30109,0.41855,0.41028,0.4092,0.42141,0.42315,0.41999,0.40687,0.41904,0.47311,0.41055,0.4041,0.41343,0.37687,0.37856,0.29244,0.57297,0.29918,0.30838,0.24481,0.29246,0.41201,0.41144,0.39159,0.37231,0.39839,0.37501,0.43309,0.33452,0.3964,0.40074,0.42009,0.41697,0.41068,0.39837,0.37484,0.42431,0.30846,0.44504,0.44967,0.42755,0.41502,0.41986,0.38263,0.41808,0.41667,0.39111,0.4011,0.40195,0.41084,0.36636,0.42353,0.42016,0.42058,0.37089,0.39641,0.4237,0.42989,0.39092,0.40621,0.4128,0.41629,0.40509,0.42254,0.40897,0.41224,0.42206,0.42774,0.41788,0.41637,0.46297,0.42129,0.42281,0.41721,0.42674,0.42228,0.42846,0.42711,0.42816,0.43224,0.42939,0.40092,0.39721,0.43264,0.39093,0.38571,0.43938,0.39993,0.36789,0.36928,0.40435,0.37383,0.4197,0.43385,0.39868,0.37685,0.38016,0.37787,0.39083,0.33935,0.36357,0.45268,0.43752,0.45143,0.36474,0.40191,0.39646,0.36673,0.39083,0.38608,0.40787,0.40732,0.3775,0.41809,0.39326,0.39499,0.40312,0.41076,0.37505,0.41291,0.59617,0.42182,0.42356,0.42532,0.41538,0.42061,0.41724,0.42304,0.42317,0.42205,0.42953,0.42041,0.41563,0.41654,0.42198,0.41877,0.41971,0.42009,0.41652,0.4177,0.46584,0.41309,0.42927,0.42936,0.43126,0.4413,0.43759,0.42182,0.41303,0.43166,0.43681,0.41787,0.41978,0.41979,0.42088,0.41757,0.42062,0.42044,0.42224,0.42151,0.42373,0.42329,0.41837,0.42003,0.42053,0.41824,0.41977,0.42258,0.42315,0.42359,0.49071,0.42297,0.39708,0.41633,0.40457,0.41057
39,0.56476,0.43527,0.64539,0.40326,0.37883,0.37358,0.37181,0.37021,0.35961,0.38259,0.46817,0.44951,0.45173,0.53683,0.41636,0.40632,0.41824,0.41347,0.36548,0.37465,0.36495,0.41796,0.38257,0.40521,0.39145,0.41948,0.40033,0.40778,0.44575,0.40121,0.36413,0.42299,0.39865,0.37611,0.37619,0.38281,0.51429,0.42522,0.30109,1.0,0.35945,0.41721,0.41593,0.39978,0.36704,0.38117,0.43668,0.45006,0.41559,0.4751,0.42062,0.39921,0.55843,0.58214,0.59222,0.36629,0.34908,0.50897,0.42806,0.48127,0.43068,0.42505,0.53431,0.58234,0.52002,0.54173,0.49944,0.51392,0.46907,0.36052,0.36562,0.39301,0.38053,0.41042,0.42739,0.54847,0.8221,0.39002,0.36329,0.36653,0.39246,0.37868,0.4346,0.37844,0.38135,0.39491,0.40486,0.51223,0.39909,0.32613,0.36802,0.37676,0.39686,0.4041,0.42901,0.41432,0.43715,0.41497,0.40828,0.39879,0.37824,0.38703,0.36137,0.40539,0.39748,0.38439,0.38126,0.41312,0.42366,0.36875,0.35655,0.36059,0.36769,0.36292,0.38807,0.37519,0.37839,0.37118,0.40116,0.41427,0.39689,0.34432,0.33693,0.35714,0.37859,0.33493,0.3676,0.36019,0.37,0.35569,0.37894,0.35502,0.34652,0.36447,0.35488,0.33744,0.35431,0.35896,0.31566,0.35626,0.35237,0.35342,0.34949,0.36527,0.36669,0.37279,0.37392,0.34186,0.34305,0.35328,0.41249,0.41395,0.38091,0.35106,0.36297,0.35961,0.32452,0.43267,0.2879,0.31886,0.36082,0.37757,0.36212,0.39085,0.36971,0.3854,0.37693,0.36252,0.36855,0.3752,0.35928,0.36906,0.36964,0.36754,0.38304,0.37328,0.37355,0.38209,0.38026,0.3582,0.37064,0.36712,0.3678,0.37215,0.39192,0.3642,0.38367,0.37021,0.364,0.37219,0.36299,0.3629,0.35455,0.36644,0.36612,0.3691,0.37307,0.37533,0.38151,0.40322,0.36241,0.36937,0.37129,0.36959,0.38967,0.37407,0.37348,0.37137,0.37618,0.37142,0.37104,0.36493,0.38715,0.39179,0.36892
40,0.46289,0.72991,0.4158,0.45482,0.44739,0.84068,0.85225,0.84953,0.87438,0.82755,0.5915,0.58788,0.58362,0.44512,0.41521,0.41782,0.42732,0.42314,0.39396,0.41015,0.89312,0.84327,0.87315,0.83177,0.44447,0.83084,0.85149,0.44423,0.47331,0.35842,0.89005,0.80266,0.84597,0.87025,0.84772,0.83848,0.64526,0.44218,0.41872,0.35945,1.0,0.82195,0.82438,0.83253,0.90324,0.84821,0.78414,0.79401,0.58627,0.48579,0.78882,0.72291,0.54999,0.49661,0.34842,0.44592,0.3246,0.35403,0.27051,0.35354,0.78897,0.78899,0.45867,0.47105,0.4425,0.41735,0.43604,0.44826,0.4055,0.33712,0.8915,0.84739,0.83508,0.44676,0.42752,0.52176,0.38599,0.77234,0.4577,0.45538,0.8358,0.87777,0.73769,0.86369,0.84808,0.45931,0.44623,0.61674,0.46024,0.35084,0.8809,0.87712,0.81538,0.6782,0.74267,0.80162,0.77899,0.44402,0.44434,0.45419,0.86294,0.83204,0.90164,0.82133,0.82536,0.84322,0.8513,0.80028,0.79568,0.44908,0.86827,0.83893,0.90035,0.88786,0.86945,0.88675,0.84359,0.84202,0.81914,0.78696,0.71305,0.45804,0.52214,0.45181,0.46633,0.48033,0.45371,0.39072,0.39384,0.42076,0.70362,0.63674,0.53012,0.43372,0.41958,0.42194,0.39897,0.41837,0.33438,0.36079,0.72687,0.70052,0.71301,0.41512,0.43233,0.43761,0.41946,0.44737,0.44568,0.4583,0.76192,0.72739,0.75952,0.42243,0.41967,0.41852,0.35743,0.41431,0.35424,0.36989,0.82037,0.80003,0.81962,0.84319,0.81683,0.84336,0.80858,0.82104,0.81892,0.80442,0.89103,0.85336,0.88158,0.87383,0.84538,0.85955,0.88352,0.8469,0.86799,0.73112,0.77837,0.80045,0.81082,0.81446,0.74823,0.79811,0.7992,0.78255,0.81131,0.80593,0.87199,0.85725,0.87513,0.90489,0.90155,0.87963,0.86475,0.85853,0.84304,0.78073,0.8537,0.84365,0.87983,0.88752,0.86706,0.85204,0.847,0.87196,0.86428,0.76358,0.84953,0.73869,0.82513,0.80582,0.75816
41,0.50126,0.79051,0.45705,0.49905,0.44203,0.82757,0.85108,0.83698,0.83183,0.82907,0.65458,0.63366,0.63058,0.48346,0.4489,0.45057,0.46444,0.46005,0.42911,0.4455,0.82854,0.9277,0.84067,0.88265,0.49025,0.92542,0.79387,0.48873,0.48494,0.36636,0.82913,0.93759,0.89446,0.84924,0.83255,0.79743,0.72793,0.4922,0.41028,0.41721,0.82195,1.0,0.93458,0.83668,0.82586,0.82188,0.88658,0.79288,0.68631,0.48694,0.86741,0.71708,0.63847,0.49435,0.36584,0.4619,0.33013,0.40146,0.28233,0.36466,0.87634,0.88199,0.50043,0.47325,0.45704,0.43663,0.48769,0.47574,0.42154,0.35526,0.8249,0.88302,0.79357,0.50151,0.48246,0.54589,0.43835,0.76,0.47679,0.43642,0.83899,0.84141,0.81048,0.79971,0.84632,0.50048,0.48366,0.62757,0.47662,0.35223,0.83441,0.80286,0.80306,0.72096,0.84342,0.78578,0.79519,0.49055,0.49272,0.51352,0.84312,0.81569,0.82709,0.91479,0.84004,0.82195,0.83223,0.84601,0.80128,0.45166,0.81266,0.78896,0.83095,0.79371,0.80941,0.78888,0.82707,0.80201,0.75889,0.73265,0.75035,0.4802,0.50435,0.48319,0.4658,0.46732,0.47335,0.41892,0.41766,0.4159,0.67102,0.63957,0.53328,0.44373,0.44002,0.42528,0.42513,0.42839,0.34602,0.35747,0.70134,0.67759,0.68558,0.42291,0.44809,0.45289,0.42974,0.45122,0.45165,0.4489,0.83846,0.75885,0.75314,0.42808,0.4415,0.43425,0.36741,0.41103,0.36193,0.37806,0.77937,0.76771,0.78254,0.83177,0.78134,0.82587,0.7861,0.78419,0.78481,0.77635,0.83355,0.82653,0.81983,0.83065,0.8588,0.81919,0.83234,0.82445,0.84428,0.68958,0.76629,0.76478,0.76627,0.76588,0.71886,0.76125,0.77363,0.76505,0.77018,0.76143,0.80063,0.82502,0.80665,0.83384,0.81332,0.82811,0.81644,0.82765,0.81836,0.77327,0.82164,0.80458,0.82493,0.82541,0.85467,0.82408,0.82644,0.8197,0.83465,0.7423,0.83438,0.74677,0.84255,0.84342,0.77073
42,0.51222,0.79114,0.45428,0.49852,0.44747,0.82956,0.8482,0.82779,0.81425,0.83304,0.67526,0.65109,0.64804,0.48739,0.45034,0.45171,0.46587,0.46111,0.4304,0.4464,0.82886,0.90982,0.85276,0.89365,0.48037,0.9285,0.80896,0.48739,0.49178,0.36755,0.8343,0.91577,0.89625,0.86409,0.83022,0.81713,0.73838,0.48373,0.4092,0.41593,0.82438,0.93458,1.0,0.86103,0.83569,0.82887,0.87411,0.82457,0.67972,0.49351,0.86011,0.73384,0.63692,0.51081,0.36184,0.46325,0.32749,0.40672,0.28085,0.36747,0.87925,0.86105,0.50716,0.48177,0.4569,0.43998,0.4962,0.48521,0.42067,0.35667,0.82117,0.90406,0.80587,0.50163,0.4688,0.55899,0.45222,0.7762,0.4801,0.44122,0.85079,0.84922,0.7993,0.81514,0.86302,0.49169,0.49223,0.64473,0.49134,0.35487,0.84354,0.82036,0.82214,0.72966,0.83343,0.80188,0.81868,0.47842,0.48885,0.51144,0.84923,0.83489,0.82885,0.9467,0.85953,0.84193,0.83024,0.85503,0.83236,0.45303,0.81753,0.79393,0.8355,0.80241,0.83137,0.80295,0.82879,0.81334,0.76714,0.7518,0.76381,0.4782,0.51055,0.49377,0.46926,0.47347,0.48064,0.42737,0.42902,0.42326,0.67963,0.64863,0.54203,0.44994,0.45032,0.42938,0.43266,0.43255,0.35268,0.36723,0.70987,0.68311,0.69661,0.42656,0.4501,0.45349,0.43294,0.4553,0.45154,0.45786,0.84687,0.76945,0.7682,0.43647,0.44766,0.44115,0.37287,0.41452,0.36717,0.38289,0.7805,0.78023,0.77771,0.8425,0.79257,0.83668,0.8031,0.78599,0.7975,0.79184,0.81965,0.82826,0.82767,0.82651,0.8363,0.81894,0.83751,0.82891,0.84848,0.68845,0.78205,0.78223,0.78247,0.78079,0.73359,0.77569,0.79267,0.78122,0.78537,0.7779,0.79871,0.82762,0.80514,0.83854,0.81902,0.83142,0.82227,0.82965,0.82818,0.78044,0.81776,0.81514,0.82472,0.82857,0.85063,0.82527,0.83475,0.82295,0.83138,0.74888,0.82333,0.7564,0.85156,0.86785,0.78386
