,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_mul_newest_0,default_mul_newest_1,default_mul_newest_10,default_mul_newest_11,default_mul_newest_12,default_mul_newest_13,default_mul_newest_14,default_mul_newest_15,default_mul_newest_16,default_mul_newest_17,default_mul_newest_18,default_mul_newest_19,default_mul_newest_2,default_mul_newest_20,default_mul_newest_21,default_mul_newest_22,default_mul_newest_23,default_mul_newest_24,default_mul_newest_3,default_mul_newest_4,default_mul_newest_5,default_mul_newest_6,default_mul_newest_7,default_mul_newest_8,default_mul_newest_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9
36,0.79452,0.7926,0.78696,0.44027,0.77403,0.77165,0.77161,0.77134,0.77137,0.36903,0.76957,0.36842,0.76569,0.76733,0.36685,0.4272,0.4284,0.79906,0.42874,0.8509,0.78619,0.437,0.77716,0.75804,0.7843,0.78888,0.81047,0.81986,0.86245,0.82926,0.42411,0.8082,0.39033,0.78719,0.88101,0.87387,1.0,0.40247,0.80322,0.81873,0.8428,0.85433,0.82373,0.3941,0.39582,0.39634,0.39522,0.40115,0.8294,0.39662,0.79311,0.78142,0.44527,0.7559,0.7575,0.75769,0.75589,0.76851,0.75705,0.34908,0.40914,0.408,0.73028,0.74071,0.76111,0.33656,0.76545,0.34033,0.7296,0.72167,0.79687,0.79839,0.86138,0.85384,0.85486,0.41341,0.78334,0.36965,0.7625,0.81077,0.82539,0.804,0.84455,0.78708,0.80115,0.79064,0.80558,0.76456,0.80717,0.77635,0.38554,0.37869,0.40349,0.37835,0.7512,0.40177,0.59233,0.59201,0.37156,0.50977,0.81471,0.8319,0.87766,0.80166,0.80333,0.86056,0.81888,0.8654,0.8586,0.82546,0.81975,0.85957,0.81207,0.88089,0.82459,0.82982,0.45712,0.83361,0.83188,0.84644,0.87704,0.89809,0.85201,0.86513,0.83622,0.78036,0.4048,0.3933,0.78159,0.78963,0.765,0.73149,0.34782,0.7783,0.79001,0.77821,0.79166,0.79323,0.78685,0.40199,0.34054,0.33807,0.31926,0.72493,0.77617,0.74096,0.73768,0.73562,0.66519,0.67465,0.72667,0.32282,0.32648,0.778,0.79434,0.7884,0.78078,0.77728,0.79685,0.36485,0.79299,0.35291,0.73178
37,0.49811,0.83418,0.80622,0.41559,0.42607,0.41122,0.41142,0.85413,0.41302,0.84927,0.41082,0.84788,0.84559,0.84365,0.40922,0.89088,0.83147,0.90582,0.43624,0.45903,0.46794,0.84663,0.82045,0.37238,0.45467,0.92835,0.50409,0.87018,0.42077,0.49995,0.83007,0.83505,0.82364,0.82237,0.43166,0.4006,0.40247,1.0,0.83886,0.43979,0.39095,0.4037,0.44318,0.96092,0.95409,0.94655,0.46318,0.96949,0.49628,0.96727,0.95474,0.51646,0.87765,0.4605,0.44386,0.36841,0.80198,0.4741,0.90765,0.35476,0.47221,0.88766,0.43414,0.43172,0.48579,0.34611,0.46778,0.34353,0.43983,0.42983,0.49208,0.43111,0.42985,0.45363,0.45342,0.95803,0.44681,0.37482,0.37213,0.50407,0.51393,0.53043,0.4914,0.9327,0.51876,0.94683,0.49285,0.80597,0.53143,0.39003,0.80502,0.76456,0.70753,0.89974,0.49003,0.82055,0.59176,0.61591,0.38702,0.34772,0.50321,0.50766,0.85929,0.44837,0.80731,0.44233,0.42466,0.4314,0.44598,0.81728,0.41057,0.41219,0.51684,0.41941,0.4197,0.3933,0.41001,0.82845,0.87657,0.45324,0.43058,0.43231,0.83127,0.41625,0.41361,0.42001,0.87221,0.41705,0.41641,0.85473,0.38825,0.74184,0.34912,0.86657,0.42143,0.4164,0.41806,0.44261,0.42081,0.44362,0.34816,0.33951,0.67154,0.38957,0.86527,0.40148,0.81001,0.39172,0.32616,0.32927,0.40458,0.32521,0.69578,0.41702,0.85509,0.41482,0.86038,0.85072,0.44392,0.76999,0.86696,0.36072,0.74358
38,0.415,0.93934,0.85427,0.88151,0.81007,0.78521,0.38117,0.38234,0.38246,0.38143,0.78143,0.78249,0.77995,0.38492,0.77876,0.42986,0.93315,0.85726,0.80779,0.48023,0.81937,0.93131,0.79599,0.79359,0.83626,0.83064,0.42309,0.93274,0.88251,0.42556,0.94689,0.88123,0.86324,0.91862,0.85344,0.49375,0.80322,0.83887,1.0,0.91657,0.84099,0.87143,0.90586,0.83102,0.83087,0.82953,0.40551,0.81848,0.42223,0.82885,0.83712,0.4155,0.88475,0.79243,0.40887,0.78304,0.85853,0.39313,0.80805,0.74229,0.84016,0.80651,0.38458,0.39179,0.38839,0.34555,0.42214,0.7268,0.75579,0.76857,0.40826,0.90524,0.87001,0.82676,0.43422,0.84611,0.40652,0.801,0.79791,0.42135,0.42655,0.43001,0.43805,0.84536,0.41766,0.8513,0.42675,0.81308,0.4391,0.8162,0.68773,0.67404,0.47503,0.7695,0.40493,0.7755,0.40597,0.59348,0.61021,0.51574,0.42748,0.43329,0.48775,0.89031,0.50864,0.50508,0.51599,0.48539,0.49981,0.88241,0.88679,0.46229,0.43335,0.48433,0.52126,0.49672,0.88305,0.89341,0.81383,0.43789,0.87928,0.85237,0.88948,0.87912,0.88942,0.80295,0.39238,0.79792,0.80997,0.81505,0.374,0.7492,0.74642,0.78779,0.3926,0.386,0.39463,0.41111,0.81352,0.82215,0.73954,0.34028,0.67427,0.36181,0.82931,0.76679,0.74997,0.3674,0.68371,0.69382,0.3768,0.68954,0.69809,0.38869,0.39127,0.38735,0.81421,0.81105,0.41622,0.7799,0.41189,0.76472,0.75274
39,0.43439,0.89695,0.82838,0.8804,0.81006,0.39004,0.39007,0.39143,0.39132,0.78109,0.77993,0.39054,0.77754,0.39138,0.77634,0.87381,0.88838,0.88907,0.44651,0.86177,0.42132,0.89663,0.79489,0.78685,0.83974,0.43186,0.44367,0.94002,0.86125,0.8332,0.88537,0.93974,0.82972,0.86626,0.85963,0.86395,0.81873,0.43979,0.91657,1.0,0.83452,0.84351,0.98661,0.82873,0.43262,0.82425,0.82359,0.84833,0.82994,0.83254,0.43382,0.43669,0.91159,0.80304,0.42794,0.78134,0.86762,0.7797,0.81129,0.73484,0.8542,0.82623,0.77042,0.4069,0.76348,0.71266,0.46039,0.71236,0.7633,0.75857,0.42245,0.92352,0.84849,0.83521,0.84052,0.44654,0.82997,0.38229,0.78652,0.81731,0.45457,0.45372,0.47499,0.43615,0.43564,0.87112,0.46691,0.79891,0.84134,0.38916,0.41539,0.41121,0.49271,0.40179,0.76202,0.79761,0.58668,0.59644,0.60855,0.34029,0.44672,0.46977,0.87935,0.92011,0.8449,0.8715,0.85559,0.86197,0.5223,0.84536,0.85598,0.83815,0.46306,0.84696,0.85829,0.84526,0.90333,0.90157,0.83954,0.85612,0.86074,0.85005,0.86393,0.86002,0.86354,0.81096,0.40387,0.39493,0.40241,0.82201,0.37898,0.74425,0.74208,0.38844,0.40197,0.3928,0.40481,0.42719,0.40548,0.42684,0.73058,0.7186,0.32017,0.74243,0.82445,0.76339,0.37224,0.75366,0.67737,0.68451,0.38777,0.68291,0.69194,0.39713,0.40208,0.39524,0.40222,0.39758,0.42879,0.77538,0.43164,0.76066,0.35333
40,0.79731,0.82407,0.83058,0.44254,0.77493,0.77817,0.77819,0.77826,0.77817,0.36954,0.77498,0.77622,0.77193,0.77294,0.3678,0.80382,0.81509,0.80059,0.42025,0.81888,0.3899,0.47219,0.79297,0.78793,0.79449,0.38651,0.80493,0.83398,0.85863,0.80496,0.84293,0.81224,0.84546,0.83024,0.87582,0.89232,0.8428,0.39095,0.84099,0.83451,1.0,0.89522,0.83914,0.38979,0.3901,0.38944,0.3895,0.78691,0.8035,0.79902,0.79336,0.37902,0.80713,0.75746,0.75848,0.77952,0.76922,0.76302,0.75902,0.35699,0.79728,0.74856,0.36383,0.73911,0.74086,0.34428,0.76804,0.71673,0.73363,0.72468,0.80121,0.81473,0.84913,0.81628,0.81384,0.79209,0.78795,0.78486,0.78309,0.38886,0.80141,0.79531,0.8094,0.78794,0.80508,0.79764,0.80679,0.78991,0.79786,0.79757,0.64655,0.38175,0.40368,0.37154,0.73839,0.71466,0.58023,0.36482,0.61556,0.34128,0.81146,0.39221,0.85396,0.80754,0.84507,0.85014,0.85927,0.84195,0.8279,0.9045,0.43513,0.83486,0.8062,0.85883,0.84809,0.85926,0.84681,0.46902,0.80261,0.83578,0.8422,0.85146,0.87437,0.88504,0.86614,0.7976,0.80084,0.79725,0.79911,0.80331,0.78744,0.75144,0.74906,0.79327,0.80338,0.7951,0.8047,0.7966,0.80282,0.79147,0.34812,0.34283,0.32332,0.74165,0.78606,0.76231,0.75209,0.74933,0.3237,0.69566,0.73639,0.32437,0.32795,0.79829,0.80433,0.79855,0.39534,0.79697,0.79779,0.77606,0.79548,0.7679,0.75136
41,0.81945,0.83506,0.84218,0.46333,0.78479,0.78275,0.78346,0.78293,0.78275,0.37614,0.7794,0.37563,0.77598,0.77777,0.374,0.81773,0.44606,0.81698,0.4458,0.84013,0.79758,0.46558,0.81475,0.82382,0.81691,0.39969,0.82209,0.85108,0.85779,0.82068,0.44228,0.82315,0.81348,0.42234,0.89315,0.91486,0.85433,0.4037,0.87143,0.84351,0.89522,1.0,0.84174,0.40233,0.40352,0.40324,0.405,0.79086,0.81946,0.40692,0.80962,0.78363,0.82469,0.76465,0.76865,0.8148,0.77912,0.77993,0.78242,0.36622,0.80816,0.40619,0.74543,0.75587,0.76148,0.754,0.78875,0.75417,0.74276,0.74933,0.81566,0.46237,0.88665,0.84808,0.84742,0.80743,0.79298,0.82628,0.81782,0.81916,0.81741,0.81097,0.83243,0.80147,0.81614,0.81366,0.82867,0.8224,0.81738,0.83802,0.65457,0.39032,0.68013,0.38733,0.75965,0.72593,0.5783,0.37078,0.3864,0.34388,0.83007,0.81818,0.85063,0.85245,0.41936,0.84998,0.86406,0.87935,0.8531,0.89242,0.84069,0.83071,0.81923,0.88268,0.43165,0.91175,0.48001,0.88725,0.82192,0.86359,0.87084,0.88648,0.86055,0.86351,0.84881,0.80905,0.40621,0.81613,0.81373,0.81997,0.38196,0.35344,0.7579,0.80907,0.82479,0.81124,0.82205,0.80503,0.81745,0.79901,0.35102,0.74337,0.32422,0.75674,0.79403,0.77778,0.76811,0.75716,0.70015,0.70903,0.74626,0.69106,0.32953,0.81234,0.82492,0.81033,0.81651,0.81281,0.80811,0.37576,0.80928,0.36227,0.76357
42,0.43529,0.88168,0.82047,0.87209,0.80957,0.39144,0.39151,0.78902,0.39272,0.78551,0.78444,0.39181,0.78209,0.3929,0.78093,0.876,0.87481,0.89906,0.44716,0.86241,0.42539,0.88453,0.79466,0.78107,0.84979,0.4343,0.4572,0.94342,0.85847,0.84516,0.87575,0.93581,0.82777,0.85491,0.87095,0.86465,0.82373,0.44275,0.90586,0.98661,0.83913,0.84174,1.0,0.83924,0.43653,0.43339,0.83393,0.85502,0.83945,0.84294,0.43973,0.44443,0.91567,0.81211,0.4292,0.77504,0.8594,0.78798,0.82329,0.72953,0.44457,0.83149,0.77411,0.40934,0.7661,0.70819,0.4698,0.70632,0.76972,0.3883,0.42432,0.92235,0.8474,0.83867,0.84146,0.44986,0.4286,0.38069,0.7811,0.82274,0.83493,0.46163,0.84652,0.43858,0.44627,0.87883,0.47877,0.7965,0.84756,0.39217,0.41794,0.41415,0.49429,0.40517,0.77016,0.81378,0.58866,0.60343,0.61322,0.51663,0.46074,0.84914,0.88784,0.92834,0.46742,0.8745,0.85547,0.86402,0.88093,0.8398,0.85144,0.84299,0.47501,0.84958,0.85439,0.8406,0.90909,0.90545,0.84383,0.86272,0.86028,0.85397,0.86285,0.86088,0.86029,0.40049,0.40752,0.39726,0.40459,0.82728,0.37892,0.74189,0.74053,0.39103,0.40587,0.39415,0.40995,0.43064,0.41055,0.43143,0.34927,0.71753,0.31991,0.74698,0.82733,0.38112,0.37546,0.75953,0.6776,0.68383,0.38981,0.32423,0.32738,0.80895,0.40646,0.39729,0.40637,0.39965,0.43222,0.77374,0.43368,0.75819,0.74309
43,0.50974,0.8254,0.3978,0.82289,0.8429,0.41534,0.85734,0.41872,0.86057,0.41541,0.85669,0.4173,0.85025,0.84828,0.84875,0.8767,0.40439,0.89144,0.79206,0.85313,0.96778,0.83929,0.39088,0.37293,0.92089,0.96174,0.90957,0.85898,0.413,0.90565,0.82664,0.8149,0.40586,0.81917,0.43026,0.39374,0.3941,0.96092,0.83102,0.82873,0.38979,0.40233,0.83919,1.0,0.99281,0.99253,0.98588,0.47216,0.90769,0.98987,0.92465,0.87271,0.86492,0.92047,0.89055,0.77299,0.3986,0.86452,0.89612,0.73187,0.94888,0.85296,0.43897,0.43575,0.84069,0.34692,0.82497,0.34409,0.90021,0.88768,0.51486,0.86224,0.42444,0.44638,0.43703,0.91489,0.92075,0.37537,0.37284,0.85257,0.9036,0.50475,0.89131,0.90418,0.51905,0.91219,0.48009,0.80442,0.49198,0.81338,0.82471,0.45233,0.43268,0.93058,0.83279,0.41635,0.59317,0.37988,0.65933,0.52196,0.50314,0.90213,0.85013,0.84995,0.40196,0.84857,0.41768,0.41968,0.43009,0.40331,0.82062,0.39996,0.49841,0.83054,0.82511,0.78814,0.83237,0.82059,0.87122,0.45728,0.42005,0.42871,0.82892,0.82962,0.40779,0.87996,0.42668,0.41865,0.41708,0.40979,0.81948,0.74281,0.35038,0.87765,0.8492,0.85772,0.41655,0.44557,0.41527,0.44176,0.34928,0.34022,0.321,0.39346,0.42136,0.82403,0.81213,0.80749,0.68461,0.6914,0.41052,0.68688,0.32998,0.87366,0.41348,0.85994,0.41673,0.40873,0.44213,0.7709,0.43119,0.76835,0.74448
44,0.51581,0.82756,0.40001,0.82376,0.84615,0.41555,0.85436,0.85777,0.41843,0.41546,0.41632,0.85335,0.41484,0.84583,0.84612,0.87512,0.82304,0.89438,0.79231,0.85426,0.96116,0.83713,0.3895,0.37202,0.91573,0.96874,0.91559,0.86128,0.41583,0.9063,0.82933,0.41691,0.40859,0.82193,0.43402,0.39299,0.39582,0.95409,0.83087,0.4325,0.3901,0.40352,0.43618,0.99281,1.0,0.99259,0.98424,0.4763,0.91036,0.98283,0.92002,0.87258,0.86419,0.91437,0.88931,0.36855,0.78735,0.47941,0.89813,0.35451,0.9447,0.84963,0.44116,0.4392,0.84212,0.34656,0.82247,0.34401,0.89189,0.88113,0.52188,0.86194,0.4281,0.86667,0.85798,0.91177,0.91687,0.37487,0.37241,0.85672,0.90433,0.50404,0.8927,0.90433,0.52105,0.90852,0.87725,0.79978,0.48688,0.80952,0.82301,0.80182,0.43233,0.92683,0.83342,0.41724,0.59137,0.38049,0.65784,0.52223,0.50848,0.90786,0.85326,0.44394,0.81245,0.43069,0.41918,0.83608,0.43267,0.4052,0.40669,0.39984,0.9092,0.40704,0.41403,0.78691,0.83064,0.81743,0.87512,0.46462,0.42321,0.43322,0.41381,0.41394,0.41101,0.42472,0.86152,0.41858,0.41775,0.41026,0.38937,0.74138,0.7438,0.421,0.84603,0.85482,0.41732,0.44769,0.41614,0.44351,0.73343,0.33987,0.32036,0.39373,0.42332,0.40318,0.39631,0.392,0.32629,0.32999,0.4113,0.6852,0.69598,0.8713,0.41481,0.41721,0.41774,0.40976,0.44471,0.76852,0.43153,0.76656,0.74271
45,0.51435,0.82248,0.39787,0.81905,0.84119,0.85496,0.41499,0.41764,0.85852,0.41465,0.85519,0.85474,0.84929,0.84726,0.84748,0.87016,0.8202,0.43844,0.43191,0.43733,0.9524,0.83434,0.38998,0.78321,0.90661,0.97333,0.91146,0.85645,0.41196,0.46181,0.82663,0.81089,0.40539,0.81904,0.43105,0.39359,0.39634,0.94655,0.82953,0.82425,0.38944,0.40324,0.43325,0.99253,0.99259,1.0,0.99086,0.92268,0.90513,0.98268,0.91258,0.86818,0.86015,0.90568,0.88136,0.77239,0.78264,0.48087,0.8885,0.35564,0.93549,0.84193,0.44028,0.43706,0.45398,0.34771,0.81876,0.34488,0.88456,0.87514,0.52102,0.85699,0.42581,0.86401,0.4403,0.90313,0.91055,0.78805,0.37337,0.85205,0.90137,0.49588,0.45284,0.89643,0.51477,0.89905,0.47648,0.80419,0.47858,0.8123,0.81665,0.44888,0.42999,0.92341,0.83064,0.41432,0.59466,0.38013,0.6578,0.52313,0.50391,0.90285,0.42711,0.84352,0.80943,0.4252,0.41602,0.41895,0.42711,0.40358,0.40303,0.39665,0.49207,0.40644,0.41001,0.78773,0.82915,0.81834,0.87185,0.4615,0.42025,0.43062,0.41079,0.41093,0.40728,0.42383,0.86129,0.41953,0.41841,0.41052,0.39061,0.74319,0.74592,0.4213,0.84724,0.41308,0.41788,0.44589,0.4156,0.87388,0.73623,0.34079,0.67365,0.39477,0.42169,0.82304,0.80989,0.8064,0.3275,0.33048,0.40986,0.32666,0.69783,0.87396,0.41486,0.41707,0.41688,0.41024,0.44276,0.77095,0.42979,0.76841,0.74464
46,0.5129,0.81571,0.39453,0.8099,0.83056,0.41262,0.85544,0.85815,0.85816,0.85245,0.85563,0.41474,0.84817,0.41298,0.84735,0.86239,0.8137,0.87463,0.42866,0.84358,0.46553,0.82855,0.82734,0.78907,0.90158,0.96588,0.50523,0.41731,0.81921,0.45926,0.40083,0.80747,0.4003,0.80811,0.42817,0.39516,0.39522,0.46318,0.40534,0.82362,0.3895,0.405,0.83393,0.98588,0.98424,0.99086,1.0,0.91594,0.4619,0.9832,0.90644,0.86101,0.85463,0.89818,0.87331,0.77688,0.77449,0.47822,0.87879,0.73556,0.92761,0.83414,0.8365,0.43233,0.45369,0.34904,0.8145,0.34428,0.44318,0.86529,0.90492,0.84989,0.84207,0.44666,0.84425,0.8948,0.90666,0.794,0.79061,0.84439,0.89168,0.89012,0.44794,0.45316,0.51084,0.89226,0.47153,0.81339,0.47462,0.39128,0.45319,0.44817,0.69077,0.91367,0.82222,0.41055,0.36883,0.37755,0.65777,0.52561,0.50076,0.89362,0.8425,0.83988,0.39547,0.84046,0.41082,0.83008,0.42378,0.40058,0.81126,0.39645,0.49034,0.40743,0.81342,0.38803,0.83355,0.82363,0.86698,0.45725,0.82922,0.42497,0.81894,0.81969,0.81357,0.42531,0.42776,0.42028,0.41999,0.4112,0.82549,0.74332,0.35117,0.8795,0.84939,0.8605,0.4188,0.44188,0.41644,0.43727,0.35046,0.34076,0.67425,0.39504,0.41825,0.82513,0.81093,0.81007,0.69178,0.69483,0.40601,0.68576,0.69666,0.87712,0.85156,0.86018,0.41836,0.41233,0.43922,0.77431,0.42563,0.76819,0.35423
47,0.88094,0.41707,0.7843,0.42585,0.83769,0.41543,0.41585,0.41648,0.4163,0.83707,0.83498,0.41718,0.83342,0.41725,0.83089,0.86737,0.80738,0.45597,0.44318,0.84569,0.46888,0.41422,0.80774,0.77374,0.91565,0.46844,0.90158,0.43861,0.81184,0.88994,0.81046,0.84834,0.80364,0.41523,0.83201,0.79446,0.40115,0.96949,0.81833,0.84833,0.78691,0.79086,0.85502,0.47215,0.4763,0.92268,0.91594,1.0,0.8888,0.94002,0.93405,0.86669,0.85256,0.92912,0.89277,0.76321,0.41169,0.84983,0.45248,0.7263,0.9491,0.44556,0.84841,0.82089,0.83188,0.70932,0.80943,0.70694,0.87864,0.85675,0.88136,0.43763,0.83269,0.8537,0.84225,0.93846,0.9037,0.37862,0.3763,0.51876,0.89048,0.89498,0.87666,0.91277,0.89045,0.46209,0.86433,0.7918,0.8807,0.80622,0.46525,0.45979,0.68672,0.44452,0.82315,0.42989,0.56956,0.38452,0.65841,0.51855,0.89563,0.90016,0.83571,0.89635,0.79299,0.83419,0.80677,0.81801,0.82952,0.79155,0.79762,0.79285,0.90145,0.82017,0.80389,0.7856,0.41096,0.40261,0.88108,0.83855,0.82608,0.82942,0.81331,0.81253,0.80754,0.86871,0.86705,0.85607,0.85363,0.41395,0.79951,0.73659,0.7375,0.86222,0.85092,0.84287,0.84323,0.87258,0.84264,0.87082,0.72379,0.34032,0.66549,0.79491,0.4262,0.8098,0.39457,0.79409,0.67163,0.67867,0.78846,0.68104,0.69233,0.85638,0.84922,0.85461,0.85178,0.84181,0.87657,0.76247,0.44188,0.76161,0.35433
48,0.91806,0.82863,0.81795,0.43934,0.83364,0.84966,0.85034,0.85418,0.85436,0.41029,0.8504,0.41051,0.84642,0.40869,0.40731,0.87728,0.42141,0.87837,0.44914,0.89677,0.90182,0.43001,0.80752,0.77736,0.48309,0.90059,0.91987,0.85537,0.84468,0.99292,0.41675,0.81421,0.40675,0.40873,0.8914,0.82247,0.8294,0.49631,0.42223,0.82994,0.8035,0.81946,0.83952,0.9077,0.91037,0.90513,0.4619,0.8888,1.0,0.90461,0.90152,0.92807,0.46965,0.87235,0.8616,0.76578,0.79161,0.91261,0.85842,0.34918,0.90901,0.49404,0.83606,0.44066,0.90103,0.71642,0.85649,0.34379,0.83333,0.81751,0.91568,0.46649,0.88509,0.93487,0.92525,0.89624,0.88491,0.78247,0.37555,0.91487,0.97439,0.93633,0.96542,0.88829,0.92276,0.88886,0.89456,0.79651,0.91818,0.80439,0.46016,0.44755,0.71318,0.85628,0.91092,0.44871,0.60642,0.64798,0.40339,0.34688,0.9216,0.96632,0.89302,0.84932,0.40593,0.87972,0.84155,0.88295,0.88049,0.83086,0.83022,0.81653,0.93504,0.85654,0.83778,0.80309,0.43145,0.41539,0.9396,0.88031,0.86229,0.88203,0.84112,0.84306,0.83155,0.8452,0.85195,0.84173,0.84429,0.83963,0.8074,0.34868,0.34886,0.83994,0.84354,0.83246,0.84151,0.45229,0.43323,0.46075,0.34885,0.71844,0.31958,0.78875,0.8634,0.81011,0.79498,0.40056,0.3271,0.68836,0.81204,0.32595,0.32918,0.84717,0.84602,0.84496,0.83838,0.82932,0.45641,0.3735,0.88425,0.35906,0.7407
49,0.51571,0.82443,0.80304,0.8246,0.84135,0.411,0.41136,0.85764,0.85762,0.85203,0.85281,0.85283,0.84795,0.84597,0.84644,0.87948,0.82499,0.89702,0.79155,0.8562,0.96831,0.84096,0.39316,0.79013,0.93224,0.94744,0.9078,0.42288,0.8255,0.90557,0.82402,0.82052,0.4042,0.81593,0.85022,0.39669,0.39662,0.96727,0.82885,0.83255,0.79902,0.40692,0.84294,0.98987,0.98283,0.98268,0.9832,0.94002,0.90461,1.0,0.93511,0.87584,0.86897,0.92698,0.89638,0.77748,0.39909,0.86554,0.90463,0.73656,0.96027,0.86163,0.43725,0.43447,0.8369,0.34833,0.83007,0.3451,0.89924,0.87915,0.51586,0.86497,0.85099,0.85982,0.85241,0.92083,0.92328,0.79513,0.7908,0.85381,0.90284,0.90371,0.88991,0.9057,0.52419,0.9223,0.87332,0.81336,0.86705,0.81959,0.82154,0.45112,0.4375,0.92258,0.83454,0.41597,0.59237,0.38078,0.66369,0.52569,0.91207,0.90221,0.84857,0.85676,0.40186,0.84686,0.41891,0.83677,0.84239,0.40386,0.40392,0.79591,0.90911,0.41235,0.82108,0.79297,0.84147,0.82879,0.87139,0.85461,0.83549,0.84342,0.82505,0.82579,0.82045,0.42601,0.87274,0.86707,0.42006,0.41373,0.82204,0.74514,0.74665,0.42042,0.85799,0.86386,0.41952,0.44349,0.42061,0.87947,0.35008,0.34074,0.67452,0.39407,0.4197,0.82831,0.81839,0.81349,0.69045,0.69455,0.40676,0.68799,0.33027,0.87947,0.85878,0.86666,0.87018,0.41483,0.44115,0.77608,0.43065,0.77035,0.74664
50,0.50205,0.83928,0.81896,0.86438,0.42594,0.82809,0.83091,0.83222,0.83228,0.40839,0.82517,0.82632,0.82492,0.82238,0.40518,0.92345,0.41303,0.95048,0.79901,0.87959,0.95261,0.85802,0.82045,0.78463,0.9504,0.88939,0.89022,0.86979,0.81997,0.89953,0.41049,0.84739,0.81142,0.40405,0.84917,0.80841,0.79311,0.95474,0.83712,0.43382,0.79336,0.80962,0.43973,0.92465,0.92002,0.91258,0.90644,0.93405,0.90152,0.93511,1.0,0.89171,0.91531,0.92372,0.44977,0.77799,0.82263,0.8652,0.91596,0.35541,0.97467,0.91254,0.42337,0.44172,0.84956,0.34517,0.86259,0.71861,0.88264,0.86308,0.49093,0.89363,0.85956,0.88334,0.889,0.95835,0.44556,0.79128,0.78527,0.87374,0.91184,0.5308,0.91357,0.45085,0.52428,0.96406,0.89884,0.80833,0.53509,0.82443,0.76596,0.71918,0.46825,0.88082,0.84832,0.44234,0.38112,0.38378,0.6386,0.51533,0.89133,0.89923,0.85353,0.90335,0.81079,0.85663,0.83074,0.8531,0.85198,0.82512,0.41258,0.80438,0.52535,0.83317,0.82304,0.8018,0.86327,0.84368,0.86215,0.84432,0.83843,0.842,0.82163,0.82053,0.81976,0.42678,0.88124,0.41496,0.4224,0.41883,0.38959,0.74326,0.74509,0.41718,0.87248,0.84673,0.42067,0.45126,0.42849,0.43901,0.73606,0.33922,0.32148,0.3904,0.42871,0.40025,0.3927,0.39339,0.68452,0.32784,0.40971,0.32642,0.69806,0.8666,0.41769,0.41679,0.43273,0.41956,0.4536,0.77758,0.44374,0.767,0.74727
