,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
49,0.98324,0.99338,0.99672,0.9945,0.98875,0.98608,0.96031,0.96589,0.95947,0.95747,0.97894,0.97881,0.98038,0.98049,0.97925,0.97924,0.98017,0.98013,0.98077,0.98066,0.98302,0.99295,0.98527,0.99247,0.98278,0.98567,0.99178,0.98854,0.99452,0.99576,0.98583,0.98309,0.99286,0.99307,0.99327,0.98321,0.99864,0.99361,0.99692,0.99482,0.9947,0.99544,0.98681,0.9935,0.99605,0.99811,0.98741,0.99625,0.99771,1.0,0.98548,0.99363,0.98412,0.99182,0.98329,0.99394,0.99344,0.99806,0.99736,0.99827,0.98504,0.98389,0.98486,0.98631,0.98392,0.98556,0.99331,0.99657,0.97824,0.99794,0.98551,0.99292,0.9927,0.98308,0.99476,0.98362,0.99844,0.99466,0.9969,0.9899,0.99366,0.99475,0.99475,0.99851,0.98919,0.99651,0.99045,0.99637,0.99872,0.99982,0.9954,0.99463,0.99326,0.99271,0.99589,0.99655,0.99044,0.98771,0.99916,0.99883,0.98468,0.98594,0.98448,0.98506,0.98336,0.99303,0.9861,0.98569,0.97581,0.99344,0.98323,0.98873,0.98582,0.98888,0.99832,0.98417,0.99785,0.99596,0.99635,0.99453,0.98305,0.99424,0.99045,0.98864,0.98966,0.98647,0.99169,0.97184,0.99366,0.98882,0.99434,0.99396,0.98812,0.98525,0.99332,0.9727,0.9933,0.98761,0.97753,0.98781,0.98887,0.98872,0.99299,0.99308,0.99318,0.98061,0.98042,0.97948,0.9795,0.98073,0.98109,0.98107,0.98088,0.98013,0.9801,0.94141,0.84738,0.94819,0.84944,0.84486,0.96079,0.9057,0.8895,0.91105,0.91066,0.98484,0.98444,0.98535,0.98555,0.98467,0.98316,0.98396,0.98452,0.98218,0.97779,0.84776,0.90549,0.88466,0.88917,0.91423,0.88305,0.85435,0.91913,0.8953,0.82497,0.98295,0.98483,0.98459,0.98271,0.98327,0.98317,0.98282,0.98212,0.97419,0.97292,0.84604,0.84558,0.8773,0.88905,0.94078,0.88151,0.88722,0.86749,0.90803,0.90763,0.84925,0.93541,0.84885,0.88405,0.90847,0.94801,0.90235,0.88847,0.91642,0.86724,0.94084,0.93763,0.88798,0.95908,0.93873,0.91284,0.91762,0.85051,0.85182,0.87058,0.94283,0.887,0.84968,0.88698,0.85153,0.91247,0.88767,0.88951,0.88737,0.89672
50,0.99824,0.98713,0.98654,0.98703,0.99531,0.99834,0.95447,0.96387,0.96096,0.95749,0.99112,0.99095,0.99256,0.99262,0.99134,0.99135,0.99253,0.99251,0.99292,0.99278,0.99848,0.98689,0.99889,0.98665,0.99814,0.99939,0.98593,0.99756,0.98579,0.98613,0.99968,0.99068,0.98672,0.98663,0.9871,0.99054,0.98694,0.98804,0.98833,0.98586,0.98711,0.98701,0.99899,0.98647,0.98326,0.98562,0.99203,0.98322,0.98828,0.98548,1.0,0.98715,0.99174,0.98626,0.99866,0.98837,0.98788,0.98439,0.98831,0.98695,0.99934,0.9921,0.99872,0.99918,0.99217,0.9988,0.98725,0.98805,0.96968,0.98563,0.99914,0.98692,0.98625,0.99108,0.98848,0.99183,0.98723,0.98892,0.98833,0.98089,0.98711,0.98729,0.98592,0.98499,0.99628,0.98341,0.98978,0.98312,0.98747,0.98529,0.98712,0.98798,0.98646,0.98751,0.98801,0.98374,0.98867,0.99197,0.98712,0.98701,0.99024,0.99169,0.98961,0.99025,0.98797,0.97737,0.99065,0.99047,0.98049,0.97856,0.99853,0.99514,0.99942,0.99724,0.98497,0.99215,0.98368,0.98863,0.98832,0.98936,0.99582,0.98839,0.98644,0.98451,0.98759,0.98895,0.98741,0.98162,0.98798,0.981,0.98857,0.98755,0.98624,0.9961,0.98721,0.98259,0.98839,0.98465,0.98867,0.98751,0.99603,0.99605,0.98693,0.98697,0.98694,0.99266,0.99197,0.99155,0.99151,0.99322,0.99314,0.99312,0.99311,0.99234,0.99233,0.94255,0.85308,0.94166,0.85457,0.85032,0.95084,0.90757,0.88848,0.91571,0.91587,0.99797,0.99844,0.99761,0.9971,0.99752,0.99775,0.99657,0.99635,0.99433,0.98996,0.85425,0.90844,0.88065,0.88221,0.91997,0.87769,0.85827,0.92151,0.90088,0.82926,0.9977,0.99844,0.99845,0.99752,0.99815,0.99788,0.99707,0.99676,0.98884,0.98754,0.8515,0.85045,0.86926,0.88217,0.93504,0.88086,0.89118,0.85981,0.90391,0.91434,0.85453,0.93596,0.854,0.87586,0.91259,0.95132,0.89661,0.88316,0.91621,0.86791,0.94136,0.93643,0.8847,0.96172,0.93452,0.91487,0.92154,0.85623,0.85698,0.86013,0.94539,0.8787,0.85608,0.8789,0.8579,0.91714,0.88083,0.89267,0.87932,0.90212
51,0.98653,0.99977,0.99825,0.99962,0.98211,0.98554,0.9577,0.96294,0.95868,0.95511,0.97898,0.97881,0.98046,0.98053,0.9791,0.97909,0.98054,0.9805,0.98091,0.98075,0.98631,0.99982,0.98679,0.99963,0.98624,0.9872,0.9982,0.98488,0.9984,0.9983,0.98656,0.98971,0.9998,0.998,0.99984,0.98972,0.99496,0.99717,0.99737,0.99846,0.99967,0.99927,0.98662,0.99814,0.99185,0.99345,0.99145,0.99223,0.99679,0.99363,0.98715,1.0,0.99026,0.9978,0.98663,0.99715,0.99918,0.99595,0.99721,0.9938,0.98761,0.99027,0.98718,0.98695,0.99021,0.98731,0.99977,0.9977,0.98132,0.99227,0.98804,0.99984,0.99845,0.98956,0.99698,0.9897,0.99594,0.9985,0.9974,0.992,0.99986,0.99963,0.99688,0.99215,0.98338,0.99234,0.98966,0.99208,0.99631,0.99338,0.99939,0.99963,0.99814,0.99781,0.99665,0.9927,0.98705,0.99113,0.99571,0.99608,0.97664,0.9779,0.9766,0.97735,0.97561,0.98845,0.97791,0.97762,0.96763,0.98612,0.98619,0.98223,0.98712,0.98507,0.99142,0.98992,0.99424,0.99793,0.99765,0.9972,0.98288,0.99395,0.99132,0.98604,0.98966,0.98816,0.99126,0.96768,0.99494,0.98737,0.9951,0.99293,0.98891,0.98489,0.99265,0.96866,0.99358,0.98677,0.97496,0.98606,0.98269,0.9826,0.99982,0.99984,0.99986,0.98067,0.98027,0.97948,0.97944,0.98127,0.98115,0.98112,0.98128,0.98019,0.98019,0.93929,0.8452,0.94507,0.84606,0.84156,0.9557,0.903,0.88376,0.90814,0.90675,0.98574,0.98557,0.98517,0.98469,0.98455,0.98574,0.98351,0.98363,0.9817,0.97749,0.84594,0.90342,0.87956,0.88442,0.91378,0.87815,0.84964,0.91584,0.89105,0.82089,0.98645,0.98716,0.98721,0.98623,0.98658,0.98618,0.9854,0.98542,0.97801,0.97688,0.84361,0.8423,0.87141,0.88378,0.93568,0.87569,0.88134,0.86282,0.90435,0.90379,0.84632,0.93117,0.84564,0.8785,0.90616,0.94572,0.89731,0.88432,0.91345,0.86079,0.93803,0.93282,0.88217,0.95411,0.93537,0.90991,0.91411,0.84805,0.84826,0.86504,0.93901,0.88145,0.84809,0.88146,0.84969,0.90933,0.88198,0.88468,0.88129,0.89205
52,0.99333,0.99016,0.98787,0.98956,0.98612,0.99068,0.95551,0.96447,0.96103,0.9567,0.98129,0.98112,0.98301,0.98302,0.98147,0.98151,0.9831,0.98303,0.98343,0.98339,0.99269,0.99018,0.99239,0.9902,0.99305,0.99049,0.9901,0.98782,0.98809,0.98833,0.99125,0.99954,0.9905,0.99024,0.99041,0.99939,0.98655,0.98954,0.98796,0.98847,0.98962,0.98914,0.98991,0.98953,0.9857,0.98461,0.99756,0.98583,0.98698,0.98412,0.99174,0.99026,1.0,0.99008,0.99267,0.98975,0.99026,0.98586,0.98741,0.98529,0.99109,0.99974,0.99268,0.98994,0.99974,0.99203,0.99009,0.98788,0.96929,0.98371,0.99245,0.99049,0.99034,0.99952,0.98957,0.99952,0.98663,0.98959,0.9877,0.98137,0.99012,0.98977,0.98811,0.98415,0.98662,0.98597,0.99399,0.98553,0.98613,0.98359,0.9893,0.98996,0.98948,0.99167,0.9878,0.98636,0.99343,0.99717,0.98587,0.98611,0.98239,0.98348,0.97975,0.98036,0.97824,0.97962,0.98135,0.98165,0.96856,0.97711,0.9929,0.98691,0.99109,0.9885,0.98417,0.99956,0.98469,0.98873,0.98828,0.98891,0.98546,0.98602,0.98453,0.98101,0.98481,0.98726,0.98677,0.96902,0.98693,0.9804,0.98681,0.98514,0.98406,0.99163,0.98522,0.97022,0.98771,0.98297,0.97797,0.98493,0.98693,0.98679,0.99036,0.99031,0.9903,0.98362,0.98341,0.98214,0.98209,0.98367,0.98396,0.98393,0.98373,0.98304,0.98305,0.94211,0.84879,0.94294,0.84944,0.8442,0.95111,0.9082,0.889,0.91118,0.91275,0.98888,0.99091,0.98925,0.98867,0.9888,0.98888,0.98606,0.98614,0.98296,0.97812,0.84868,0.9088,0.88096,0.88328,0.91946,0.87992,0.85284,0.92137,0.89653,0.82487,0.99142,0.99183,0.99172,0.9908,0.99033,0.99,0.98833,0.9885,0.9801,0.97886,0.8472,0.84554,0.87082,0.8831,0.93505,0.88147,0.88822,0.85919,0.90395,0.9099,0.84965,0.93309,0.84897,0.8768,0.91178,0.9488,0.89667,0.88369,0.91649,0.864,0.94176,0.9351,0.88637,0.96165,0.93415,0.91485,0.91969,0.8515,0.85156,0.85989,0.9427,0.8791,0.85145,0.87918,0.85223,0.91617,0.88082,0.8917,0.87929,0.89817
53,0.98608,0.99751,0.99589,0.99759,0.98076,0.98523,0.95569,0.95995,0.956,0.95231,0.97716,0.97696,0.97883,0.97879,0.97666,0.97669,0.97895,0.97886,0.979,0.97889,0.98572,0.99739,0.98731,0.99729,0.98576,0.98526,0.99979,0.98284,0.99715,0.99661,0.98571,0.99041,0.99823,0.99932,0.99775,0.99067,0.99431,0.99807,0.99581,0.99776,0.99772,0.99744,0.98488,0.99884,0.99158,0.99307,0.99065,0.99197,0.99472,0.99182,0.98626,0.9978,0.99008,1.0,0.98599,0.9982,0.99831,0.99412,0.99493,0.99024,0.98596,0.99005,0.98793,0.9848,0.98988,0.98759,0.99695,0.99557,0.9793,0.98818,0.98641,0.99752,0.99929,0.98975,0.99729,0.98953,0.99431,0.99537,0.9949,0.9881,0.99801,0.99791,0.99727,0.99193,0.9816,0.99193,0.98842,0.99163,0.99436,0.99115,0.99737,0.99707,0.99895,0.99808,0.99659,0.9925,0.98628,0.98996,0.99382,0.99444,0.97418,0.97573,0.9729,0.97383,0.97075,0.98466,0.9754,0.97523,0.96223,0.98188,0.98556,0.98173,0.98554,0.98314,0.991,0.9896,0.99056,0.99621,0.99562,0.9936,0.97888,0.99018,0.9861,0.98113,0.98553,0.9849,0.98832,0.96136,0.99072,0.98455,0.99187,0.98895,0.98447,0.98247,0.98815,0.96261,0.99108,0.98427,0.96938,0.98276,0.98158,0.98148,0.9983,0.99821,0.99827,0.97932,0.97945,0.97777,0.97771,0.97959,0.97949,0.97946,0.97979,0.97817,0.97817,0.93662,0.84213,0.94075,0.84329,0.83807,0.95069,0.90065,0.88092,0.90437,0.90358,0.98397,0.98486,0.98366,0.98305,0.98224,0.98493,0.97996,0.97993,0.97736,0.97295,0.84243,0.90089,0.87747,0.88246,0.9106,0.876,0.84691,0.9128,0.88756,0.81509,0.98498,0.98618,0.98621,0.98445,0.98473,0.98476,0.98202,0.98237,0.97502,0.97439,0.84046,0.83916,0.86931,0.88171,0.93173,0.87311,0.87848,0.85486,0.90063,0.9,0.84346,0.92879,0.84272,0.87595,0.90291,0.94115,0.89471,0.88046,0.91006,0.85457,0.93552,0.92912,0.87971,0.95033,0.93174,0.90737,0.911,0.84495,0.84539,0.85761,0.93634,0.87931,0.84552,0.87926,0.8463,0.90683,0.87865,0.88224,0.87886,0.8891
54,0.9996,0.98695,0.98461,0.98622,0.99323,0.99707,0.95334,0.96298,0.96025,0.95615,0.99148,0.99133,0.99275,0.99274,0.99166,0.99168,0.99294,0.9929,0.99301,0.99303,0.99988,0.98684,0.99857,0.98679,0.9997,0.99817,0.98565,0.99551,0.9846,0.98451,0.99832,0.99166,0.98671,0.98591,0.98696,0.99157,0.98495,0.98815,0.98692,0.98472,0.98614,0.98563,0.99706,0.98556,0.98201,0.98384,0.99032,0.98192,0.98617,0.98329,0.99866,0.98663,0.99267,0.98599,1.0,0.98813,0.98688,0.98211,0.98668,0.9852,0.99849,0.99303,0.99862,0.99772,0.99311,0.99837,0.98698,0.98682,0.96985,0.9839,0.99829,0.98687,0.98577,0.99219,0.98799,0.99262,0.98505,0.98848,0.98697,0.98055,0.98661,0.9862,0.98431,0.98348,0.994,0.98218,0.98725,0.98175,0.98528,0.98314,0.98586,0.98728,0.98554,0.98777,0.98669,0.98248,0.98626,0.99004,0.98508,0.98521,0.98899,0.99036,0.9882,0.9888,0.98707,0.97641,0.98914,0.98903,0.98011,0.97745,0.9994,0.9933,0.9981,0.99513,0.98307,0.99241,0.98165,0.9874,0.98701,0.98852,0.99445,0.98668,0.98517,0.98251,0.98621,0.98769,0.98583,0.97965,0.98677,0.97929,0.98723,0.98571,0.98532,0.99491,0.98571,0.98076,0.98737,0.98288,0.9867,0.98526,0.99405,0.99404,0.98663,0.98664,0.98656,0.99296,0.99217,0.99189,0.99183,0.99339,0.99337,0.99336,0.99312,0.99276,0.99276,0.942,0.854,0.94049,0.85485,0.85043,0.94959,0.90661,0.88685,0.91399,0.91459,0.99666,0.99815,0.99636,0.99563,0.99661,0.99699,0.99495,0.99453,0.99336,0.98975,0.85474,0.90713,0.87908,0.88066,0.91896,0.87611,0.85809,0.91985,0.8991,0.82702,0.99903,0.99879,0.99882,0.99887,0.99841,0.9984,0.99655,0.99656,0.99111,0.98983,0.85228,0.85085,0.8682,0.88058,0.93326,0.8792,0.88979,0.8581,0.90271,0.91286,0.85505,0.93437,0.85437,0.87458,0.91144,0.9505,0.89484,0.88189,0.91476,0.86638,0.94031,0.93469,0.8834,0.96025,0.93335,0.91408,0.9196,0.85678,0.85692,0.85838,0.94298,0.87688,0.85692,0.87703,0.85823,0.91498,0.87903,0.89111,0.8777,0.90036
55,0.98846,0.99701,0.99566,0.99679,0.98324,0.98807,0.95823,0.96374,0.95923,0.95599,0.98009,0.97992,0.98156,0.98156,0.97985,0.97989,0.98154,0.98146,0.98177,0.98166,0.98804,0.99679,0.98957,0.9966,0.98813,0.98756,0.99807,0.98518,0.99562,0.99558,0.98815,0.98953,0.99742,0.99826,0.99735,0.98965,0.99628,0.99973,0.99757,0.99624,0.99693,0.99683,0.98721,0.99765,0.99109,0.99555,0.99027,0.99143,0.99677,0.99394,0.98837,0.99715,0.98975,0.9982,0.98813,1.0,0.9974,0.99326,0.99686,0.99354,0.98798,0.98958,0.98988,0.98715,0.9894,0.98952,0.99673,0.99714,0.97842,0.99176,0.98836,0.99685,0.99813,0.98906,0.99958,0.9891,0.99606,0.99759,0.99683,0.98821,0.99721,0.99723,0.99642,0.99462,0.98404,0.99156,0.98808,0.99125,0.99618,0.99339,0.99678,0.99727,0.99766,0.99711,0.99862,0.99195,0.986,0.98964,0.99572,0.99602,0.97778,0.97921,0.97619,0.97693,0.97444,0.98528,0.97854,0.9784,0.96594,0.9845,0.98793,0.9846,0.9878,0.98527,0.99417,0.98928,0.99152,0.99788,0.99732,0.99658,0.98249,0.99389,0.99059,0.98538,0.98964,0.98535,0.98877,0.96567,0.99436,0.98783,0.99534,0.99277,0.98913,0.98586,0.99247,0.96687,0.99441,0.98509,0.97347,0.98356,0.98403,0.98402,0.99724,0.99722,0.99721,0.98196,0.98205,0.98065,0.98062,0.98211,0.98219,0.98215,0.98231,0.98113,0.98112,0.94036,0.84546,0.9445,0.84677,0.84176,0.95556,0.90454,0.88435,0.90814,0.9082,0.98645,0.9874,0.98676,0.98619,0.98541,0.98687,0.98346,0.98334,0.98063,0.97624,0.84561,0.90434,0.8799,0.88526,0.9143,0.87857,0.85042,0.91696,0.89124,0.82027,0.98709,0.98838,0.98838,0.98663,0.98675,0.98668,0.98471,0.98487,0.97717,0.97617,0.84395,0.84272,0.87215,0.88475,0.93551,0.87641,0.88222,0.86001,0.90482,0.90454,0.8469,0.93264,0.84627,0.87863,0.90684,0.94586,0.89792,0.88407,0.91429,0.86105,0.93895,0.93287,0.8826,0.9538,0.93578,0.91158,0.91503,0.8484,0.84899,0.86187,0.93993,0.88168,0.84831,0.88174,0.84918,0.90978,0.88173,0.88533,0.88131,0.89226
56,0.98643,0.99872,0.99734,0.99862,0.9825,0.98574,0.95773,0.96184,0.95767,0.95405,0.97754,0.97733,0.97931,0.97933,0.97747,0.97747,0.97946,0.9794,0.97968,0.97953,0.98647,0.99884,0.98713,0.99868,0.9863,0.98761,0.99845,0.98525,0.9978,0.99775,0.98696,0.98995,0.99905,0.99817,0.99892,0.99008,0.99525,0.9974,0.99707,0.99806,0.99887,0.9985,0.9871,0.99822,0.99203,0.99337,0.9921,0.99237,0.9967,0.99344,0.98788,0.99918,0.99026,0.99831,0.98688,0.9974,1.0,0.99561,0.99671,0.99296,0.98799,0.9903,0.98751,0.98722,0.99025,0.98766,0.99866,0.99702,0.97905,0.99113,0.98827,0.99906,0.99848,0.9897,0.9971,0.9898,0.99622,0.99764,0.99675,0.98967,0.999,0.99891,0.99693,0.99197,0.98389,0.99239,0.99012,0.9922,0.99608,0.99307,0.99854,0.99867,0.99829,0.99811,0.9967,0.99282,0.98745,0.99161,0.99544,0.99568,0.97592,0.97737,0.97581,0.97668,0.97404,0.9868,0.97712,0.97698,0.96519,0.98449,0.98647,0.9822,0.98763,0.98536,0.99137,0.9901,0.99319,0.99782,0.99731,0.99654,0.98204,0.99346,0.98985,0.98556,0.98915,0.98743,0.99086,0.96635,0.99388,0.98745,0.99476,0.99229,0.98762,0.98483,0.99143,0.96729,0.99349,0.98668,0.97365,0.98563,0.98311,0.98301,0.99925,0.99923,0.99926,0.97961,0.97919,0.97811,0.97806,0.98035,0.98007,0.98004,0.98026,0.97886,0.97886,0.93792,0.84275,0.94395,0.84384,0.83903,0.95294,0.90166,0.88248,0.90673,0.90512,0.98612,0.98609,0.98505,0.9846,0.98454,0.98617,0.98277,0.98303,0.98048,0.97569,0.84343,0.90267,0.87896,0.88381,0.91257,0.87748,0.84742,0.91439,0.88962,0.81861,0.98639,0.9872,0.98719,0.98597,0.98655,0.98626,0.98476,0.98476,0.97625,0.9753,0.84106,0.83981,0.87041,0.88309,0.93434,0.87464,0.87992,0.85947,0.90249,0.90204,0.84404,0.93036,0.84339,0.87761,0.90519,0.94283,0.89642,0.88289,0.91213,0.85766,0.93716,0.93154,0.88108,0.95207,0.93414,0.90839,0.91294,0.84564,0.84614,0.86206,0.93877,0.88103,0.84634,0.881,0.84752,0.90915,0.88107,0.88421,0.88078,0.89146
57,0.982,0.99535,0.99817,0.99664,0.98609,0.98403,0.95979,0.96435,0.95857,0.95584,0.97616,0.976,0.9778,0.97794,0.97655,0.97653,0.9777,0.97767,0.9784,0.97826,0.98176,0.99519,0.98373,0.99489,0.98158,0.98428,0.99436,0.98672,0.99723,0.99832,0.98442,0.98517,0.99512,0.99506,0.99523,0.98522,0.99742,0.99287,0.99649,0.99744,0.99687,0.99733,0.98521,0.99529,0.99629,0.99563,0.98888,0.99664,0.99665,0.99806,0.98439,0.99595,0.98586,0.99412,0.98211,0.99326,0.99561,1.0,0.99692,0.99611,0.98396,0.98569,0.98349,0.98484,0.98578,0.98412,0.99527,0.99654,0.97852,0.99529,0.98481,0.99533,0.99504,0.98517,0.99371,0.98557,0.99789,0.99432,0.99653,0.99087,0.99586,0.99674,0.99594,0.99562,0.98672,0.99688,0.99125,0.99662,0.99781,0.99772,0.99735,0.99591,0.99515,0.99479,0.9945,0.99712,0.99072,0.98899,0.99807,0.99813,0.98157,0.98285,0.98128,0.98189,0.97994,0.99283,0.98264,0.98247,0.97177,0.99068,0.98216,0.98592,0.98457,0.98738,0.99544,0.98608,0.99789,0.99586,0.9963,0.99339,0.98119,0.99233,0.98834,0.98626,0.98747,0.98741,0.99203,0.96945,0.99219,0.98766,0.99282,0.99203,0.98551,0.98351,0.99107,0.97035,0.99191,0.98739,0.97532,0.98766,0.98629,0.98609,0.9954,0.99543,0.9956,0.97807,0.97773,0.97679,0.97679,0.97844,0.97869,0.97867,0.9785,0.97759,0.97757,0.9397,0.84669,0.94653,0.84795,0.84331,0.95898,0.9043,0.88779,0.90993,0.90842,0.9831,0.9827,0.98319,0.98335,0.98268,0.98143,0.98174,0.98246,0.97986,0.97513,0.8471,0.90413,0.88318,0.88757,0.9137,0.88159,0.85272,0.91805,0.89349,0.82316,0.98179,0.98339,0.98317,0.98145,0.98215,0.98178,0.9816,0.981,0.9724,0.97111,0.84535,0.84453,0.87581,0.88732,0.9389,0.87951,0.88532,0.86657,0.90624,0.9065,0.84798,0.93308,0.84751,0.88235,0.90698,0.94627,0.90083,0.88652,0.91524,0.86392,0.93941,0.93576,0.88664,0.95787,0.93656,0.91143,0.91599,0.84973,0.85027,0.86986,0.94085,0.8854,0.84914,0.88537,0.85093,0.91111,0.8858,0.88818,0.88575,0.89496
58,0.98642,0.99681,0.99802,0.99773,0.98571,0.9873,0.96083,0.96596,0.95966,0.95683,0.98063,0.98047,0.98221,0.98232,0.98094,0.98092,0.98228,0.98224,0.98282,0.98268,0.98631,0.99674,0.98769,0.99643,0.98607,0.98822,0.995,0.98801,0.9978,0.99836,0.98818,0.98665,0.99645,0.9954,0.99683,0.98677,0.99733,0.99679,0.99974,0.99788,0.99773,0.99784,0.98855,0.9955,0.99228,0.99612,0.98984,0.99257,0.99925,0.99736,0.98831,0.99721,0.98741,0.99493,0.98668,0.99686,0.99671,0.99692,1.0,0.99741,0.98823,0.98736,0.98769,0.98859,0.98737,0.98827,0.99707,0.99976,0.98135,0.99615,0.98874,0.99673,0.99547,0.98671,0.99718,0.98707,0.9984,0.99844,0.99986,0.99277,0.99708,0.99755,0.99547,0.99528,0.98701,0.99287,0.98991,0.99255,0.99927,0.99716,0.99799,0.99791,0.99544,0.99536,0.99741,0.99313,0.98762,0.98976,0.99908,0.99918,0.98106,0.98228,0.98078,0.98146,0.9797,0.98929,0.98234,0.98219,0.9725,0.98987,0.98644,0.9858,0.98837,0.98824,0.99494,0.98742,0.99554,0.99929,0.99961,0.99807,0.98521,0.99629,0.99334,0.98975,0.99204,0.98873,0.99254,0.97198,0.99648,0.99079,0.99701,0.99562,0.99066,0.98741,0.99541,0.97295,0.99557,0.98788,0.97863,0.98802,0.98611,0.98598,0.99653,0.99659,0.99666,0.98237,0.98183,0.98116,0.98112,0.98312,0.98306,0.98305,0.98297,0.98196,0.98194,0.9403,0.84713,0.94639,0.84799,0.84352,0.95914,0.90476,0.88671,0.91009,0.90897,0.98708,0.98684,0.98664,0.98655,0.9864,0.98605,0.9856,0.98598,0.98422,0.98004,0.84776,0.90461,0.88214,0.88669,0.91505,0.88062,0.85201,0.9194,0.89343,0.82374,0.98666,0.98777,0.98765,0.98645,0.98681,0.98653,0.9863,0.98589,0.97849,0.97723,0.84566,0.84471,0.8743,0.88649,0.93822,0.87869,0.88457,0.86653,0.907,0.9079,0.8482,0.93378,0.84762,0.88113,0.90757,0.94733,0.90039,0.8865,0.91595,0.86589,0.93909,0.93526,0.88512,0.95699,0.93731,0.91252,0.91699,0.85006,0.85005,0.86854,0.94143,0.8842,0.84982,0.88423,0.85155,0.91129,0.88518,0.88752,0.88443,0.89492
