,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,pdb_iter_uniref_a3m_0,pdb_iter_uniref_a3m_1,pdb_iter_uniref_a3m_2,pdb_iter_uniref_a3m_3,pdb_iter_uniref_a3m_4,pdb_iter_uniref_a3m_5,pdb_iter_uniref_a3m_6,pdb_iter_uniref_a3m_7,pdb_iter_uniref_a3m_8,pdb_iter_uniref_a3m_9,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
55,0.94568,0.9386,0.94341,0.95201,0.95494,0.91131,0.91138,0.91195,0.91152,0.90873,0.90894,0.91213,0.91171,0.91196,0.9122,0.95773,0.95646,0.98352,0.98533,0.97704,0.96998,0.99216,0.97387,0.98274,0.98344,0.94429,0.94705,0.93985,0.94353,0.95397,0.94734,0.98395,0.97301,0.98596,0.95335,0.95317,0.97529,0.98321,0.97968,0.9982,0.9985,0.96743,0.97134,0.96525,0.9809,0.95282,0.97437,0.96868,0.98463,0.95773,0.99238,0.96813,0.98394,0.99798,0.98483,1.0,0.97727,0.98061,0.97805,0.98228,0.99968,0.96366,0.97014,0.96467,0.98198,0.94763,0.9424,0.95644,0.93412,0.98116,0.95468,0.95268,0.95447,0.95174,0.96343,0.97439,0.97295,0.99853,0.95381,0.98502,0.98425,0.99826,0.95542,0.98285,0.98025,0.87539,0.88152,0.87759,0.88406,0.86036,0.86565,0.85867,0.75864,0.8042,0.81946,0.95172,0.94906,0.95076,0.99111,0.9911,0.77986,0.81913,0.82022,0.82965,0.82407,0.86726,0.82336,0.88231,0.81474,0.81237,0.91006,0.9097,0.91034,0.92685,0.90877,0.90869,0.91261,0.91237,0.91273,0.91254,0.88443,0.80184,0.80338,0.7595,0.79703,0.80239,0.8148,0.73016,0.7993,0.82115,0.94968,0.95157,0.9491,0.91561,0.92605,0.95466,0.95524,0.91539,0.95782,0.92502,0.91251,0.904,0.82154,0.83293,0.7908,0.82958,0.83488,0.81472,0.81853,0.84396,0.95308,0.94972,0.95985,0.94929,0.94976,0.95962,0.94702,0.95069,0.96923,0.98625,0.81463,0.79054,0.77681,0.81185,0.79736,0.78703,0.80374,0.81135,0.80101,0.8038,0.87354,0.80605,0.79291,0.79991,0.80055,0.79375,0.76002,0.87584,0.80836,0.80459,0.90478,0.9289,0.82629,0.83512,0.90746,0.85204,0.77193,0.87955,0.87138,0.8674,0.79125,0.78979,0.7948,0.79181,0.79536,0.78637,0.79461,0.79291,0.87319,0.7592
56,0.94984,0.94463,0.9471,0.95612,0.95491,0.91608,0.91612,0.9166,0.9162,0.91346,0.91366,0.91643,0.91608,0.91627,0.91687,0.96366,0.95889,0.97182,0.96996,0.99334,0.96517,0.97182,0.96802,0.97043,0.97183,0.9513,0.95318,0.94469,0.94819,0.95324,0.94868,0.97152,0.96796,0.97173,0.95463,0.95744,0.99157,0.97088,0.97068,0.9763,0.97816,0.96621,0.97304,0.96484,0.97153,0.95591,0.99125,0.9683,0.97235,0.96031,0.97302,0.96352,0.97246,0.97606,0.97086,0.97727,1.0,0.97078,0.99765,0.97102,0.97624,0.96119,0.97188,0.9653,0.97304,0.9529,0.94719,0.95509,0.94218,0.96992,0.96038,0.95409,0.95505,0.95308,0.96001,0.99065,0.9884,0.97619,0.95731,0.97203,0.97231,0.97581,0.95691,0.97159,0.97189,0.88709,0.89307,0.88931,0.89185,0.87249,0.87409,0.87098,0.76759,0.813,0.82831,0.95826,0.95356,0.955,0.97116,0.9708,0.79064,0.83059,0.83108,0.84348,0.83554,0.88014,0.83474,0.89436,0.82518,0.82266,0.91495,0.91462,0.91511,0.92936,0.91359,0.91352,0.91723,0.91703,0.917,0.91679,0.89675,0.81331,0.81461,0.77042,0.80702,0.81229,0.82597,0.73975,0.80931,0.83104,0.94873,0.95721,0.94882,0.92324,0.93663,0.95722,0.95032,0.91785,0.95882,0.9278,0.92362,0.91596,0.83216,0.84401,0.80063,0.84038,0.84555,0.82596,0.82813,0.85413,0.95101,0.95484,0.95915,0.94976,0.95525,0.95617,0.94903,0.95467,0.97052,0.97327,0.8251,0.80158,0.78741,0.82248,0.80821,0.79831,0.81344,0.8209,0.81056,0.81333,0.88647,0.81703,0.80433,0.80972,0.81152,0.80396,0.77066,0.88831,0.819,0.8155,0.91653,0.93819,0.83658,0.8459,0.91942,0.86642,0.78116,0.89124,0.88393,0.88195,0.8005,0.79877,0.8039,0.80022,0.80503,0.79508,0.80384,0.80151,0.88391,0.76894
57,0.95201,0.94546,0.94958,0.95641,0.97233,0.92637,0.92652,0.92754,0.92711,0.92453,0.92474,0.92909,0.9267,0.92704,0.92772,0.95979,0.95981,0.99538,0.97495,0.97298,0.98142,0.97541,0.98918,0.98613,0.98936,0.95081,0.95257,0.94669,0.94976,0.97012,0.96308,0.97483,0.98988,0.97457,0.97282,0.95841,0.97286,0.99372,0.99877,0.98245,0.98232,0.98562,0.98578,0.98112,0.98943,0.95794,0.97293,0.98381,0.99415,0.97618,0.97559,0.97887,0.99423,0.98013,0.98549,0.98061,0.97078,1.0,0.97163,0.99246,0.98042,0.97453,0.98521,0.98128,0.98693,0.95369,0.9485,0.95615,0.9414,0.97545,0.96141,0.97056,0.9735,0.96667,0.97137,0.97233,0.9712,0.98146,0.95889,0.99459,0.9931,0.98066,0.95886,0.98572,0.99077,0.88757,0.89341,0.89024,0.89364,0.87373,0.8759,0.87216,0.77031,0.81599,0.83069,0.95578,0.95474,0.95549,0.97249,0.97256,0.79204,0.83185,0.83287,0.84208,0.83637,0.88033,0.83549,0.89417,0.82654,0.82414,0.92528,0.92487,0.92606,0.941,0.92434,0.92431,0.92828,0.92795,0.92787,0.92776,0.89645,0.81504,0.81683,0.77206,0.80935,0.81456,0.82762,0.74258,0.81132,0.83281,0.95168,0.94991,0.95059,0.92319,0.9339,0.95332,0.95549,0.92422,0.95538,0.93248,0.92164,0.91361,0.83352,0.84368,0.80066,0.84118,0.84645,0.82699,0.83034,0.85441,0.95237,0.949,0.95771,0.94966,0.95002,0.95819,0.94588,0.94904,0.96593,0.97423,0.82741,0.80404,0.78851,0.82465,0.81074,0.80039,0.81574,0.82334,0.81283,0.81587,0.88623,0.81943,0.80608,0.81215,0.81395,0.80632,0.77262,0.88798,0.8209,0.81706,0.9142,0.93328,0.83697,0.84687,0.91664,0.86597,0.78199,0.89084,0.8834,0.8802,0.80293,0.80174,0.8071,0.80372,0.80831,0.79859,0.80662,0.805,0.88485,0.77234
58,0.94863,0.94348,0.94686,0.95657,0.95305,0.91394,0.91398,0.91451,0.91406,0.91122,0.9114,0.91456,0.91378,0.91399,0.91474,0.96246,0.96024,0.97213,0.97101,0.99134,0.96288,0.97348,0.96925,0.97075,0.97157,0.94963,0.95118,0.9437,0.94747,0.94912,0.94579,0.97169,0.96711,0.97199,0.95351,0.95808,0.98991,0.97138,0.97141,0.9773,0.97934,0.96518,0.97221,0.96427,0.97026,0.95593,0.98975,0.96783,0.97264,0.95873,0.97424,0.96126,0.97253,0.97715,0.97124,0.97805,0.99765,0.97163,1.0,0.97134,0.97706,0.95843,0.97055,0.96483,0.97245,0.95288,0.94678,0.95525,0.93997,0.96994,0.95872,0.95055,0.95262,0.95154,0.95765,0.98802,0.98484,0.97735,0.95794,0.97227,0.97242,0.97642,0.95805,0.97073,0.97178,0.88409,0.89024,0.88635,0.89036,0.86931,0.87181,0.86791,0.7645,0.81061,0.82611,0.95848,0.95418,0.95557,0.973,0.97266,0.78716,0.82714,0.8279,0.83934,0.83199,0.8767,0.83122,0.89146,0.82173,0.81928,0.91278,0.91243,0.91294,0.92793,0.91134,0.91127,0.91512,0.91493,0.91473,0.91453,0.89371,0.81004,0.81117,0.76698,0.80407,0.80934,0.82268,0.73654,0.8061,0.82826,0.94823,0.95652,0.949,0.92236,0.93508,0.95551,0.94954,0.91724,0.9578,0.92709,0.92097,0.91312,0.82876,0.84033,0.79679,0.83691,0.8424,0.82272,0.82505,0.85103,0.95096,0.95319,0.95934,0.94974,0.95319,0.95653,0.94885,0.95412,0.969,0.9732,0.8221,0.79827,0.78393,0.81939,0.80491,0.79481,0.81029,0.81791,0.80752,0.81018,0.88331,0.81372,0.80077,0.80679,0.80818,0.80092,0.76724,0.88522,0.81603,0.81245,0.91388,0.9361,0.83298,0.84282,0.9173,0.86354,0.77744,0.88827,0.88073,0.8795,0.79758,0.79599,0.80103,0.7975,0.80184,0.79218,0.80101,0.79877,0.88141,0.76586
59,0.94675,0.93928,0.94437,0.95304,0.96365,0.91689,0.91706,0.91821,0.91773,0.91489,0.91503,0.92095,0.91676,0.91712,0.9186,0.95823,0.95695,0.99481,0.97589,0.97127,0.97691,0.9759,0.98191,0.98675,0.98945,0.94535,0.94802,0.94099,0.94472,0.96287,0.95451,0.97484,0.98568,0.97427,0.96416,0.95433,0.96846,0.99621,0.99254,0.98305,0.98274,0.97861,0.97919,0.97339,0.98638,0.95363,0.96871,0.97684,0.99626,0.96709,0.97664,0.97177,0.99538,0.98156,0.98585,0.98228,0.97102,0.99246,0.97134,1.0,0.9824,0.96885,0.97911,0.97548,0.98566,0.94861,0.94326,0.9563,0.93524,0.97552,0.95599,0.96261,0.96527,0.95948,0.96655,0.96854,0.96921,0.98262,0.95466,0.99413,0.9937,0.98171,0.95581,0.98236,0.98697,0.87619,0.88234,0.87857,0.88475,0.86154,0.86607,0.85996,0.75909,0.80514,0.82026,0.95236,0.94999,0.95165,0.97428,0.97439,0.78071,0.81987,0.821,0.83051,0.82478,0.86863,0.82405,0.88351,0.81528,0.81275,0.91582,0.91536,0.91707,0.93033,0.91471,0.91469,0.91913,0.91867,0.9179,0.9178,0.88532,0.80248,0.80419,0.76028,0.79771,0.80298,0.81536,0.73086,0.79958,0.8217,0.9502,0.95144,0.94932,0.91603,0.92641,0.95363,0.95537,0.91657,0.95648,0.92529,0.91307,0.90455,0.82205,0.83371,0.79135,0.82995,0.8355,0.81566,0.81909,0.84436,0.95299,0.94958,0.95915,0.94923,0.94964,0.95937,0.9467,0.95019,0.9668,0.97509,0.81536,0.79133,0.77761,0.81254,0.79818,0.78781,0.80411,0.81196,0.80122,0.80432,0.87451,0.80684,0.79371,0.80058,0.80134,0.79445,0.76083,0.87683,0.80902,0.80512,0.90532,0.92951,0.82692,0.83581,0.90849,0.8537,0.77234,0.88035,0.87247,0.86884,0.79153,0.79017,0.79513,0.79234,0.79588,0.78685,0.79497,0.79346,0.87389,0.7599
60,0.94542,0.93779,0.94289,0.95165,0.95456,0.91104,0.91111,0.91168,0.91127,0.90851,0.90871,0.91193,0.91145,0.9117,0.91194,0.95667,0.9561,0.98368,0.98535,0.97649,0.96969,0.99261,0.97354,0.98295,0.98357,0.94384,0.94666,0.9395,0.94318,0.95352,0.94695,0.98396,0.97305,0.98574,0.95325,0.95249,0.97415,0.98335,0.9799,0.9983,0.99824,0.96696,0.97035,0.96475,0.9807,0.95229,0.97358,0.96754,0.98459,0.95695,0.99243,0.96786,0.98407,0.99797,0.9849,0.99968,0.97624,0.98042,0.97706,0.9824,1.0,0.96353,0.96905,0.96418,0.98194,0.94716,0.94205,0.95631,0.93371,0.981,0.95402,0.95217,0.95434,0.9517,0.96313,0.97358,0.97166,0.99824,0.95349,0.985,0.9845,0.99818,0.95541,0.9828,0.98018,0.87417,0.88031,0.87635,0.88328,0.85914,0.86466,0.85743,0.75766,0.80343,0.81869,0.95067,0.94857,0.95026,0.99121,0.99129,0.77902,0.81798,0.81909,0.82833,0.82282,0.86597,0.82209,0.88117,0.81359,0.81124,0.9098,0.90944,0.91009,0.9266,0.90853,0.90846,0.91234,0.9121,0.91249,0.9123,0.88309,0.80056,0.80216,0.75832,0.79604,0.80138,0.8136,0.72908,0.79815,0.8202,0.94967,0.95079,0.94928,0.91477,0.92479,0.9538,0.95578,0.9154,0.9571,0.92463,0.91128,0.90271,0.82049,0.83187,0.78987,0.82855,0.83386,0.81376,0.81747,0.84289,0.95316,0.94924,0.95921,0.9493,0.94932,0.95948,0.94655,0.94999,0.96855,0.98606,0.81351,0.78941,0.77572,0.81072,0.79613,0.78577,0.80258,0.81034,0.79996,0.80281,0.8722,0.80484,0.79165,0.79896,0.79935,0.79276,0.75885,0.87461,0.80732,0.80351,0.90347,0.92781,0.82531,0.83412,0.90627,0.85071,0.77094,0.87841,0.87015,0.86621,0.79026,0.78885,0.79369,0.79098,0.79429,0.78544,0.79368,0.79209,0.87205,0.75817
61,0.95747,0.95257,0.94872,0.95139,0.98374,0.94565,0.94574,0.94647,0.94658,0.94458,0.94473,0.94724,0.94645,0.94663,0.94659,0.95167,0.95084,0.97103,0.95988,0.96528,0.99359,0.9613,0.97743,0.96458,0.98327,0.96034,0.96148,0.95276,0.95313,0.9854,0.98281,0.96562,0.97937,0.96688,0.97856,0.95083,0.96814,0.96837,0.9754,0.96678,0.96685,0.98673,0.97345,0.97659,0.98574,0.95325,0.96618,0.96984,0.9714,0.98038,0.96191,0.99415,0.97372,0.9663,0.97928,0.96366,0.96119,0.97453,0.95843,0.96885,0.96353,1.0,0.97878,0.97918,0.98719,0.95524,0.95337,0.94798,0.95887,0.96435,0.96485,0.98459,0.98126,0.97535,0.9836,0.9676,0.96445,0.96456,0.95463,0.9713,0.97341,0.96525,0.95159,0.98425,0.9838,0.91267,0.91734,0.91489,0.91139,0.90258,0.89786,0.89998,0.80233,0.83961,0.8525,0.95313,0.95331,0.95362,0.95905,0.95988,0.82475,0.86021,0.86021,0.87078,0.86337,0.90738,0.8626,0.91704,0.85599,0.85418,0.94517,0.94489,0.94579,0.95364,0.94438,0.94436,0.9471,0.94687,0.94731,0.94722,0.91873,0.84648,0.84779,0.80669,0.83669,0.84184,0.8563,0.77632,0.84249,0.8575,0.94891,0.93792,0.94772,0.93444,0.94416,0.94557,0.9483,0.93573,0.94492,0.94138,0.93859,0.93089,0.86312,0.87121,0.83385,0.8698,0.87271,0.85446,0.85732,0.87817,0.94223,0.94325,0.94292,0.94522,0.94725,0.94356,0.93671,0.93974,0.95497,0.96116,0.85491,0.83635,0.82174,0.85235,0.84209,0.83338,0.84507,0.85021,0.84262,0.84487,0.91182,0.84974,0.83878,0.8388,0.84502,0.83512,0.80718,0.91268,0.84823,0.84577,0.93113,0.93782,0.86614,0.87286,0.92917,0.89547,0.81583,0.91546,0.90991,0.90724,0.83309,0.83177,0.8372,0.83198,0.83959,0.82781,0.83612,0.83334,0.90911,0.80528
62,0.95617,0.95437,0.95296,0.95937,0.98304,0.93968,0.9399,0.94138,0.94112,0.93856,0.93883,0.94178,0.94087,0.94123,0.94109,0.96077,0.96081,0.98038,0.96435,0.97012,0.98016,0.96852,0.98951,0.97889,0.97984,0.95873,0.95891,0.95432,0.95627,0.98127,0.97765,0.97352,0.99046,0.97327,0.98475,0.95885,0.9746,0.97857,0.98503,0.97295,0.97327,0.98759,0.99185,0.99315,0.98393,0.95768,0.97181,0.98895,0.98101,0.99176,0.97014,0.9808,0.97997,0.97107,0.97433,0.97014,0.97188,0.98521,0.97055,0.97911,0.96905,0.97878,1.0,0.995,0.98228,0.95883,0.95509,0.95465,0.95414,0.97457,0.9725,0.98294,0.98297,0.98007,0.98222,0.97178,0.97261,0.97132,0.96175,0.9826,0.97776,0.9698,0.95997,0.98319,0.9848,0.904,0.90911,0.90541,0.90409,0.89003,0.88768,0.88829,0.78349,0.82632,0.84061,0.96152,0.95883,0.95935,0.96541,0.96555,0.80662,0.84595,0.84626,0.85909,0.85087,0.89654,0.85002,0.90881,0.84128,0.83868,0.93875,0.93839,0.94,0.9515,0.9382,0.93821,0.94185,0.94149,0.94221,0.94206,0.91167,0.82983,0.83157,0.78765,0.82155,0.82681,0.84142,0.75641,0.82568,0.84415,0.94881,0.95163,0.9499,0.93201,0.94511,0.95224,0.94882,0.92959,0.9524,0.93746,0.93478,0.92847,0.84839,0.85811,0.81592,0.8563,0.86008,0.84062,0.84315,0.86787,0.94667,0.95003,0.9523,0.94849,0.95207,0.95032,0.94527,0.9505,0.96216,0.96854,0.84036,0.81842,0.80417,0.83775,0.82517,0.81573,0.82907,0.83546,0.82633,0.8289,0.90288,0.83383,0.82159,0.82394,0.82846,0.81913,0.78787,0.90406,0.83354,0.83015,0.92858,0.9423,0.85132,0.86038,0.92943,0.88468,0.79648,0.90613,0.90018,0.89881,0.81614,0.81455,0.82013,0.81541,0.82222,0.81111,0.81927,0.81681,0.89955,0.78587
63,0.95685,0.955,0.95412,0.95922,0.98573,0.94554,0.94576,0.94745,0.94761,0.94491,0.94513,0.94784,0.94691,0.9473,0.94714,0.95562,0.96014,0.97638,0.96052,0.96746,0.97927,0.96543,0.98879,0.97494,0.97691,0.96012,0.96021,0.9562,0.95804,0.98287,0.98105,0.97168,0.99089,0.97083,0.98859,0.95707,0.97042,0.97387,0.98195,0.96792,0.9676,0.98801,0.98595,0.99389,0.98164,0.95665,0.96912,0.98396,0.97647,0.99407,0.96666,0.98053,0.97587,0.96743,0.97119,0.96467,0.9653,0.98128,0.96483,0.97548,0.96418,0.97918,0.995,1.0,0.98032,0.95962,0.95798,0.95408,0.95753,0.97166,0.97404,0.98495,0.98713,0.98544,0.98395,0.96919,0.96781,0.96596,0.96265,0.97762,0.97382,0.96489,0.96102,0.98136,0.98217,0.90629,0.91111,0.90616,0.90439,0.89126,0.88775,0.88938,0.78301,0.82564,0.84015,0.95983,0.9596,0.95959,0.96245,0.96272,0.80701,0.84712,0.84731,0.85964,0.85077,0.89689,0.84988,0.90903,0.8416,0.8393,0.94491,0.94451,0.94656,0.95496,0.94443,0.94448,0.94801,0.94754,0.94831,0.94817,0.91244,0.83173,0.8332,0.78848,0.82196,0.82729,0.84267,0.75694,0.82608,0.84449,0.94651,0.94705,0.94918,0.93146,0.94369,0.94656,0.94783,0.9324,0.94707,0.93968,0.93492,0.92847,0.84949,0.85852,0.81536,0.85744,0.86098,0.841,0.84304,0.86704,0.94454,0.94485,0.94837,0.94711,0.94735,0.94698,0.94276,0.94701,0.9584,0.96278,0.84195,0.81976,0.80387,0.83897,0.82666,0.81671,0.8293,0.83546,0.82653,0.82889,0.90403,0.83549,0.82272,0.82418,0.83008,0.82005,0.78879,0.90468,0.83446,0.8314,0.92863,0.94028,0.85186,0.86155,0.92915,0.88536,0.79586,0.90573,0.89982,0.89943,0.81749,0.81617,0.82182,0.81691,0.82427,0.81301,0.82112,0.81835,0.90092,0.78772
64,0.95412,0.94715,0.94856,0.95652,0.97619,0.92462,0.92471,0.92544,0.92537,0.92263,0.92286,0.92601,0.92524,0.92551,0.92565,0.9598,0.95868,0.98759,0.97473,0.97369,0.99063,0.97809,0.98559,0.98183,0.99776,0.95578,0.95754,0.94831,0.9514,0.97266,0.9697,0.97841,0.9831,0.97817,0.96787,0.95649,0.97312,0.98675,0.98691,0.98507,0.98387,0.98865,0.9824,0.97772,0.99562,0.95707,0.97233,0.97771,0.9893,0.97703,0.97842,0.99159,0.98893,0.98493,0.99271,0.98198,0.97304,0.98693,0.97245,0.98566,0.98194,0.98719,0.98228,0.98032,1.0,0.95527,0.95071,0.95668,0.94775,0.97648,0.96255,0.9726,0.96971,0.96582,0.98334,0.97245,0.9719,0.98346,0.95888,0.98808,0.98939,0.98106,0.95911,0.99404,0.99521,0.89036,0.89597,0.89089,0.89286,0.87443,0.87523,0.87269,0.7686,0.81192,0.82713,0.95684,0.95501,0.95619,0.97529,0.97576,0.79217,0.83182,0.83233,0.8447,0.83673,0.88121,0.83607,0.89493,0.82692,0.82438,0.92376,0.92338,0.92431,0.93786,0.92258,0.92254,0.92623,0.92594,0.92634,0.92619,0.89814,0.81522,0.81664,0.77213,0.80715,0.81261,0.82723,0.74081,0.81102,0.83086,0.95013,0.95024,0.95038,0.922,0.93391,0.9528,0.9535,0.92209,0.95447,0.93118,0.92376,0.91702,0.83442,0.84537,0.80259,0.84291,0.84692,0.82604,0.82933,0.85529,0.95108,0.95004,0.9562,0.95008,0.95121,0.95482,0.94539,0.94992,0.96483,0.97479,0.82686,0.80312,0.78928,0.82387,0.81002,0.80002,0.8146,0.82147,0.81178,0.81446,0.88797,0.81903,0.8058,0.80975,0.81343,0.8045,0.77247,0.88922,0.81931,0.81609,0.91736,0.93643,0.83836,0.84734,0.91876,0.86731,0.7829,0.89209,0.88522,0.88281,0.80211,0.80063,0.80641,0.80202,0.80792,0.79725,0.80561,0.80336,0.88576,0.771
65,0.99626,0.98141,0.9929,0.99639,0.95748,0.93883,0.93886,0.93896,0.93863,0.93636,0.9365,0.93839,0.93785,0.93796,0.93938,0.98953,0.97804,0.95036,0.9471,0.96048,0.95715,0.9473,0.96121,0.94857,0.95476,0.99601,0.98543,0.98264,0.98233,0.95361,0.95294,0.94956,0.95848,0.95016,0.9577,0.99523,0.95941,0.94827,0.95423,0.95022,0.95055,0.96152,0.95295,0.9638,0.95789,0.9969,0.96131,0.9486,0.94943,0.96047,0.94759,0.95725,0.95121,0.94984,0.95182,0.94763,0.9529,0.95369,0.95288,0.94861,0.94716,0.95524,0.95883,0.95962,0.95527,1.0,0.99672,0.96993,0.98037,0.94852,0.96149,0.95646,0.95527,0.95221,0.95524,0.96196,0.95909,0.94926,0.97861,0.9497,0.94982,0.94851,0.98069,0.95523,0.95937,0.93223,0.93716,0.93503,0.92236,0.91889,0.90767,0.9168,0.80888,0.85227,0.86545,0.99565,0.99792,0.99798,0.94498,0.94543,0.83196,0.87092,0.87272,0.88469,0.87854,0.92739,0.87705,0.94029,0.86717,0.86423,0.93817,0.93795,0.93798,0.9436,0.93674,0.9367,0.93962,0.93949,0.93854,0.93843,0.93958,0.85907,0.86454,0.81103,0.84732,0.85271,0.86976,0.77998,0.85262,0.86957,0.97414,0.97337,0.97636,0.95734,0.97404,0.96732,0.97686,0.95898,0.95607,0.96475,0.96229,0.9545,0.88099,0.88265,0.84023,0.88829,0.88917,0.86579,0.86752,0.89646,0.97555,0.97178,0.98002,0.96865,0.96586,0.98015,0.95974,0.95873,0.9481,0.94603,0.85847,0.85082,0.82832,0.85527,0.85799,0.84023,0.85551,0.86046,0.85236,0.85372,0.92979,0.86725,0.84691,0.84971,0.86141,0.84507,0.81102,0.93155,0.86022,0.85728,0.95551,0.9718,0.87611,0.88918,0.95686,0.90919,0.82143,0.93515,0.93201,0.9252,0.84126,0.83759,0.84308,0.84142,0.85407,0.84021,0.84789,0.84301,0.92607,0.81546
66,0.99475,0.98385,0.99446,0.99374,0.95939,0.94536,0.94536,0.94565,0.94549,0.94324,0.94337,0.94501,0.94464,0.94473,0.94599,0.98396,0.9748,0.94508,0.9424,0.95618,0.95416,0.94581,0.95889,0.94407,0.95028,0.99396,0.98371,0.98554,0.98417,0.95243,0.95569,0.94892,0.95465,0.9495,0.95692,0.98999,0.95487,0.94283,0.94919,0.94488,0.9451,0.95796,0.94809,0.96087,0.95383,0.99269,0.95643,0.94851,0.94406,0.95955,0.94596,0.9544,0.94611,0.94469,0.94745,0.9424,0.94719,0.9485,0.94678,0.94326,0.94205,0.95337,0.95509,0.95798,0.95071,0.99672,1.0,0.9691,0.98169,0.94759,0.96315,0.95487,0.95359,0.95494,0.95639,0.95785,0.95425,0.94373,0.97581,0.94449,0.94459,0.94378,0.97808,0.95118,0.95477,0.93821,0.94275,0.94077,0.927,0.92566,0.91286,0.92334,0.81576,0.85829,0.87108,0.9918,0.99493,0.99489,0.94357,0.94409,0.83865,0.87703,0.87881,0.88977,0.88371,0.93314,0.88216,0.94523,0.87308,0.87045,0.94487,0.94467,0.94479,0.94921,0.94355,0.9435,0.94621,0.9461,0.94528,0.94517,0.94411,0.8639,0.86986,0.81749,0.8524,0.8578,0.876,0.78664,0.85811,0.87489,0.97171,0.97282,0.97466,0.9623,0.97653,0.96328,0.97424,0.96455,0.95176,0.96876,0.9655,0.95755,0.88598,0.88792,0.84654,0.89327,0.89487,0.87081,0.87206,0.90087,0.9718,0.96736,0.97537,0.96585,0.96249,0.97604,0.959,0.95771,0.94413,0.94211,0.86373,0.85671,0.83392,0.8606,0.8636,0.84658,0.86142,0.86535,0.85822,0.85897,0.93521,0.87274,0.85324,0.8547,0.86699,0.85057,0.81754,0.93666,0.8661,0.86343,0.95855,0.97086,0.88198,0.89492,0.9588,0.9139,0.82782,0.94029,0.93619,0.92863,0.84688,0.84327,0.84867,0.84713,0.85969,0.84595,0.85423,0.84855,0.93071,0.82074
