,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_mul_newest_0,default_mul_newest_1,default_mul_newest_10,default_mul_newest_11,default_mul_newest_12,default_mul_newest_13,default_mul_newest_14,default_mul_newest_15,default_mul_newest_16,default_mul_newest_17,default_mul_newest_18,default_mul_newest_19,default_mul_newest_2,default_mul_newest_20,default_mul_newest_21,default_mul_newest_22,default_mul_newest_23,default_mul_newest_24,default_mul_newest_3,default_mul_newest_4,default_mul_newest_5,default_mul_newest_6,default_mul_newest_7,default_mul_newest_8,default_mul_newest_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
52,0.79558,0.80409,0.72165,0.81393,0.52976,0.84407,0.84165,0.83654,0.81996,0.7843,0.79259,0.60619,0.48462,0.44234,0.76889,0.62966,0.62226,0.50395,0.51439,0.62505,0.71993,0.34721,0.36464,0.71614,0.37462,0.69521,0.60704,0.57414,0.4796,0.43206,0.79587,0.81106,0.45353,0.62799,0.74568,0.85416,0.87614,0.70013,0.41837,0.62471,0.54567,0.6914,0.84799,0.33941,0.64911,0.51957,0.61232,0.54752,0.84419,0.82107,0.70788,0.73881,1.0,0.98832,0.65704,0.43594,0.84297,0.4978,0.57243,0.70755,0.35596,0.83509,0.55866,0.46316,0.55395,0.45764,0.81496,0.81451,0.87241,0.66698,0.60995,0.84363,0.80133,0.57848,0.63897,0.84662,0.82727,0.62241,0.60918,0.8344,0.65634,0.5663,0.6652,0.48084,0.5194,0.84319,0.81656,0.51137,0.7178,0.59132,0.6977,0.70696,0.35184,0.49533,0.53692,0.51363,0.8269,0.844,0.55028,0.57248,0.4425,0.50872,0.59508,0.83919,0.75282,0.77438,0.65425,0.81787,0.73142,0.55728,0.3825,0.68027,0.64562,0.38794,0.65225,0.63817,0.35936,0.56551,0.38942,0.68886,0.77955,0.45078,0.58406,0.55966,0.82184,0.52364,0.5247,0.55043,0.50858,0.52858,0.71847,0.83514,0.70677,0.473,0.60424,0.50955,0.55619,0.46081,0.52331,0.51839,0.46232,0.55481,0.64516,0.49248,0.62373,0.65793,0.44772,0.56566,0.59564,0.33624,0.84449,0.84617,0.84488,0.83605,0.83322,0.4932,0.65596,0.64364,0.64258,0.58222,0.42828,0.42099,0.48272,0.53886,0.53003,0.8463,0.88061,0.51744,0.759,0.65559,0.51312,0.51979,0.42231,0.63477,0.60645,0.59252,0.37324,0.5957,0.57557,0.57018,0.37951,0.61416,0.39093,0.62903,0.45481,0.8528,0.6502,0.61278,0.46789,0.53441,0.33615,0.53907,0.74078,0.53256,0.48623,0.35963,0.43626,0.60351,0.6222,0.3765,0.58529,0.59375,0.35457,0.60854,0.40493,0.44626,0.79685,0.40185,0.4108,0.53828,0.55585,0.51541,0.51531,0.4967,0.54841
53,0.79436,0.80006,0.71791,0.46544,0.34325,0.8422,0.8405,0.83455,0.81844,0.77897,0.78978,0.60126,0.48037,0.65628,0.76637,0.62897,0.62036,0.50153,0.51196,0.62491,0.71388,0.34446,0.36083,0.71026,0.53615,0.68613,0.59856,0.57431,0.41748,0.43145,0.78922,0.80544,0.45074,0.56105,0.74318,0.85976,0.87832,0.69538,0.42012,0.62176,0.37716,0.68829,0.84375,0.52298,0.35587,0.51512,0.60659,0.54743,0.84371,0.81713,0.70246,0.73333,0.98832,1.0,0.65243,0.70276,0.84091,0.49218,0.36865,0.70281,0.52775,0.83422,0.55578,0.46162,0.54812,0.73113,0.81434,0.81174,0.87429,0.65958,0.61124,0.8414,0.80368,0.57401,0.67589,0.84314,0.82972,0.62137,0.60666,0.83276,0.66547,0.56249,0.66417,0.47898,0.51311,0.84374,0.81271,0.33908,0.71543,0.38485,0.69179,0.70364,0.35087,0.49134,0.34649,0.51464,0.82593,0.84093,0.54914,0.57361,0.44119,0.50848,0.59091,0.83598,0.46269,0.76853,0.65221,0.81666,0.4311,0.62267,0.38017,0.67457,0.38075,0.38697,0.3815,0.37681,0.65088,0.44908,0.53185,0.36863,0.77776,0.60066,0.43791,0.55278,0.81932,0.34269,0.34894,0.35434,0.50624,0.52688,0.71274,0.83219,0.70221,0.76169,0.60058,0.50225,0.55093,0.45638,0.33457,0.51687,0.73389,0.55073,0.6454,0.48828,0.62062,0.65243,0.44393,0.41758,0.45692,0.33368,0.8403,0.8438,0.84115,0.83812,0.83633,0.49085,0.6559,0.64352,0.64249,0.58075,0.63658,0.61843,0.47899,0.5363,0.52849,0.84287,0.88421,0.51727,0.75565,0.6523,0.33746,0.51836,0.42184,0.63229,0.60776,0.59192,0.60693,0.36555,0.35501,0.34331,0.62503,0.37133,0.38835,0.62826,0.45785,0.84997,0.64073,0.57796,0.46615,0.53379,0.33513,0.53761,0.73846,0.53199,0.48373,0.3596,0.60755,0.6027,0.62174,0.37589,0.35843,0.37792,0.56631,0.60794,0.6086,0.75636,0.79215,0.40218,0.69012,0.35563,0.55138,0.46341,0.63516,0.60794,0.54577
54,0.78366,0.80403,0.86367,0.40818,0.35967,0.79122,0.41251,0.77831,0.6142,0.66029,0.39792,0.62113,0.5026,0.40355,0.40208,0.4171,0.40199,0.48853,0.48603,0.41129,0.92639,0.36659,0.38538,0.86765,0.41948,0.55857,0.62384,0.60212,0.46331,0.48262,0.84108,0.8246,0.89897,0.76133,0.8069,0.68223,0.78112,0.42061,0.61015,0.46569,0.72959,0.70296,0.79429,0.35364,0.54445,0.54335,0.70564,0.59279,0.79734,0.8053,0.93917,0.82632,0.65704,0.65243,1.0,0.96205,0.8018,0.59779,0.72424,0.825,0.38681,0.48127,0.58816,0.53605,0.55424,0.85811,0.60767,0.61203,0.39993,0.67293,0.45793,0.79597,0.69896,0.62583,0.60114,0.79405,0.77557,0.38609,0.7438,0.78716,0.73365,0.7651,0.42023,0.70323,0.69071,0.784,0.81232,0.66439,0.77786,0.81236,0.85474,0.78767,0.52869,0.52985,0.70594,0.69846,0.74997,0.79549,0.55313,0.50685,0.70984,0.46306,0.71657,0.79862,0.86084,0.84145,0.43453,0.61387,0.85913,0.54755,0.37612,0.52414,0.37203,0.52665,0.51577,0.53422,0.36368,0.44232,0.5528,0.55035,0.39406,0.72975,0.43463,0.58386,0.61133,0.36209,0.67555,0.6644,0.70131,0.54519,0.87588,0.78159,0.81649,0.81806,0.59883,0.57962,0.7506,0.67655,0.67404,0.6703,0.44911,0.56207,0.72258,0.65323,0.44127,0.68374,0.71,0.7785,0.73427,0.34929,0.80081,0.78809,0.41434,0.77931,0.77636,0.48839,0.58906,0.40227,0.40418,0.43613,0.58398,0.57898,0.50815,0.51625,0.50558,0.79774,0.64967,0.65111,0.70981,0.46697,0.6556,0.35502,0.46402,0.5341,0.57562,0.58484,0.62008,0.56194,0.38965,0.53402,0.37936,0.3799,0.46755,0.65621,0.46031,0.71049,0.73706,0.78073,0.61081,0.58166,0.34389,0.58793,0.51573,0.53713,0.435,0.64151,0.48006,0.59132,0.65803,0.61779,0.66156,0.59103,0.39029,0.39444,0.38981,0.78513,0.78741,0.67748,0.45606,0.43897,0.56396,0.56626,0.50006,0.45621,0.57029
55,0.83361,0.85378,0.90621,0.42972,0.67648,0.83904,0.83448,0.82134,0.66592,0.71779,0.6943,0.5496,0.52978,0.42718,0.6899,0.61155,0.61018,0.52145,0.51904,0.58914,0.9725,0.68713,0.68466,0.47509,0.40981,0.55244,0.60205,0.45469,0.4617,0.58981,0.90204,0.8744,0.94551,0.64557,0.44318,0.72533,0.82753,0.80388,0.48446,0.83996,0.42877,0.49774,0.84032,0.67411,0.53834,0.61302,0.72112,0.55301,0.84217,0.85934,0.97431,0.87643,0.43594,0.70276,0.96205,1.0,0.84607,0.78463,0.72186,0.85898,0.38025,0.50429,0.39781,0.53967,0.70519,0.90997,0.65502,0.66197,0.42467,0.71176,0.55946,0.844,0.73388,0.65632,0.5635,0.83987,0.81653,0.74563,0.75207,0.83431,0.53921,0.59306,0.80689,0.43338,0.59589,0.8303,0.8702,0.35083,0.81164,0.78764,0.89799,0.47747,0.52355,0.55763,0.3663,0.55907,0.52381,0.84488,0.62586,0.47599,0.71083,0.62442,0.64847,0.84647,0.91727,0.89688,0.7731,0.43526,0.8911,0.56412,0.3799,0.38124,0.52334,0.37384,0.36697,0.37366,0.53593,0.44425,0.37589,0.55781,0.75095,0.45399,0.45645,0.62427,0.65736,0.66857,0.36559,0.37432,0.56447,0.53915,0.90922,0.82508,0.85194,0.44932,0.63902,0.60142,0.61576,0.72899,0.3454,0.66425,0.91651,0.59778,0.51934,0.63398,0.64809,0.52517,0.47357,0.54148,0.55776,0.62002,0.84981,0.43437,0.8379,0.82203,0.81872,0.52006,0.5959,0.59261,0.42461,0.58065,0.43357,0.41013,0.53482,0.55198,0.53794,0.84225,0.6937,0.34831,0.75546,0.49438,0.34726,0.6638,0.37623,0.5517,0.58373,0.41044,0.61376,0.38215,0.606,0.35619,0.5852,0.57657,0.59429,0.64648,0.45955,0.45774,0.54497,0.61093,0.44912,0.34477,0.61495,0.61686,0.53641,0.54766,0.39767,0.37554,0.47826,0.40851,0.65822,0.61303,0.65398,0.58574,0.37926,0.39982,0.39777,0.83258,0.84356,0.6866,0.82957,0.40787,0.56605,0.59467,0.45135,0.48309,0.57867
56,0.92343,0.94766,0.87507,0.85329,0.34882,0.97493,0.98247,0.97426,0.80099,0.79319,0.76951,0.59296,0.4765,0.61658,0.74977,0.63025,0.62991,0.5018,0.50277,0.44188,0.85325,0.35062,0.36765,0.86846,0.6811,0.55009,0.52968,0.45064,0.44913,0.45799,0.93392,0.96345,0.88621,0.5624,0.90428,0.75853,0.73146,0.85483,0.41885,0.77777,0.38352,0.52849,0.98638,0.34606,0.52376,0.55124,0.6,0.41303,0.97595,0.95925,0.83935,0.88907,0.84297,0.84091,0.8018,0.84607,1.0,0.5088,0.71284,0.86604,0.36203,0.55538,0.3747,0.50009,0.55405,0.87887,0.80691,0.81121,0.82287,0.63947,0.61481,0.98837,0.87184,0.55737,0.65905,0.98659,0.9757,0.77153,0.7637,0.98313,0.67118,0.58058,0.82279,0.47876,0.49767,0.97864,0.95387,0.6582,0.87249,0.74431,0.82235,0.6618,0.51666,0.48829,0.68483,0.5387,0.80941,0.98697,0.61662,0.57923,0.70016,0.51117,0.58381,0.96183,0.90155,0.92323,0.77751,0.79665,0.77405,0.46691,0.38619,0.3976,0.37837,0.37766,0.38086,0.37836,0.35425,0.59965,0.56028,0.57008,0.89256,0.75485,0.59998,0.54468,0.8115,0.34933,0.66526,0.64832,0.71869,0.52832,0.8656,0.98219,0.85185,0.91886,0.6254,0.49062,0.56419,0.7335,0.66312,0.66084,0.88432,0.56374,0.66072,0.501,0.63015,0.64657,0.71061,0.4269,0.4577,0.33854,0.98394,0.98203,0.98375,0.98036,0.9787,0.49866,0.61605,0.6107,0.60904,0.42554,0.60343,0.41974,0.47445,0.53983,0.53326,0.98282,0.85351,0.6423,0.75056,0.59916,0.34265,0.34582,0.45629,0.52422,0.65873,0.56094,0.36905,0.35462,0.35935,0.51663,0.37468,0.57965,0.38078,0.59704,0.42723,0.90739,0.66021,0.5908,0.46916,0.57694,0.3391,0.55771,0.5804,0.56402,0.48361,0.62325,0.43806,0.38117,0.65239,0.369,0.6314,0.365,0.34571,0.39417,0.39545,0.82427,0.85211,0.70569,0.41477,0.62726,0.60034,0.50054,0.6362,0.4782,0.55053
57,0.49067,0.74801,0.64233,0.5151,0.36929,0.49029,0.50258,0.73303,0.56987,0.55495,0.55725,0.65593,0.81519,0.56573,0.56002,0.65592,0.55766,0.80962,0.71187,0.6542,0.5988,0.37934,0.69587,0.63801,0.38712,0.53449,0.67401,0.5801,0.45307,0.49437,0.54822,0.55688,0.62092,0.83223,0.57753,0.58717,0.60672,0.56961,0.65612,0.77358,0.39284,0.64113,0.49766,0.35354,0.39866,0.68007,0.80507,0.4797,0.48976,0.74456,0.60026,0.77077,0.4978,0.49225,0.59779,0.78463,0.50878,1.0,0.70143,0.63838,0.38666,0.63347,0.40652,0.69053,0.86792,0.59834,0.48318,0.57092,0.49197,0.60827,0.43918,0.74559,0.50621,0.52056,0.61853,0.50413,0.73924,0.71608,0.7763,0.51127,0.79631,0.90307,0.54777,0.72294,0.70174,0.48658,0.51834,0.66865,0.57081,0.75784,0.78144,0.64461,0.36099,0.82421,0.67465,0.7371,0.65575,0.74668,0.78407,0.60101,0.74468,0.55969,0.7621,0.48868,0.77893,0.59228,0.55481,0.48084,0.59775,0.50445,0.39794,0.53276,0.55215,0.37073,0.36017,0.56215,0.36514,0.62334,0.57607,0.53756,0.5005,0.76234,0.61387,0.78612,0.48971,0.36314,0.36888,0.39005,0.74612,0.5418,0.6394,0.74223,0.5866,0.57957,0.63176,0.87035,0.9085,0.61743,0.65697,0.65773,0.62557,0.90494,0.82164,0.92736,0.62506,0.71806,0.59247,0.80515,0.71465,0.34332,0.50544,0.48996,0.498,0.73803,0.73737,0.75616,0.54735,0.64932,0.54672,0.6502,0.54387,0.53272,0.73895,0.74441,0.75646,0.74638,0.61068,0.35189,0.6193,0.73625,0.65992,0.35732,0.37513,0.65678,0.71925,0.38367,0.5805,0.59512,0.63526,0.54644,0.43157,0.44771,0.63879,0.42835,0.49868,0.49433,0.84818,0.84475,0.63167,0.34652,0.34737,0.85957,0.64372,0.5452,0.46028,0.63144,0.74671,0.56772,0.48592,0.40655,0.62726,0.61751,0.35761,0.38447,0.38276,0.53335,0.70241,0.48191,0.69059,0.67032,0.70719,0.53458,0.42531,0.46963,0.73811
58,0.71854,0.71284,0.70156,0.60214,0.38146,0.3767,0.71844,0.37214,0.53821,0.53884,0.58784,0.39348,0.63983,0.36616,0.58685,0.37813,0.58927,0.62944,0.58271,0.36072,0.72647,0.38098,0.48778,0.38928,0.56578,0.37386,0.54764,0.60289,0.55261,0.51749,0.7267,0.38072,0.38564,0.40204,0.37605,0.56638,0.38034,0.37814,0.56639,0.69957,0.42113,0.63504,0.37625,0.36107,0.59216,0.41689,0.51135,0.42591,0.37651,0.37752,0.73679,0.38317,0.57243,0.36865,0.72423,0.72186,0.71284,0.70144,1.0,0.38518,0.38405,0.59433,0.55105,0.46351,0.6322,0.38348,0.37074,0.37197,0.5543,0.56118,0.38682,0.71535,0.36075,0.47359,0.55811,0.37627,0.71487,0.36629,0.69325,0.37618,0.40322,0.70308,0.37616,0.69833,0.43617,0.37562,0.37498,0.67063,0.37664,0.69284,0.7277,0.60952,0.55747,0.58667,0.37764,0.47289,0.6005,0.37753,0.48165,0.46492,0.65232,0.50627,0.49654,0.72417,0.71319,0.71526,0.3829,0.3711,0.66888,0.56763,0.6731,0.51608,0.34876,0.50576,0.3432,0.52632,0.35772,0.44991,0.35387,0.34314,0.36637,0.69101,0.38266,0.41279,0.36631,0.70226,0.38501,0.4181,0.48454,0.56047,0.71016,0.7143,0.3787,0.38283,0.51504,0.41972,0.39023,0.5364,0.35364,0.36337,0.38644,0.39059,0.39343,0.41035,0.52342,0.64928,0.38885,0.41407,0.42687,0.63189,0.37725,0.71828,0.3761,0.3748,0.71528,0.58457,0.36589,0.36281,0.36507,0.57466,0.36533,0.58141,0.5886,0.37763,0.37696,0.71411,0.35471,0.65412,0.57158,0.60675,0.36487,0.36795,0.47703,0.45423,0.53225,0.62732,0.61623,0.62185,0.653,0.53199,0.638,0.39351,0.39947,0.60429,0.53336,0.62816,0.39526,0.41305,0.37723,0.35951,0.62686,0.60912,0.49085,0.46749,0.38557,0.81173,0.38669,0.5167,0.38238,0.70613,0.74925,0.60984,0.59807,0.58539,0.58303,0.66715,0.65396,0.61288,0.36812,0.65845,0.5136,0.45173,0.37772,0.42903,0.50731
59,0.8049,0.85976,0.96137,0.76795,0.35505,0.82834,0.85514,0.83437,0.65359,0.74492,0.83271,0.67295,0.58213,0.58675,0.83443,0.45658,0.45733,0.59102,0.56502,0.57979,0.82796,0.68855,0.37149,0.95529,0.39288,0.35604,0.62111,0.57944,0.44418,0.46797,0.87208,0.91958,0.93204,0.60575,0.94253,0.80975,0.75637,0.93511,0.57453,0.86053,0.69876,0.88804,0.84523,0.34766,0.35868,0.57023,0.63246,0.4302,0.82834,0.84733,0.82006,0.94744,0.70755,0.7028,0.82502,0.85903,0.86604,0.63838,0.38512,1.0,0.37074,0.53982,0.54793,0.73497,0.66742,0.91156,0.66351,0.68314,0.68364,0.58919,0.58461,0.85642,0.83324,0.63574,0.64068,0.85507,0.86497,0.7992,0.86997,0.87214,0.7772,0.62731,0.89157,0.43398,0.55391,0.83314,0.84097,0.66218,0.94409,0.80559,0.78088,0.63691,0.51905,0.59495,0.35826,0.85597,0.53029,0.86269,0.64784,0.58412,0.46961,0.72261,0.61158,0.81537,0.95151,0.94471,0.72914,0.64616,0.74427,0.64158,0.38486,0.53048,0.53041,0.53271,0.38749,0.38964,0.52748,0.4515,0.5624,0.55942,0.84398,0.84192,0.7241,0.7743,0.68284,0.35452,0.36049,0.6465,0.5779,0.5315,0.95558,0.86579,0.91904,0.94858,0.77037,0.76619,0.65111,0.80377,0.66236,0.6661,0.48107,0.64842,0.78172,0.59663,0.77706,0.72159,0.73938,0.46585,0.69989,0.34119,0.84977,0.83635,0.84515,0.85404,0.85377,0.58339,0.45306,0.5832,0.58255,0.56989,0.44801,0.43876,0.57607,0.57717,0.67101,0.83678,0.72224,0.34437,0.85371,0.58044,0.65269,0.35067,0.37219,0.5547,0.6241,0.57041,0.59288,0.38256,0.38144,0.52659,0.38031,0.37932,0.40912,0.58718,0.42527,0.78775,0.78904,0.77603,0.46216,0.34011,0.61325,0.70805,0.70992,0.55386,0.39991,0.36497,0.48453,0.58369,0.40267,0.57517,0.62468,0.39034,0.56078,0.58367,0.57642,0.46396,0.78751,0.76298,0.7049,0.38333,0.61416,0.56562,0.56056,0.59584,0.58274
60,0.35571,0.35782,0.37219,0.56543,0.68813,0.35991,0.35783,0.35651,0.49612,0.49742,0.34795,0.3543,0.35669,0.34783,0.34833,0.36056,0.35142,0.35526,0.35329,0.34421,0.37761,0.40371,0.71438,0.67041,0.69645,0.37237,0.53805,0.51215,0.49389,0.59389,0.36389,0.36564,0.37341,0.6843,0.3643,0.36429,0.36702,0.36587,0.38887,0.67543,0.40327,0.42235,0.36035,0.70719,0.56086,0.42033,0.54526,0.42121,0.67146,0.66874,0.37703,0.36376,0.35596,0.52775,0.38681,0.38025,0.36199,0.38666,0.38405,0.37074,1.0,0.42874,0.36142,0.44597,0.62613,0.66659,0.49606,0.49359,0.51038,0.37077,0.4932,0.36091,0.34688,0.42295,0.38,0.35916,0.66459,0.34796,0.67004,0.3588,0.36888,0.69127,0.67057,0.35915,0.44045,0.35885,0.36127,0.38586,0.3628,0.67832,0.37434,0.55648,0.40167,0.37187,0.45802,0.46692,0.55986,0.36037,0.53503,0.47917,0.65297,0.47084,0.54902,0.67119,0.36755,0.3664,0.68467,0.49584,0.36452,0.39836,0.64909,0.33174,0.48748,0.4893,0.48433,0.32929,0.50305,0.42106,0.33774,0.32461,0.35085,0.66985,0.50319,0.68282,0.50019,0.42454,0.77237,0.65937,0.55191,0.52335,0.37137,0.35862,0.35748,0.36442,0.49627,0.68624,0.68101,0.50245,0.37162,0.71319,0.66975,0.67591,0.36853,0.69641,0.50523,0.36175,0.68673,0.71548,0.65942,0.64263,0.36057,0.3595,0.35914,0.35647,0.3562,0.35128,0.56472,0.34539,0.3458,0.55826,0.34816,0.33824,0.35454,0.57013,0.56808,0.36046,0.34197,0.67661,0.3512,0.39717,0.37354,0.41062,0.40376,0.44502,0.44213,0.36468,0.35473,0.55938,0.40372,0.34574,0.35021,0.34592,0.36431,0.34942,0.40258,0.59165,0.3715,0.38685,0.54394,0.6076,0.63033,0.42039,0.4598,0.45172,0.37873,0.63394,0.36477,0.35657,0.61094,0.37635,0.36649,0.36059,0.36747,0.35475,0.54901,0.61716,0.61119,0.32914,0.35565,0.65359,0.33427,0.42358,0.33447,0.38315,0.46882
61,0.54066,0.82574,0.75992,0.49269,0.42228,0.83446,0.86218,0.55513,0.8112,0.55069,0.50297,0.67254,0.49981,0.48546,0.50166,0.61814,0.61724,0.62915,0.52061,0.48128,0.7046,0.42388,0.43187,0.52971,0.4505,0.57354,0.6675,0.64923,0.45238,0.64808,0.54262,0.55529,0.7574,0.63881,0.81487,0.80106,0.49485,0.78892,0.46751,0.48033,0.44973,0.79444,0.55926,0.41392,0.40696,0.55864,0.71802,0.50949,0.83365,0.55109,0.70208,0.7839,0.83509,0.83422,0.48177,0.50431,0.55539,0.63347,0.59433,0.53978,0.42874,1.0,0.57815,0.65427,0.59126,0.76001,0.82674,0.83976,0.53537,0.50664,0.71291,0.56168,0.8652,0.50563,0.62048,0.85852,0.87353,0.6717,0.67009,0.5604,0.74119,0.65185,0.71882,0.61875,0.69047,0.56065,0.54322,0.53999,0.80641,0.62499,0.50998,0.67501,0.40092,0.67564,0.55963,0.75925,0.81402,0.55929,0.67066,0.62421,0.60164,0.61071,0.69643,0.81269,0.78694,0.81326,0.63656,0.55575,0.45476,0.63979,0.56881,0.55483,0.44184,0.448,0.44712,0.55007,0.41905,0.39021,0.57772,0.59454,0.51897,0.66156,0.51143,0.62515,0.52342,0.42073,0.54929,0.40485,0.79568,0.56501,0.7531,0.87172,0.74479,0.82664,0.5261,0.56482,0.65749,0.50678,0.54787,0.55013,0.76821,0.65277,0.73055,0.6154,0.48728,0.68758,0.51666,0.59169,0.50112,0.38007,0.56084,0.5592,0.85847,0.86766,0.86937,0.63604,0.47826,0.47497,0.59309,0.57872,0.58903,0.58967,0.50931,0.64342,0.63999,0.55641,0.84884,0.54049,0.77818,0.62368,0.5411,0.41845,0.39379,0.65578,0.65591,0.37308,0.59282,0.35068,0.55933,0.52844,0.40239,0.39585,0.38372,0.38606,0.49638,0.89007,0.68083,0.63998,0.48837,0.34714,0.37562,0.57326,0.7934,0.54585,0.49475,0.56087,0.58783,0.57981,0.58743,0.361,0.56704,0.38879,0.35198,0.58304,0.4042,0.4796,0.76327,0.63368,0.6556,0.54808,0.61432,0.47188,0.48079,0.49186,0.48883
62,0.37639,0.37582,0.55459,0.36805,0.35459,0.54725,0.54516,0.53559,0.37584,0.72777,0.53892,0.41661,0.40376,0.37145,0.53982,0.38086,0.52787,0.38945,0.40312,0.36786,0.39977,0.3561,0.39233,0.39353,0.40644,0.375,0.44132,0.58605,0.44714,0.46343,0.38875,0.38217,0.572,0.4314,0.5425,0.37827,0.38832,0.53748,0.43958,0.40504,0.53265,0.44612,0.54761,0.34264,0.51722,0.40291,0.53618,0.46267,0.54945,0.54923,0.40202,0.38676,0.55866,0.55578,0.58816,0.39781,0.3747,0.40652,0.55105,0.54793,0.36147,0.5782,1.0,0.51594,0.41743,0.38898,0.37568,0.37701,0.35767,0.40426,0.68506,0.37525,0.3601,0.46538,0.52133,0.54566,0.5372,0.36909,0.51998,0.54281,0.40352,0.52974,0.53135,0.50408,0.52319,0.37392,0.55184,0.48596,0.53498,0.40628,0.39936,0.40847,0.50652,0.43705,0.35622,0.48337,0.60021,0.54592,0.45007,0.5832,0.39389,0.44121,0.52868,0.55225,0.55805,0.38591,0.3882,0.72134,0.38998,0.42002,0.4791,0.49134,0.48403,0.33918,0.34653,0.47227,0.5176,0.43522,0.48303,0.5304,0.36592,0.51473,0.67782,0.53756,0.36965,0.35479,0.36076,0.36875,0.48342,0.53135,0.55932,0.37316,0.5522,0.55173,0.69684,0.43777,0.52301,0.68604,0.49186,0.4869,0.38815,0.5185,0.51059,0.53626,0.66224,0.40469,0.50102,0.54121,0.44579,0.34078,0.54869,0.54501,0.54553,0.37139,0.37092,0.39002,0.37022,0.36866,0.36956,0.52445,0.50964,0.51853,0.41251,0.4053,0.40492,0.54863,0.35386,0.33937,0.60581,0.39135,0.48844,0.34673,0.39375,0.40004,0.39513,0.58721,0.61087,0.52998,0.53834,0.51202,0.36677,0.60089,0.58122,0.66864,0.49231,0.38885,0.51433,0.43062,0.58035,0.3401,0.33929,0.44681,0.48623,0.43072,0.42383,0.55372,0.44037,0.37976,0.40462,0.37127,0.37134,0.39946,0.38316,0.57238,0.57341,0.58592,0.37475,0.49824,0.59015,0.53321,0.39709,0.42,0.38863,0.45866,0.41272
