,T1115TS003_1o,T1115TS003_2o,T1115TS003_3o,T1115TS003_4o,T1115TS003_5o,T1115TS035_1o,T1115TS035_2o,T1115TS035_3o,T1115TS035_4o,T1115TS035_5o,T1115TS054_1o,T1115TS054_2o,T1115TS054_3o,T1115TS054_4o,T1115TS054_5o,T1115TS071_1o,T1115TS071_2o,T1115TS071_3o,T1115TS071_4o,T1115TS071_5o,T1115TS086_1o,T1115TS086_2o,T1115TS086_3o,T1115TS086_4o,T1115TS086_5o,T1115TS091_1o,T1115TS091_2o,T1115TS091_3o,T1115TS091_4o,T1115TS091_5o,T1115TS098_1o,T1115TS098_2o,T1115TS098_3o,T1115TS098_4o,T1115TS098_5o,T1115TS119_1o,T1115TS119_2o,T1115TS119_3o,T1115TS119_4o,T1115TS119_5o,T1115TS125_1o,T1115TS125_2o,T1115TS125_3o,T1115TS125_4o,T1115TS125_5o,T1115TS131_1o,T1115TS131_2o,T1115TS131_3o,T1115TS131_4o,T1115TS131_5o,T1115TS147_1o,T1115TS147_2o,T1115TS147_3o,T1115TS147_4o,T1115TS147_5o,T1115TS150_1o,T1115TS150_2o,T1115TS150_3o,T1115TS150_4o,T1115TS150_5o,T1115TS158_1o,T1115TS158_2o,T1115TS158_3o,T1115TS158_4o,T1115TS158_5o,T1115TS165_1o,T1115TS165_2o,T1115TS165_3o,T1115TS165_4o,T1115TS165_5o,T1115TS169_1o,T1115TS169_2o,T1115TS169_3o,T1115TS169_4o,T1115TS169_5o,T1115TS180_1o,T1115TS180_2o,T1115TS180_3o,T1115TS180_4o,T1115TS180_5o,T1115TS185_1o,T1115TS185_2o,T1115TS185_3o,T1115TS185_4o,T1115TS185_5o,T1115TS187_1o,T1115TS187_2o,T1115TS187_3o,T1115TS187_4o,T1115TS187_5o,T1115TS188_1o,T1115TS188_2o,T1115TS188_3o,T1115TS188_4o,T1115TS188_5o,T1115TS234_1o,T1115TS239_1o,T1115TS239_2o,T1115TS239_3o,T1115TS239_4o,T1115TS239_5o,T1115TS248_1o,T1115TS248_2o,T1115TS248_3o,T1115TS248_4o,T1115TS248_5o,T1115TS278_1o,T1115TS278_2o,T1115TS278_3o,T1115TS278_4o,T1115TS278_5o,T1115TS288_1o,T1115TS288_2o,T1115TS288_3o,T1115TS288_4o,T1115TS288_5o,T1115TS298_1o,T1115TS298_2o,T1115TS298_3o,T1115TS298_4o,T1115TS298_5o,T1115TS320_1o,T1115TS320_2o,T1115TS320_3o,T1115TS320_4o,T1115TS348_1o,T1115TS348_2o,T1115TS348_3o,T1115TS348_4o,T1115TS348_5o,T1115TS352_1o,T1115TS352_2o,T1115TS352_3o,T1115TS352_4o,T1115TS352_5o,T1115TS360_1o,T1115TS360_2o,T1115TS360_3o,T1115TS360_4o,T1115TS360_5o,T1115TS367_1o,T1115TS367_2o,T1115TS367_3o,T1115TS367_4o,T1115TS367_5o,T1115TS374_1o,T1115TS374_2o,T1115TS374_3o,T1115TS374_4o,T1115TS374_5o,T1115TS385_1o,T1115TS390_1o,T1115TS390_2o,T1115TS390_3o,T1115TS390_4o,T1115TS390_5o,T1115TS397_1o,T1115TS397_2o,T1115TS397_3o,T1115TS397_4o,T1115TS397_5o,T1115TS399_1o,T1115TS399_2o,T1115TS399_3o,T1115TS399_4o,T1115TS399_5o,T1115TS423_1o,T1115TS423_2o,T1115TS423_3o,T1115TS423_4o,T1115TS423_5o,T1115TS439_1o,T1115TS439_2o,T1115TS439_3o,T1115TS439_4o,T1115TS439_5o,T1115TS461_1o,T1115TS462_1o,T1115TS462_2o,T1115TS462_3o,T1115TS462_4o,T1115TS462_5o,T1115TS494_1o,T1115TS494_2o,T1115TS494_3o,T1115TS494_4o,T1115TS494_5o
41,0.31657,0.33048,0.32045,0.26213,0.28266,0.27455,0.4556,0.37946,0.36245,0.5469,0.18727,1.0,0.38351,0.29279,0.20326,0.06302,0.06149,0.06191,0.06121,0.0605,0.31613,0.32492,0.325,0.31675,0.31069,0.60495,0.39996,0.58777,0.17448,0.5949,0.55012,0.55012,0.1189,0.1189,0.16518,0.60221,0.33738,0.17967,0.34311,0.18295,0.18727,1.0,0.38351,0.29279,0.20326,0.27239,0.23412,0.23752,0.21899,0.25059,0.56795,0.20758,0.30174,0.50459,0.19699,0.17288,0.55366,0.38644,0.59145,0.59057,0.31675,0.31069,0.30974,0.31613,0.32492,0.46904,0.46195,0.47157,0.46904,0.53359,0.55012,0.1189,0.55012,0.1189,0.1189,0.24412,0.18068,0.25066,0.25247,0.24819,0.50453,0.50262,0.52476,0.50551,0.49782,0.14418,0.15637,0.16517,0.15883,0.16992,0.17297,0.17297,0.17297,0.17285,0.16518,0.17913,0.26101,0.14508,0.15439,0.17537,0.18304,0.3631,0.27455,0.4556,0.37946,0.16155,0.1305,0.13228,0.08883,0.44399,0.11802,0.2004,0.17021,0.1762,0.17336,0.17049,0.16518,0.17285,0.1843,0.17223,0.18573,0.1881,0.4719,0.2035,0.43064,0.18739,0.55468,0.58465,0.59377,0.60396,0.55574,0.55394,0.54705,0.58903,0.62296,0.26543,0.27351,0.24528,0.28825,0.27702,0.31444,0.33946,0.31459,0.26341,0.28239,0.49048,0.49276,0.5008,0.48889,0.48483,0.05658,0.24911,0.22567,0.23767,0.23022,0.23947,0.41891,0.16663,0.44838,0.17798,0.207,0.18727,1.0,0.38351,0.29279,0.20326,0.286,0.36841,0.28303,0.31229,0.3164,0.15439,0.13298,0.14508,0.26028,0.17537,0.31376,0.06167,0.06395,0.06054,0.06102,0.06006,0.45656,0.45307,0.45078,0.40145,0.42832
42,0.20512,0.15103,0.2122,0.18879,0.19738,0.43883,0.41324,0.41763,0.38868,0.27867,0.30306,0.38351,1.0,0.51487,0.17128,0.075,0.06049,0.06111,0.05983,0.0601,0.21353,0.21762,0.21601,0.21565,0.2101,0.37637,0.39575,0.17571,0.17533,0.17626,0.21706,0.21706,0.10612,0.10612,0.20439,0.53113,0.14785,0.18587,0.17999,0.20482,0.30306,0.38351,1.0,0.51487,0.17128,0.18597,0.18339,0.18377,0.1842,0.18423,0.18467,0.23899,0.20885,0.32922,0.19159,0.19454,0.44532,0.40019,0.33786,0.19311,0.21565,0.2101,0.21012,0.21353,0.21762,0.34408,0.30287,0.33033,0.34408,0.31274,0.21706,0.10612,0.21706,0.10612,0.10612,0.18852,0.18558,0.20631,0.20171,0.1876,0.32138,0.33316,0.31686,0.32927,0.33855,0.12469,0.13705,0.14307,0.13896,0.14552,0.19836,0.19836,0.19836,0.19411,0.20439,0.25684,0.18821,0.12109,0.12912,0.25196,0.16274,0.38515,0.43883,0.41324,0.41763,0.21068,0.09594,0.09723,0.1008,0.33952,0.09016,0.16073,0.14239,0.14251,0.14139,0.1113,0.20439,0.19411,0.18685,0.20051,0.19048,0.34889,0.35029,0.19385,0.35881,0.3317,0.33639,0.32248,0.31904,0.32558,0.18083,0.17768,0.3949,0.34065,0.35077,0.2085,0.2066,0.19732,0.21496,0.18568,0.21344,0.22796,0.21229,0.18761,0.19321,0.28964,0.28998,0.29194,0.29092,0.29017,0.05139,0.18724,0.1748,0.1826,0.17795,0.1818,0.37425,0.21287,0.36107,0.20599,0.17874,0.30306,0.38351,1.0,0.51487,0.17128,0.20355,0.15874,0.20205,0.22403,0.15324,0.12912,0.11375,0.12109,0.18937,0.25196,0.15073,0.05877,0.05956,0.06259,0.06262,0.06013,0.32718,0.32675,0.35869,0.32697,0.27259
43,0.16828,0.17869,0.17198,0.15746,0.16523,0.28712,0.28733,0.28202,0.26187,0.22489,0.20346,0.29279,0.51487,1.0,0.16262,0.06134,0.06005,0.06878,0.05911,0.0596,0.17126,0.1717,0.171,0.16945,0.16839,0.28633,0.26998,0.28253,0.28247,0.28112,0.24127,0.24127,0.09298,0.09298,0.24374,0.33376,0.25107,0.22306,0.26316,0.23314,0.20346,0.29279,0.51487,1.0,0.16262,0.15566,0.14807,0.14739,0.14853,0.14837,0.27459,0.28989,0.16592,0.24941,0.25784,0.30304,0.31124,0.26753,0.25865,0.2633,0.16945,0.16839,0.16844,0.17126,0.1717,0.25796,0.23166,0.25738,0.25796,0.24,0.24127,0.09298,0.24127,0.09298,0.09298,0.16134,0.16822,0.16037,0.15848,0.14246,0.24286,0.24714,0.24052,0.24716,0.24956,0.1149,0.12607,0.12907,0.12655,0.13097,0.27258,0.27258,0.27258,0.27402,0.24374,0.22009,0.15201,0.11076,0.11863,0.20861,0.13452,0.25643,0.28712,0.28733,0.28202,0.31893,0.08826,0.08967,0.09666,0.24802,0.08374,0.14246,0.1258,0.12588,0.12545,0.12487,0.24374,0.27402,0.29657,0.26668,0.22914,0.25651,0.25838,0.15221,0.24441,0.24162,0.24302,0.23126,0.22839,0.23997,0.30065,0.29242,0.29318,0.26213,0.26702,0.16497,0.16561,0.14817,0.16951,0.15729,0.17112,0.17522,0.1695,0.15669,0.16251,0.23118,0.23126,0.2321,0.18163,0.22744,0.06992,0.15654,0.14832,0.1549,0.1506,0.15463,0.26392,0.27399,0.26132,0.27794,0.33099,0.20346,0.29279,0.51487,1.0,0.16262,0.16757,0.18415,0.15756,0.169,0.17419,0.11863,0.10243,0.11076,0.15281,0.20861,0.15669,0.0619,0.06567,0.06346,0.06063,0.06273,0.24167,0.24125,0.2568,0.23984,0.21993
44,0.16262,0.16741,0.13523,0.15,0.16019,0.20181,0.22596,0.20604,0.21045,0.15919,0.22828,0.18398,0.15582,0.1562,1.0,0.05975,0.0655,0.06191,0.067,0.05911,0.14854,0.16914,0.16668,0.16882,0.15464,0.15745,0.19468,0.15706,0.16115,0.14964,0.20477,0.20477,0.13164,0.13164,0.20691,0.18203,0.18691,0.17975,0.17657,0.18288,0.22828,0.18398,0.15582,0.1562,1.0,0.14301,0.19059,0.18175,0.1749,0.15074,0.16154,0.16698,0.17189,0.16494,0.15777,0.18452,0.14264,0.23725,0.14848,0.17896,0.16882,0.15464,0.14174,0.14854,0.16914,0.19771,0.18813,0.19785,0.19771,0.16584,0.20477,0.13164,0.20477,0.13164,0.13164,0.14621,0.13832,0.15365,0.17222,0.16815,0.2036,0.20764,0.18768,0.18969,0.19923,0.0872,0.07439,0.10286,0.0965,0.105,0.2297,0.2297,0.2297,0.22898,0.20691,0.22991,0.13788,0.08549,0.08738,0.10766,0.20747,0.20936,0.20181,0.22596,0.20604,0.22123,0.07194,0.10621,0.09754,0.23242,0.06478,0.1462,0.13119,0.12946,0.11158,0.10971,0.20691,0.22898,0.18614,0.23477,0.15287,0.16194,0.19134,0.2597,0.17842,0.15415,0.15298,0.16068,0.16307,0.17306,0.14057,0.13668,0.13624,0.14297,0.15156,0.11376,0.11342,0.16154,0.09813,0.0937,0.15603,0.17526,0.17565,0.16271,0.17503,0.1521,0.15842,0.15853,0.15923,0.15551,0.05724,0.15126,0.14272,0.14759,0.14297,0.14772,0.21735,0.22469,0.24154,0.19587,0.16485,0.22828,0.18398,0.15582,0.1562,1.0,0.13729,0.1845,0.146,0.14719,0.17695,0.08738,0.0783,0.08549,0.14642,0.10766,0.15518,0.05977,0.06151,0.06426,0.06511,0.06478,0.21837,0.22699,0.20557,0.24866,0.20568
45,0.71174,0.74103,0.72659,0.66257,0.67593,0.40597,0.48964,0.23467,0.44958,0.49765,0.17256,0.45228,0.29924,0.25369,0.20083,0.16412,0.13306,0.20841,0.11649,0.15561,0.70734,0.71652,0.73478,0.73848,0.71486,0.63887,0.5037,0.63107,0.64394,0.64119,0.70534,0.70534,0.23669,0.23669,0.71371,0.35942,0.47622,0.26555,0.48012,0.25423,0.17256,0.45228,0.29924,0.25369,0.20083,1.0,0.65587,0.5465,0.52694,0.65922,0.68161,0.39926,0.71335,0.70476,0.68615,0.60076,0.52782,0.56075,0.66971,0.71721,0.73848,0.71486,0.76647,0.70734,0.71652,0.56297,0.53196,0.53274,0.56297,0.68775,0.70534,0.23669,0.70534,0.23669,0.23669,0.63825,0.44202,0.59828,0.51852,0.30532,0.62371,0.63634,0.58675,0.61755,0.63922,0.36453,0.43081,0.44118,0.41919,0.4275,0.65114,0.65114,0.65114,0.64873,0.71371,0.40691,0.6976,0.38311,0.4199,0.45582,0.38076,0.45119,0.40597,0.48964,0.23467,0.50252,0.33157,0.33028,0.13065,0.64687,0.29201,0.44161,0.3788,0.37486,0.37832,0.3688,0.71371,0.64877,0.59142,0.64523,0.58016,0.62661,0.60567,0.39926,0.6451,0.62463,0.59003,0.61363,0.66109,0.65235,0.5279,0.51611,0.51085,0.62909,0.62343,0.62692,0.6153,0.53464,0.6505,0.52462,0.73992,0.72073,0.73533,0.64448,0.6583,0.69574,0.69463,0.72356,0.69429,0.66897,0.18666,0.73629,0.64492,0.66157,0.6715,0.66716,0.63977,0.61783,0.61494,0.61582,0.49461,0.17256,0.45228,0.29924,0.25369,0.20083,0.65503,0.73593,0.53964,0.67366,0.69749,0.4199,0.3607,0.38311,0.68479,0.45582,0.70958,0.22597,0.22638,0.13111,0.22524,0.16039,0.64449,0.63985,0.64176,0.61814,0.65835
46,0.50136,0.53865,0.52597,0.48557,0.48921,0.42029,0.50618,0.46579,0.52534,0.4234,0.16412,0.3827,0.28868,0.23726,0.31144,0.10706,0.18755,0.1828,0.17865,0.12966,0.50405,0.52798,0.52535,0.51512,0.53908,0.52393,0.51093,0.52036,0.53743,0.51803,0.53603,0.53603,0.18341,0.18341,0.54226,0.38334,0.47434,0.27007,0.4642,0.26408,0.16412,0.3827,0.28868,0.23726,0.31144,0.65576,1.0,0.60855,0.56025,0.68907,0.50343,0.43226,0.52336,0.53127,0.51166,0.52926,0.45382,0.57249,0.51922,0.56751,0.51512,0.53908,0.52798,0.50405,0.52798,0.48862,0.51733,0.4902,0.48862,0.53836,0.53603,0.18341,0.53603,0.18341,0.18341,0.48156,0.34798,0.44222,0.53099,0.43166,0.53762,0.54576,0.50683,0.53849,0.55228,0.37013,0.36299,0.39184,0.36236,0.37675,0.53951,0.53951,0.53951,0.53972,0.54226,0.42958,0.61976,0.3897,0.39234,0.36087,0.45828,0.52331,0.42029,0.50618,0.46579,0.50804,0.29108,0.29046,0.11892,0.49368,0.30248,0.41125,0.4185,0.41831,0.41397,0.39777,0.54226,0.53971,0.48265,0.53504,0.43795,0.47819,0.54034,0.43226,0.54456,0.48315,0.52224,0.52507,0.54492,0.4871,0.45277,0.43961,0.4346,0.4885,0.4868,0.48374,0.47518,0.56166,0.47881,0.44525,0.53592,0.52195,0.50663,0.47633,0.48019,0.52817,0.52727,0.55049,0.55088,0.51117,0.10607,0.54846,0.49173,0.5013,0.50411,0.49757,0.51187,0.5099,0.5093,0.48013,0.41352,0.16412,0.3827,0.28868,0.23726,0.31144,0.49577,0.5419,0.53348,0.50478,0.57429,0.39234,0.35074,0.3897,0.63715,0.36087,0.51857,0.10753,0.19954,0.11707,0.19813,0.10788,0.50889,0.48044,0.50444,0.53427,0.43135
47,0.47481,0.47131,0.47393,0.427,0.44427,0.51025,0.50645,0.46231,0.46832,0.47304,0.19972,0.38554,0.19653,0.24153,0.19037,0.12117,0.21551,0.13,0.1202,0.11673,0.46299,0.46059,0.47869,0.42216,0.42915,0.5174,0.60087,0.50755,0.50774,0.51481,0.4995,0.4995,0.19772,0.19772,0.50128,0.36859,0.44079,0.23781,0.44862,0.22989,0.19972,0.38554,0.19653,0.24153,0.19037,0.54628,0.60855,1.0,0.77996,0.677,0.52741,0.63874,0.46025,0.54389,0.53606,0.49542,0.44035,0.60784,0.54121,0.57194,0.42216,0.42915,0.46552,0.46299,0.46059,0.42175,0.40187,0.40576,0.42175,0.47183,0.4995,0.19772,0.4995,0.19772,0.19772,0.44507,0.28953,0.43668,0.58071,0.53645,0.45376,0.46191,0.42445,0.46043,0.47172,0.31585,0.35413,0.39755,0.35853,0.38771,0.49118,0.49118,0.49118,0.49159,0.50128,0.38578,0.51706,0.3435,0.37887,0.32018,0.58234,0.48139,0.51025,0.50645,0.46231,0.48647,0.29151,0.29845,0.12391,0.50103,0.26685,0.41113,0.37006,0.36455,0.37027,0.35957,0.50128,0.49159,0.44575,0.48448,0.42123,0.46879,0.56129,0.63874,0.58265,0.54551,0.53645,0.5574,0.58062,0.51942,0.44327,0.44353,0.43762,0.51486,0.52194,0.47807,0.45793,0.63313,0.45346,0.44712,0.46759,0.45783,0.47964,0.41793,0.44257,0.46983,0.4515,0.52256,0.46682,0.4648,0.11518,0.45809,0.42191,0.43287,0.43725,0.43733,0.51346,0.50724,0.51054,0.46362,0.38104,0.19972,0.38554,0.19653,0.24153,0.19037,0.41812,0.47405,0.4387,0.43561,0.44301,0.37887,0.31498,0.3435,0.5366,0.32018,0.45917,0.21166,0.21224,0.11921,0.12679,0.12578,0.50031,0.48983,0.49393,0.54242,0.43765
48,0.44303,0.43586,0.42381,0.39515,0.41467,0.19588,0.47019,0.19887,0.4523,0.43291,0.20869,0.3545,0.29436,0.24085,0.27588,0.14495,0.1177,0.20445,0.14435,0.11385,0.42603,0.44226,0.44615,0.43981,0.42805,0.47001,0.51436,0.46575,0.46978,0.46885,0.44518,0.44518,0.16614,0.16614,0.44743,0.3496,0.42525,0.23069,0.427,0.22199,0.20869,0.3545,0.29436,0.24085,0.27588,0.52694,0.56025,0.77996,1.0,0.60688,0.46912,0.68849,0.43399,0.4955,0.47796,0.44573,0.40818,0.53872,0.49698,0.50933,0.43981,0.42805,0.44051,0.42603,0.44226,0.40843,0.4229,0.42193,0.40843,0.49665,0.44518,0.16614,0.44518,0.16614,0.16614,0.41027,0.26427,0.40007,0.53675,0.47906,0.47185,0.48008,0.48066,0.51172,0.48356,0.28739,0.32895,0.36473,0.33393,0.36445,0.43952,0.43952,0.43952,0.44026,0.44743,0.42348,0.46608,0.30997,0.34523,0.28756,0.63214,0.43915,0.19588,0.47019,0.19887,0.43377,0.27259,0.28466,0.12433,0.44764,0.24577,0.36768,0.34139,0.33649,0.34367,0.33477,0.44743,0.44026,0.40904,0.43187,0.39508,0.43832,0.52352,0.68849,0.53515,0.50066,0.50055,0.52,0.53167,0.48244,0.41307,0.41472,0.4106,0.47566,0.46208,0.43823,0.42928,0.56346,0.42278,0.41759,0.4206,0.42601,0.44641,0.391,0.40034,0.50193,0.50392,0.52391,0.50319,0.49067,0.09904,0.42519,0.40057,0.40274,0.40865,0.40079,0.48348,0.47389,0.48013,0.46629,0.39482,0.20869,0.3545,0.29436,0.24085,0.27588,0.39609,0.42211,0.40864,0.39961,0.41406,0.34523,0.28947,0.30997,0.47762,0.28756,0.42317,0.20744,0.20846,0.12609,0.1341,0.20547,0.49648,0.46054,0.49117,0.50421,0.43663
49,0.5772,0.5799,0.55402,0.52426,0.53377,0.45901,0.57859,0.49518,0.50501,0.47782,0.1757,0.41129,0.29435,0.24298,0.24923,0.12166,0.17226,0.18174,0.11632,0.12025,0.56678,0.55982,0.5701,0.57454,0.56915,0.57112,0.57783,0.56157,0.57037,0.56973,0.59282,0.59282,0.2075,0.2075,0.59698,0.37361,0.47863,0.2483,0.46441,0.23892,0.1757,0.41129,0.29435,0.24298,0.24923,0.65922,0.68907,0.677,0.60688,1.0,0.55847,0.45321,0.53439,0.59885,0.5714,0.54129,0.46909,0.67025,0.58206,0.6159,0.57454,0.56915,0.56917,0.56678,0.55982,0.52259,0.49966,0.49344,0.52259,0.58335,0.59282,0.2075,0.59282,0.2075,0.2075,0.51081,0.37057,0.48071,0.6481,0.54928,0.58495,0.59642,0.54607,0.58187,0.60238,0.35563,0.40719,0.41902,0.40453,0.41544,0.57491,0.57491,0.57491,0.57418,0.59698,0.3799,0.58481,0.38714,0.41322,0.37285,0.43294,0.50162,0.45901,0.57859,0.49518,0.51463,0.32485,0.32405,0.12119,0.64307,0.2909,0.43345,0.37765,0.37438,0.38031,0.33349,0.59698,0.57419,0.51175,0.57113,0.48454,0.53768,0.59127,0.45321,0.58742,0.58752,0.56285,0.60994,0.61146,0.58654,0.47219,0.4707,0.46501,0.55096,0.5431,0.53688,0.52558,0.63175,0.51834,0.51709,0.56978,0.56346,0.56213,0.51726,0.51961,0.59967,0.60104,0.62011,0.58285,0.56885,0.10672,0.57443,0.51656,0.52753,0.53208,0.53838,0.67364,0.65192,0.59857,0.57298,0.4782,0.1757,0.41129,0.29435,0.24298,0.24923,0.51119,0.57653,0.5096,0.54438,0.55039,0.41322,0.34043,0.38714,0.5986,0.37285,0.54725,0.14924,0.14952,0.13365,0.14987,0.15733,0.64758,0.6442,0.64999,0.62555,0.54815
50,0.39107,0.42108,0.39363,0.29826,0.32754,0.29038,0.4122,0.16903,0.35807,0.55161,0.19962,0.56804,0.18467,0.27582,0.17009,0.11478,0.11165,0.06318,0.06098,0.08179,0.36251,0.40361,0.38859,0.40008,0.39638,0.7107,0.44061,0.70261,0.72779,0.71941,0.62974,0.62974,0.11093,0.11093,0.64085,0.44956,0.35197,0.17375,0.3572,0.18195,0.19962,0.56804,0.18467,0.27582,0.17009,0.37227,0.28792,0.29966,0.26862,0.31012,1.0,0.27751,0.38451,0.61506,0.80809,0.6724,0.73623,0.46118,0.76441,0.75301,0.40008,0.39638,0.40005,0.36251,0.40361,0.48689,0.48039,0.48804,0.48689,0.59553,0.62974,0.11093,0.62974,0.11093,0.11093,0.30634,0.28252,0.37272,0.32201,0.33273,0.57422,0.57282,0.5781,0.59367,0.5737,0.17826,0.20607,0.22643,0.20484,0.22841,0.67313,0.67313,0.67313,0.67351,0.64085,0.15352,0.34129,0.18408,0.1956,0.44582,0.23705,0.35962,0.29038,0.4122,0.16903,0.52385,0.16643,0.15939,0.0851,0.48362,0.14619,0.2333,0.18872,0.1857,0.1857,0.18161,0.64083,0.67351,0.71675,0.64581,0.75233,0.65262,0.58693,0.25926,0.6052,0.76774,0.76523,0.75708,0.70846,0.7241,0.73371,0.72569,0.71744,0.76287,0.77784,0.46256,0.45151,0.31992,0.42799,0.41459,0.39722,0.43252,0.36117,0.30725,0.31954,0.56294,0.57921,0.58503,0.56496,0.56817,0.06171,0.32039,0.28724,0.2991,0.2907,0.30195,0.44338,0.42749,0.39964,0.49586,0.54663,0.19962,0.56804,0.18467,0.27582,0.17009,0.33478,0.43867,0.30661,0.36536,0.38848,0.1956,0.16743,0.18408,0.34694,0.44582,0.40335,0.07535,0.07564,0.05858,0.11236,0.1107,0.47053,0.47001,0.44823,0.37607,0.47292
51,0.13275,0.20917,0.18742,0.18936,0.1951,0.23625,0.24728,0.23261,0.23305,0.21815,0.20684,0.21665,0.24585,0.2806,0.16232,0.05819,0.05812,0.09595,0.05654,0.07576,0.20756,0.1812,0.20686,0.21346,0.20373,0.2541,0.23698,0.25119,0.25227,0.25533,0.23959,0.23959,0.10315,0.10315,0.2487,0.22218,0.22066,0.17682,0.2291,0.18531,0.20684,0.21665,0.24585,0.2806,0.16232,0.23018,0.24562,0.34751,0.3666,0.26123,0.27681,1.0,0.20263,0.2648,0.26732,0.27404,0.25519,0.27244,0.2466,0.26258,0.21346,0.20373,0.20867,0.20756,0.1812,0.23089,0.22243,0.21935,0.23089,0.23465,0.23959,0.10315,0.23959,0.10315,0.10315,0.20011,0.1593,0.21919,0.3272,0.30774,0.24371,0.24795,0.2411,0.24258,0.24618,0.15153,0.16342,0.18461,0.1673,0.18934,0.26931,0.26931,0.26931,0.26705,0.2487,0.18092,0.21149,0.1526,0.16387,0.1591,0.33328,0.23262,0.23625,0.24728,0.23261,0.27981,0.07419,0.0814,0.10284,0.24444,0.12602,0.21089,0.18185,0.18053,0.18165,0.17891,0.2487,0.27018,0.25457,0.26638,0.25103,0.26247,0.28707,0.5,0.21934,0.2605,0.25929,0.24108,0.25359,0.24277,0.26058,0.25657,0.25516,0.25219,0.26095,0.2528,0.24874,0.30481,0.24111,0.23316,0.2061,0.2128,0.16101,0.16438,0.19537,0.22154,0.21629,0.21726,0.21983,0.22629,0.05392,0.20806,0.17497,0.17971,0.19269,0.18119,0.25782,0.25683,0.25403,0.25428,0.22734,0.20684,0.21665,0.24585,0.2806,0.16232,0.18805,0.10873,0.15217,0.19637,0.19127,0.16387,0.13888,0.1526,0.25121,0.1591,0.21306,0.05664,0.05643,0.06276,0.05766,0.05776,0.24888,0.24708,0.25584,0.24673,0.22113
52,0.86617,0.68062,0.86029,0.70029,0.73446,0.27516,0.34809,0.31445,0.296,0.36085,0.13551,0.30174,0.21203,0.16284,0.16855,0.06483,0.06396,0.06078,0.06192,0.0652,0.85848,0.85155,0.84542,0.84785,0.85358,0.33862,0.31659,0.34199,0.34647,0.34879,0.38774,0.38774,0.12523,0.12523,0.38594,0.2566,0.27977,0.18712,0.15648,0.17818,0.13551,0.30174,0.21203,0.16284,0.16855,0.39061,0.29263,0.26211,0.25017,0.30057,0.38525,0.18764,1.0,0.39639,0.36859,0.34905,0.31915,0.35013,0.34227,0.37341,0.84785,0.85358,0.86637,0.85848,0.85155,0.35939,0.33631,0.35394,0.35939,0.3969,0.38774,0.12523,0.38774,0.12523,0.12523,0.40811,0.27902,0.33259,0.25677,0.22037,0.40078,0.33176,0.39558,0.38422,0.32329,0.20645,0.2329,0.22908,0.22701,0.21846,0.35105,0.35105,0.35105,0.35081,0.38594,0.2572,0.31608,0.20349,0.21022,0.22584,0.19401,0.30031,0.27516,0.34809,0.31445,0.32627,0.17599,0.17332,0.10219,0.3353,0.15657,0.23601,0.20349,0.20119,0.20272,0.19705,0.38594,0.3508,0.33712,0.34666,0.32126,0.34258,0.36103,0.18811,0.36232,0.38199,0.38377,0.37571,0.38246,0.36039,0.30503,0.307,0.30752,0.32526,0.33278,0.28972,0.29612,0.25089,0.307,0.26197,0.85865,0.66312,0.86039,0.69218,0.73907,0.38982,0.37844,0.40003,0.3917,0.3756,0.05427,0.44988,0.44452,0.44345,0.45085,0.42834,0.37036,0.3668,0.36531,0.37344,0.33751,0.13551,0.30174,0.21203,0.16284,0.16855,0.66223,0.63358,0.48383,0.68634,0.58011,0.21022,0.18421,0.20349,0.30482,0.22584,0.82175,0.06261,0.06252,0.05918,0.06277,0.06275,0.38096,0.32267,0.38214,0.35637,0.37922
